event	bunchCrossing	pdgid	mass	charge	pt	eta	phi	mothers	daughters
9361	-1	1092114	1801.38	0.0	926.611	1.33977	2.69836	-1009002,21,21,21	
9361	-1	1000993	1801.1	0.0	619.697	-1.05939	-0.81157	1009002,21,21	
9362	-1	1092114	1801.38	0.0	1357.86	-1.40881	0.0496129	-1009002,21,21	
9362	-1	1092114	1801.38	0.0	1386.01	-0.704597	-3.09949	1009002,21	
9365	-1	1009113	1801.05	0.0	770.426	-1.56638	-0.539188	-1009002,21	
9365	-1	1009223	1801.05	0.0	629.991	-1.79666	2.30789	-1009002,21,21	
9366	-1	1009113	1801.05	0.0	902.173	-0.893659	-1.10069	-1009002,21	
9366	-1	1009113	1801.05	0.0	900.974	-0.996434	2.06448	1009002,-1	
9371	-1	1009313	1801.22	0.0	708.047	-1.06374	-1.22051	-1009002,21	
9371	-1	1092214	1801.38	1.0	716.366	1.35617	1.90658	1009002,21,21	
9373	-1	1009313	1801.86	0.0	558.857	1.19133	1.90315	-1009002,3	
9373	-1	1009113	1801.05	0.0	619.682	0.577561	-1.28602	1009002,21,21	
9374	-1	1009213	1801.05	-1.0	736.056	-1.78341	-0.476056	1009002,-1	
9374	-1	1009113	1801.05	0.0	735.371	-0.516399	2.67088	-1009002,21	
9376	-1	1092114	1801.38	0.0	1547.85	-1.13485	-1.47143	-1009002,21	
9376	-1	1009223	1801.05	0.0	685.807	1.14694	1.13572	1009002,21	
9379	-1	1009313	1801.22	0.0	645.563	0.622486	1.92257	-1009002,21,21,21	
9379	-1	1009213	1801.05	-1.0	645.073	1.09405	-1.21902	1009002,21,21	
9381	-1	1009213	1801.05	1.0	948.649	-0.601619	0.388475	-1009002,3	
9381	-1	1009113	1801.05	0.0	1142.67	-0.207687	-3.11814	1009002,21,21	
9384	-1	1009113	1801.05	0.0	1738.65	0.880116	0.835448	-1009002,21,21	
9384	-1	1009113	1801.05	0.0	1732.92	0.610809	-2.32917	-1009002,1	
9386	-1	1009223	1801.05	0.0	1032.41	-1.48196	-2.24233	-1009002,21,21	
9386	-1	1009223	1801.05	0.0	1031.54	-0.99129	0.900978	1009002,21,21	
9387	-1	1009213	1801.05	1.0	436.646	-1.77698	2.81604	1009002,21,21	
9387	-1	1009223	1801.05	0.0	437.501	-1.3164	-0.352409	-1009002,2	
9389	-1	1009323	1801.22	-1.0	627.498	-0.674284	-2.53158	-1009002,21,21	
9389	-1	1009223	1801.05	0.0	628.236	1.93435	1.32261	1009002,21,21	
9391	-1	1009213	1801.05	1.0	176.546	-1.91155	0.591264	-1009002,21,21	
9391	-1	1009313	1801.19	0.0	223.498	-2.70423	-2.5195	1009002,-3	
9393	-1	1009213	1801.05	-1.0	932.531	0.0965609	-0.409653	-1009002,21	
9393	-1	1009223	1801.05	0.0	1204.99	-0.19516	2.31981	1009002,-2	
9394	-1	1009213	1801.05	1.0	356.676	-0.263775	2.98555	-1009002,21,21,21	
9394	-1	1009213	1801.05	-1.0	353.827	0.921507	-0.15953	1009002,21,21	
9395	-1	1009213	1801.05	1.0	119.571	0.189002	2.19127	1009002,21	
9395	-1	1009113	1801.05	0.0	51.0145	-3.23149	-1.34188	-1009002,21	
9396	-1	1000993	1801.1	0.0	1302.14	0.443645	3.02571	-1009002,21,21,21	
9396	-1	1093214	1801.55	0.0	1296.62	1.09039	-0.109493	1009002,21,21	
9398	-1	1009213	1801.05	1.0	1488.33	-0.955694	-1.2194	1009002,21,21	
9398	-1	1009213	1801.05	-1.0	1497.48	-0.309903	1.9284	-1009002,21,21	
9399	-1	1009213	1801.05	-1.0	741.785	0.972181	0.136956	-1009002,21,21	
9399	-1	1092114	1801.38	0.0	750.867	-1.12069	-3.01734	1009002,21,21	
9400	-1	1009223	1801.05	0.0	596.074	-1.04793	1.90673	-1009002,21,21,21	
9400	-1	1009323	1801.22	1.0	587.372	-1.48205	-1.20919	1009002,21,21	
9401	-1	1009213	1801.05	1.0	684.856	-0.279432	2.94964	1009002,21	
9401	-1	1092114	1801.38	0.0	754.047	1.06965	-0.151918	-1009002,21,21,21	
9406	-1	1009213	1801.05	-1.0	729.761	-0.864056	-1.45122	-1009002,21,3	
9406	-1	1009223	1801.05	0.0	776.49	-1.07394	1.6441	1009002,21,21,21	
9407	-1	1009113	1801.05	0.0	1210.29	-0.807945	1.75056	-1009002,21	
9407	-1	1000993	1801.1	0.0	1229.54	-1.07024	-1.36527	1009002,21	
9410	-1	1009323	1801.22	1.0	377.068	-1.38343	1.05728	-1009002,1	
9410	-1	1009323	1801.22	-1.0	663.038	-0.654974	-0.196148	1009002,21	
9411	-1	1009213	1801.05	-1.0	799.341	0.318794	-1.17025	-1009002,2	
9411	-1	1009323	1801.22	1.0	561.608	1.01929	1.51441	1009002,21,21	
9412	-1	1009223	1801.05	0.0	1089.85	-0.701685	1.9327	-1009002,21	
9412	-1	1009223	1801.05	0.0	1174.27	0.316193	-0.712291	1009002,21	
9414	-1	1000993	1801.1	0.0	1046.01	-0.00513361	2.94357	1009002,21	
9414	-1	1009223	1801.05	0.0	581.165	-1.14213	0.456188	1009002,21	
9416	-1	1009223	1801.05	0.0	1165.38	1.78672	0.238826	-1009002,21,21	
9416	-1	1009213	1801.05	1.0	1162.27	0.380759	-2.90699	1009002,21	
9417	-1	1000993	1801.1	0.0	423.321	-1.69053	2.06586	-1009002,21,21	
9417	-1	1009113	1801.05	0.0	430.406	-2.11616	-1.08776	1009002,-3	
9419	-1	1009113	1801.05	0.0	1165.94	-0.742726	2.38291	1009002,21	
9419	-1	1000993	1801.1	0.0	720.319	-0.268078	-0.849155	-1009002,21	
9420	-1	1009323	1801.22	1.0	1511.27	0.0863625	-2.2317	-1009002,21	
9420	-1	1009113	1801.05	0.0	1394.4	-1.29219	0.948381	1009002,21,21	
9421	-1	1092114	1801.38	0.0	808.677	1.17607	0.401036	-1009002,21,21,21	
9421	-1	1000993	1801.1	0.0	860.426	0.0764851	-2.78561	-1009002,2	
9423	-1	1009213	1801.05	-1.0	1501.14	-0.570644	0.0833151	-1009002,21,21,21	
9423	-1	1009223	1801.05	0.0	1460.51	0.320325	-3.04537	1009002,21	
9424	-1	1000993	1801.1	0.0	682.388	1.5368	-1.69731	-1009002,21,21,21	
9424	-1	1009113	1801.05	0.0	703.174	1.84413	1.48473	1009002,21,-3	
9427	-1	1092214	1801.38	-1.0	859.492	1.15152	1.29158	-1009002,3	
9427	-1	1009323	1801.22	-1.0	951.169	-1.23647	-2.00603	1009002,21	
9429	-1	1009313	1801.22	0.0	734.151	-0.567477	-0.209636	1009002,21,21	
9429	-1	1009223	1801.05	0.0	730.264	0.382764	2.93191	-1009002,21,21,21	
9430	-1	1009113	1801.05	0.0	2124.81	-0.587898	0.331402	-1009002,21	
9430	-1	1009333	1801.4	0.0	1815.2	-0.533918	-3.03273	-1009002,21,21	
9431	-1	1009213	1801.05	1.0	1403.89	-1.53033	-2.26825	-1009002,21	
9431	-1	1009213	1801.05	-1.0	1893.36	0.440996	0.274489	1009002,-4	
9432	-1	1009223	1801.05	0.0	844.908	-0.623316	1.57928	1009002,21,21,21	
9432	-1	1009213	1801.05	1.0	817.522	1.0213	-1.55684	1009002,21	
9436	-1	1009223	1801.05	0.0	137.49	2.61835	-2.20532	-1009002,21,21,21	
9436	-1	1009313	1801.22	0.0	131.594	0.368275	0.928172	-1009002,21	
9437	-1	1000993	1801.1	0.0	735.931	-1.24929	1.89962	-1009002,21,21	
9437	-1	1009213	1801.05	1.0	688.494	1.01144	-1.10356	1009002,21	
9440	-1	1009213	1801.05	1.0	1128.6	0.0487677	-0.523119	-1009002,21,21	
9440	-1	1009213	1801.05	-1.0	1125.63	0.915515	2.61324	1009002,21	
9441	-1	1009213	1801.05	-1.0	952.71	-1.33285	-2.67238	1009002,21,21	
9441	-1	1009113	1801.05	0.0	726.237	-0.944794	0.468147	-1009002,21	
9442	-1	1093214	1801.55	0.0	1019.73	0.783287	-1.9249	-1009002,21,21,21	
9442	-1	1092214	1801.38	1.0	625.135	-0.00367465	2.84621	-1009002,21,21	
9443	-1	1009323	1801.22	1.0	397.13	1.2313	1.64736	-1009002,21	
9443	-1	1000993	1801.1	0.0	316.013	0.129015	-1.58065	1009002,21	
9446	-1	1009223	1801.05	0.0	620.357	0.3322	0.363861	1009002,21	
9446	-1	1092114	1801.38	0.0	612.931	-1.01854	-2.86981	-1009002,21,21	
9451	-1	1000993	1801.1	0.0	292.969	-1.7775	0.596075	-1009002,21,21,21,21	
9451	-1	1009113	1801.05	0.0	363.698	-1.61818	-2.42623	1009002,21,21	
9454	-1	1009213	1801.05	1.0	437.323	0.740087	-1.99466	-1009002,21	
9454	-1	1009313	1801.22	0.0	307.568	-1.36065	1.62932	1009002,21	
9455	-1	1009213	1801.05	1.0	2318.67	-0.261336	0.201219	-1009002,21,21	
9455	-1	1009113	1801.05	0.0	2385.62	-0.238615	-2.90264	1009002,21,-3	
9456	-1	1009313	1801.22	0.0	459.904	-0.572329	-1.70279	-1009002,21,21	
9456	-1	1009113	1801.05	0.0	407.134	1.42227	1.54379	-1009002,21,21	
9460	-1	1091114	1801.38	1.0	769.427	-0.194744	1.34634	-1009002,21,21	
9460	-1	1009113	1801.05	0.0	741.379	-0.677652	-1.79796	1009002,21,21	
9461	-1	1009313	1801.22	0.0	566.149	1.42093	0.136173	-1009002,21,21	
9461	-1	1009313	1802.73	0.0	685.607	-0.760387	-2.98455	1009002,-3	
9464	-1	1009223	1801.05	0.0	323.506	2.12633	1.93107	-1009002,21,21	
9464	-1	1009213	1801.05	1.0	352.672	-0.238912	-1.09907	1009002,21,21	
9467	-1	1009323	1801.22	-1.0	1069.47	1.40859	2.5043	-1009002,21	
9467	-1	1000993	1801.1	0.0	1032.52	0.949793	-0.654241	1009002,21,-4	
9473	-1	1009313	1801.22	0.0	1586.39	0.0818732	-1.64914	-1009002,21	
9473	-1	1009333	1801.4	0.0	1600.75	0.590002	1.50357	1009002,21	
9474	-1	1009223	1801.05	0.0	124.528	2.90982	-1.40999	-1009002,21	
9474	-1	1009213	1801.05	1.0	108.69	3.51542	1.31143	1009002,21,21	
9475	-1	1009313	1801.22	0.0	1555.77	-0.533802	0.869764	1009002,21	
9475	-1	1009213	1801.05	-1.0	1572.79	0.43371	-2.28534	-1009002,21,21	
9476	-1	1009213	1801.05	-1.0	840.147	0.24945	2.68774	-1009002,21	
9476	-1	1009323	1801.22	1.0	649.476	-0.130211	-1.01703	1009002,21,21	
9477	-1	1009213	1801.05	-1.0	1022.84	-0.76963	-3.04058	-1009002,21,21	
9477	-1	1009223	1801.05	0.0	876.15	-0.994411	-0.0105208	1009002,21,21	
9478	-1	1092114	1801.38	0.0	120.49	0.86318	3.00204	1009002,21,21	
9478	-1	1009213	1801.05	1.0	124.374	1.9451	-0.319659	-1009002,21,21	
9480	-1	1009213	1801.05	1.0	384.88	2.13835	1.237	-1009002,21	
9480	-1	1009113	1801.05	0.0	531.718	1.26882	-1.69401	1009002,21,21,21	
9481	-1	1000993	1801.1	0.0	275.563	1.1781	-1.67393	-1009002,21	
9481	-1	1009323	1801.22	-1.0	212.123	3.01404	1.41213	1009002,21,21	
9482	-1	1009213	1801.05	-1.0	1005.72	0.155242	-1.94392	-1009002,21	
9482	-1	1000993	1801.1	0.0	1014.41	0.292348	1.11019	1009002,-2	
9484	-1	1009213	1801.05	-1.0	903.469	0.770202	0.200426	-1009002,21,21	
9484	-1	1092214	1801.38	1.0	888.031	-0.19607	-2.95331	1009002,2101	
9485	-1	1009223	1801.05	0.0	383.347	0.232761	0.0703884	-1009002,21	
9485	-1	1009213	1801.05	1.0	439.318	1.99406	-2.72648	1009002,21,21	
9487	-1	1000993	1801.1	0.0	2058.22	-0.287257	-0.330555	-1009002,21,21,21	
9487	-1	1000993	1801.1	0.0	1993.41	1.44956	2.9939	-1009002,21	
9488	-1	1009113	1801.05	0.0	916.326	1.37695	2.57539	-1009002,21	
9488	-1	1009313	1801.22	0.0	834.131	1.36146	-0.530669	1009002,21,21	
9490	-1	1009323	1801.22	-1.0	1629.53	-0.344898	1.94574	1009002,21	
9490	-1	1009213	1801.05	1.0	1237.15	0.112896	-1.13915	-1009002,21	
9491	-1	1009223	1801.05	0.0	1902.43	0.57377	0.887364	-1009002,21	
9491	-1	1009323	1801.22	1.0	1397.68	-0.94585	-2.82854	-1009002,21,21,21	
9496	-1	1009113	1801.05	0.0	836.619	1.53686	1.65119	-1009002,21	
9496	-1	1000993	1801.1	0.0	690.863	1.24047	-1.51345	1009002,21	
9497	-1	1009223	1801.05	0.0	103.746	-1.82806	2.62427	-1009002,21	
9497	-1	1009213	1801.05	-1.0	95.318	-1.64628	-0.0163255	1009002,21,21	
9498	-1	1000993	1801.1	0.0	1320.24	1.59304	2.40955	-1009002,21,21	
9498	-1	1009213	1801.05	-1.0	1337.89	-0.270967	-0.705454	1009002,-2	
9499	-1	1000993	1801.1	0.0	381.619	-0.413423	-0.785138	-1009002,21,21	
9499	-1	1009213	1801.22	1.0	391.947	-1.38549	2.02132	1009002,-1	
9500	-1	1009113	1801.05	0.0	388.759	-1.639	2.55037	1009002,21	
9500	-1	1009113	1801.05	0.0	325.678	-0.904914	-0.482732	-1009002,21,1	
9502	-1	1009313	1801.22	0.0	446.27	1.47958	-2.46122	-1009002,21	
9502	-1	1009213	1801.05	-1.0	725.847	0.267003	0.365424	-1009002,21	
9503	-1	1009213	1801.05	-1.0	924.4	-0.0929101	3.07222	1009002,21,21,21	
9503	-1	1009213	1801.05	1.0	920.495	-1.66156	-0.0775495	-1009002,21,21,21	
9504	-1	1092224	1801.38	2.0	1057.61	-0.56721	-2.98346	-1009002,21,21	
9504	-1	1009113	1801.05	0.0	1329.67	-0.622983	0.362616	-1009002,21,21	
9505	-1	1092114	1801.38	0.0	1027.56	-1.57366	-3.03138	-1009002,2	
9505	-1	1009213	1801.05	1.0	1011.61	-1.46433	0.0954939	1009002,21	
9508	-1	1009223	1801.05	0.0	1323.14	1.57996	-0.173831	-1009002,21	
9508	-1	1009213	1801.05	1.0	1304.23	0.247319	2.97853	1009002,21	
9510	-1	1009313	1801.22	0.0	424.223	1.09977	-3.06414	-1009002,21	
9510	-1	1009213	1801.05	1.0	435.239	-1.6671	0.112305	1009002,21,21	
9513	-1	1009213	1801.05	1.0	954.876	-0.886572	-0.834986	-1009002,21,21	
9513	-1	1009213	1801.05	-1.0	517.235	1.19253	2.33983	1009002,21	
9515	-1	1000993	1801.1	0.0	506.108	-0.371825	0.834711	1009002,21	
9515	-1	1092114	1801.38	0.0	297.341	-2.29569	-2.02081	-1009002,21	
9517	-1	1093224	1801.55	1.0	940.063	-1.14668	-0.392745	1009002,21	
9517	-1	1009313	1801.22	0.0	939.726	-1.45088	2.72404	-1009002,21,1	
9519	-1	1000993	1801.1	0.0	693.204	-1.30555	2.79309	1009002,-4	
9519	-1	1009223	1801.05	0.0	630.453	1.0898	-0.280199	-1009002,21,21	
9522	-1	1092214	1801.38	-1.0	1081.74	-0.726347	2.98144	1009002,21	
9522	-1	1092214	1801.38	1.0	1228.58	-1.04839	-0.325207	-1009002,21,21	
9523	-1	1009223	1801.05	0.0	726.89	-1.69319	1.4337	-1009002,21,21	
9523	-1	1009223	1801.05	0.0	748.526	0.235105	-1.72161	1009002,21,21	
9525	-1	1009223	1801.05	0.0	4.27125	5.55408	-0.34201	-1009002,21,21,21	
9525	-1	1009213	1801.05	-1.0	132.299	-1.8299	1.31859	1009002,21	
9527	-1	1092114	1801.38	0.0	1106.62	-0.792111	-1.1417	-1009002,21,21,21,21	
9527	-1	1009213	1801.05	-1.0	1118.32	-1.36325	2.01661	1009002,21,21	
9530	-1	1009213	1801.05	-1.0	1001.28	1.22083	2.22509	-1009002,21,21	
9530	-1	1092214	1801.38	1.0	879.858	1.40174	-1.26601	1009002,21,21	
9531	-1	1000993	1801.1	0.0	1413.71	1.07519	1.64857	1009002,21	
9531	-1	1009213	1801.05	-1.0	1400.83	0.432468	-1.46759	-1009002,21,21	
9532	-1	1009113	1801.05	0.0	204.495	-3.44989	-2.61127	-1009002,21,21	
9532	-1	1009213	1801.05	-1.0	268.122	-1.85349	0.597488	1009002,-3	
9535	-1	1009213	1801.05	-1.0	895.889	0.520105	-0.841202	1009002,21	
9535	-1	1009323	1801.22	1.0	1002.72	0.0961774	2.2424	-1009002,21,21	
9537	-1	1009223	1801.05	0.0	585.189	-1.06892	-0.998721	-1009002,21,21	
9537	-1	1009323	1801.22	1.0	558.587	-1.55657	2.11839	1009002,21,21	
9538	-1	1009223	1801.05	0.0	1306.15	1.08395	-1.34045	1009002,21,21	
9538	-1	1009213	1801.05	1.0	1357.88	0.647324	1.75022	-1009002,21	
9543	-1	1009113	1801.05	0.0	456.65	-0.105226	2.10496	1009002,-1	
9543	-1	1009313	1801.22	0.0	450.114	-1.18607	-1.02561	-1009002,21,21	
9544	-1	1092114	1801.44	0.0	817.621	-1.01063	-1.8516	-1009002,2	
9544	-1	1009213	1801.05	-1.0	824.796	-0.170584	1.2942	-1009002,21	
9546	-1	1000993	1801.1	0.0	436.291	-0.414992	-0.821341	-1009002,21,21	
9546	-1	1009223	1801.05	0.0	466.047	-0.0703174	2.35873	1009002,21,21	
9547	-1	1009213	1801.05	1.0	434.575	1.16067	2.46853	-1009002,21	
9547	-1	1009213	1801.05	-1.0	496.791	1.46476	-0.225437	1009002,21	
9548	-1	1009223	1801.05	0.0	203.786	2.60022	0.713087	1009002,21,21	
9548	-1	1009213	1801.05	-1.0	196.085	-0.860772	-2.38766	-1009002,1	
9551	-1	1009213	1801.05	1.0	846.014	1.37229	2.63054	-1009002,21	
9551	-1	1009113	1801.05	0.0	1039.18	0.95787	-0.42618	1009002,21,21	
9552	-1	1092214	1801.38	1.0	2869.86	0.431174	1.56119	1009002,21,21	
9552	-1	1009213	1801.05	1.0	2899	0.540071	-1.5913	-1009002,21,21	
9553	-1	1009213	1801.05	-1.0	1020.45	0.586435	1.40941	1009002,21,21	
9553	-1	1009323	1801.22	-1.0	971.536	0.86316	-1.72815	1009002,21	
9554	-1	1009213	1801.05	1.0	947.804	-0.711375	3.09127	1009002,21	
9554	-1	1009213	1801.05	1.0	908.691	-0.678134	-0.0961073	-1009002,21	
9555	-1	1009223	1801.05	0.0	351.46	-1.26982	0.447633	1009002,21	
9555	-1	1000993	1801.1	0.0	279.674	-2.07556	2.98926	-1009002,4	
9556	-1	1092114	1801.38	0.0	1345.72	0.536208	-1.64568	-1009002,21,21	
9556	-1	1009113	1801.05	0.0	1310.88	0.56963	1.50559	1009002,21,21	
9558	-1	1009113	1801.05	0.0	245.942	-1.62564	2.07328	1009002,21	
9558	-1	1009113	1801.05	0.0	225.239	2.09404	-1.6778	-1009002,21	
9559	-1	1009223	1801.05	0.0	274.753	-2.12068	-0.819959	-1009002,21,21	
9559	-1	1009213	1801.05	1.0	307.597	-2.5259	2.35111	1009002,21	
9562	-1	1092114	1801.38	0.0	496.083	-0.951155	2.79253	1009002,21	
9562	-1	1009213	1801.05	-1.0	1625.95	-0.459165	-0.893948	-1009002,21	
9570	-1	1009213	1801.05	1.0	937.786	-0.0610525	0.410223	-1009002,21	
9570	-1	1091114	1801.38	1.0	1001.53	0.12019	-2.76263	1009002,21	
9572	-1	1009223	1801.05	0.0	934.557	-1.03898	2.85734	-1009002,21,21	
9572	-1	1009223	1801.05	0.0	898.306	-1.6099	-0.261027	1009002,21,21	
9573	-1	1009213	1801.05	1.0	797.11	1.40575	1.78624	-1009002,21,21	
9573	-1	1009213	1801.05	1.0	851.068	-1.09226	-1.15078	1009002,21	
9578	-1	1009223	1801.05	0.0	325.706	0.437406	-2.33828	1009002,21,21,21	
9578	-1	1009113	1801.05	0.0	435.455	-1.78729	0.519358	1009002,21,21	
9580	-1	1009213	1801.05	1.0	1572.91	-1.56428	-1.20207	-1009002,3	
9580	-1	1009113	1801.05	0.0	1492.49	0.818	1.96419	1009002,-1	
9583	-1	1009223	1801.05	0.0	794.919	-0.806568	1.69839	-1009002,21,21	
9583	-1	1009213	1801.05	-1.0	660.528	0.42066	-1.56623	1009002,21,21,21	
9586	-1	1009113	1801.05	0.0	319.329	1.65263	0.775813	1009002,21	
9586	-1	1009213	1801.05	-1.0	361.128	1.7629	-1.98047	1009002,21	
9588	-1	1009113	1801.05	0.0	1131.55	-1.73645	-1.92516	-1009002,21,21	
9588	-1	1009113	1801.05	0.0	1113.08	-0.295271	1.24651	1009002,21,21	
9589	-1	1009113	1801.05	0.0	413.545	-2.55208	-2.85996	-1009002,21	
9589	-1	1009113	1801.05	0.0	385.228	-1.28651	-0.0246781	1009002,21	
9590	-1	1009213	1801.05	-1.0	1186.2	-0.801588	-2.96168	-1009002,21,21	
9590	-1	1009323	1801.22	-1.0	1031.68	0.578581	0.158541	1009002,21,-3	
9592	-1	1000993	1801.1	0.0	743.768	1.08989	-2.70901	1009002,21	
9592	-1	1009213	1801.05	1.0	984.58	-1.78548	0.86074	1009002,21	
9595	-1	1009213	1801.05	1.0	305.651	-1.26139	-1.16665	-1009002,1	
9595	-1	1009213	1801.05	-1.0	277.857	0.0762967	1.87094	1009002,21,21,21	
9596	-1	1009113	1801.05	0.0	853.965	-1.853	0.440782	-1009002,21	
9596	-1	1009313	1801.22	0.0	849.391	-0.663633	-2.69913	1009002,21,21,21	
9606	-1	1009213	1801.05	-1.0	355.227	-0.376056	-0.934044	-1009002,21,21	
9606	-1	1009223	1801.05	0.0	443.204	-1.36649	1.65978	1009002,21,21	
9607	-1	1009323	1801.22	-1.0	1661.89	-0.660989	2.97916	1009002,21,21	
9607	-1	1009213	1801.05	1.0	1661.09	-0.0755112	-0.164153	-1009002,21	
9608	-1	1000993	1801.1	0.0	975.15	0.708415	2.26125	-1009002,21	
9608	-1	1009113	1801.05	0.0	985.171	0.340862	-0.85958	1009002,21	
9609	-1	1009213	1801.05	1.0	2007.52	0.608057	0.520451	-1009002,21,21	
9609	-1	1092114	1801.38	0.0	896.627	0.268155	-2.05277	1009002,21,21	
9610	-1	1093214	1801.55	0.0	944.926	0.504071	1.36008	-1009002,21,21	
9610	-1	1009223	1801.05	0.0	826.695	1.06456	-2.03652	-1009002,21	
9612	-1	1009213	1801.05	1.0	281.595	1.26379	0.377252	-1009002,21	
9612	-1	1009113	1801.05	0.0	293.671	-1.33212	-2.47892	1009002,21	
9613	-1	1009213	1801.05	1.0	920.183	-0.684266	-0.483078	-1009002,1	
9613	-1	1000993	1801.1	0.0	922.601	0.723448	2.66816	1009002,21	
9614	-1	1009113	1801.05	0.0	1050.5	0.664258	2.53558	-1009002,21,21	
9614	-1	1093214	1801.55	0.0	1037.11	1.30531	-0.63953	1009002,21,21	
9618	-1	1009113	1801.05	0.0	770.291	1.07335	-2.42078	1009002,21,21	
9618	-1	1009213	1801.05	-1.0	765.275	2.20419	0.731327	-1009002,21,21	
9619	-1	1093224	1801.55	1.0	791.747	1.3326	2.77078	1009002,21	
9619	-1	1009313	1801.22	0.0	1313.91	0.229418	-0.59278	-1009002,21,21	
9621	-1	1009313	1801.22	0.0	1373.45	0.856509	-1.13386	1009002,21	
9621	-1	1009113	1801.05	0.0	1206.27	0.961816	2.35491	-1009002,21	
9624	-1	1009223	1801.05	0.0	1046.19	-0.538936	1.5826	-1009002,3	
9624	-1	1009223	1801.05	0.0	821.182	1.25567	-1.60455	1009002,21,21	
9626	-1	1009113	1801.05	0.0	546.59	0.883243	0.394641	-1009002,1	
9626	-1	1009223	1801.05	0.0	559.156	-0.822458	-2.9252	-1009002,21,21	
9627	-1	1000993	1801.1	0.0	590.773	-0.602824	-1.56034	-1009002,21	
9627	-1	1009223	1801.05	0.0	500.182	-1.06601	1.69314	1009002,21,21	
9629	-1	1009313	1801.22	0.0	210.774	-1.9797	-2.67508	1009002,21	
9629	-1	1009113	1801.05	0.0	396.024	-0.740756	-0.149431	1009002,21,21	
9630	-1	1009113	1801.05	0.0	933.97	0.00132988	-0.984161	-1009002,21	
9630	-1	1009213	1801.05	-1.0	1172.3	-1.11214	2.20576	1009002,21,-4	
9631	-1	1000993	1801.1	0.0	1152.26	-1.58999	-2.5059	-1009002,21	
9631	-1	1009213	1801.05	1.0	1186.29	-0.546085	0.614109	1009002,21,21,21	
9634	-1	1009213	1801.05	-1.0	652.525	0.283024	-2.71765	1009002,21,21	
9634	-1	1000993	1801.1	0.0	621.368	-0.27081	0.323878	-1009002,21,21	
9636	-1	1009223	1801.05	0.0	1346.2	-0.353612	2.72332	-1009002,21,21	
9636	-1	1009113	1801.05	0.0	1349.12	1.31494	-0.418722	1009002,21	
9637	-1	1000993	1801.1	0.0	188.529	1.67516	-1.40932	1009002,21	
9637	-1	1009113	1801.05	0.0	119.637	-2.98378	-2.02687	1009002,2101	
9639	-1	1009113	1801.28	0.0	976.19	-1.20359	-0.0585913	-1009002,1	
9639	-1	1009113	1801.05	0.0	1008.62	1.74221	3.08401	-1009002,21,21	
9641	-1	1092114	1801.38	0.0	384.764	-0.78625	0.107071	-1009002,21,21	
9641	-1	1009213	1801.05	-1.0	405.822	1.74881	-3.00136	1009002,21	
9643	-1	1009113	1801.05	0.0	566.638	-1.13086	-2.37982	1009002,21	
9643	-1	1009213	1801.05	-1.0	539.778	-2.30387	0.687019	-1009002,21,21	
9646	-1	1009113	1801.05	0.0	1022.25	-0.0131237	-0.0582102	-1009002,21	
9646	-1	1009313	1801.22	0.0	1007.92	-0.515336	2.92569	-1009002,21,21	
9648	-1	1009213	1801.05	1.0	308.722	-2.08051	-1.2491	-1009002,21,21	
9648	-1	1009213	1801.05	-1.0	302.796	1.95765	1.71983	1009002,21	
9650	-1	1009313	1801.22	0.0	1184.96	-1.42563	-0.157281	1009002,21,21	
9650	-1	1000993	1801.1	0.0	1227.19	-1.04594	2.98846	1009002,21,21,21	
9654	-1	1092214	1801.38	-1.0	2579.97	0.114363	1.64427	-1009002,21	
9654	-1	1009223	1801.05	0.0	1566.93	-0.117326	-1.51039	-1009002,21	
9658	-1	1009223	1801.05	0.0	847.127	-0.648853	1.66259	-1009002,21	
9658	-1	1009213	1801.05	1.0	862.436	-0.226441	-1.48618	1009002,21,21	
9661	-1	1009313	1801.22	0.0	454.309	1.01347	-0.115856	-1009002,21	
9661	-1	1000993	1801.1	0.0	525.997	-0.121817	-2.65445	1009002,-3	
9662	-1	1009213	1801.05	1.0	840.685	0.607996	-2.39709	-1009002,21,21,21	
9662	-1	1000993	1801.1	0.0	913.493	0.652417	0.772883	1009002,21,-4	
9664	-1	1009223	1801.05	0.0	347.07	1.56186	-1.85215	-1009002,21,21	
9664	-1	1009323	1801.22	1.0	597.953	0.302717	1.09072	1009002,-3	
9666	-1	1009213	1801.05	1.0	366.964	0.142102	0.18846	-1009002,21	
9666	-1	1009213	1801.05	-1.0	392.852	1.03155	-2.97955	1009002,21	
9668	-1	1009223	1801.05	0.0	567.884	-1.09188	0.303298	-1009002,21	
9668	-1	1009323	1801.22	1.0	324.606	0.884717	-2.82203	1009002,-1	
9672	-1	1009213	1801.05	1.0	867.264	-1.46998	0.606406	-1009002,21,21	
9672	-1	1009113	1801.05	0.0	838.556	-1.16863	-2.46828	-1009002,21	
9674	-1	1009323	1801.22	1.0	440.747	1.39973	2.29217	1009002,21,21	
9674	-1	1009313	1801.22	0.0	397.888	1.10679	-1.00324	-1009002,21	
9676	-1	1009223	1801.05	0.0	794.061	-0.964322	0.191514	1009002,21	
9676	-1	1009113	1801.05	0.0	639.404	-0.00503065	-2.47189	-1009002,21,21,21	
9677	-1	1009213	1801.05	1.0	1126.57	0.537651	-1.47258	1009002,21	
9677	-1	1009213	1801.05	-1.0	1147.98	0.393394	1.6604	-1009002,21	
9678	-1	1009213	1801.05	-1.0	114.434	-1.08613	1.34071	-1009002,21	
