event	bunchCrossing	pdgid	mass	charge	pt	eta	phi	mothers	daughters
92	-1	1000993	1801.1	0.0	248.236	-3.02003	-3.07862	1009002,21,21	
96	-1	1009213	1801.05	1.0	616.905	1.66427	-1.98564	1009002,21,21	
96	-1	1009213	1801.05	-1.0	590.517	-1.20804	1.18205	-1009002,21,21	
100	-1	1009213	1801.11	1.0	535.882	-1.04624	-0.109217	-1009002,2	
100	-1	1009223	1801.05	0.0	1251.95	-0.525632	-3.12979	-1009002,21	
101	-1	1000993	1801.1	0.0	625.757	-0.668795	-0.433314	-1009002,21	
101	-1	1009213	1801.05	-1.0	698.582	-1.15881	2.72344	1009002,21	
107	-1	1009213	1801.05	-1.0	1069.56	0.342052	0.757842	1009002,21	
107	-1	1000993	1801.1	0.0	928.146	0.538292	-2.50541	-1009002,21,21,21	
109	-1	1000993	1801.1	0.0	1332.79	-0.473644	-1.02041	-1009002,4	
109	-1	1009223	1801.05	0.0	1305.79	-0.610017	2.12011	1009002,21,21	
110	-1	1009113	1801.05	0.0	76.475	-0.390186	-1.14209	-1009002,21,21	
110	-1	1009213	1801.05	-1.0	49.5898	-3.85043	1.95425	1009002,21	
112	-1	1092224	1801.38	-2.0	1954.98	0.529872	2.33493	-1009002,21	
112	-1	1009213	1801.05	1.0	1920.66	-0.00363804	-0.758817	1009002,21	
113	-1	1009113	1801.05	0.0	1224.5	-0.173687	-1.36732	-1009002,21,21	
113	-1	1009213	1801.58	-1.0	1217.11	-1.44724	1.7617	1009002,-2	
114	-1	1009223	1801.05	0.0	504.058	2.57145	0.458594	1009002,21,21	
114	-1	1009323	1801.22	-1.0	180.981	1.41472	-2.86208	-1009002,21	
116	-1	1000993	1801.1	0.0	667.613	-0.0261057	1.70892	-1009002,21	
116	-1	1009113	1801.05	0.0	497.107	-0.0964607	-1.43792	1009002,-3	
117	-1	1093324	1801.72	0.0	1049	1.27444	1.46864	1009002,21	
117	-1	1009313	1801.22	0.0	1064.09	1.43807	-1.66767	-1009002,1	
118	-1	1009213	1801.05	-1.0	882.117	1.18004	0.156633	1009002,21	
118	-1	1009213	1801.05	1.0	914.024	1.5976	-2.98203	-1009002,21,21	
119	-1	1009223	1801.05	0.0	861.429	-0.940455	-0.0460967	-1009002,21,21	
119	-1	1009213	1801.05	1.0	831.929	0.781532	3.06903	1009002,21	
121	-1	1092214	1801.38	1.0	643.813	-1.17759	0.351347	1009002,21,21	
121	-1	1009223	1801.05	0.0	643.672	1.47851	-2.81922	-1009002,2	
122	-1	1009213	1801.05	1.0	220.782	-1.12315	-2.31384	-1009002,21,21	
122	-1	1009113	1801.75	0.0	258.836	2.45033	0.621423	-1009002,1	
123	-1	1000993	1801.1	0.0	1516.36	-0.600092	-0.00189884	1009002,21	
123	-1	1009213	1801.05	1.0	1543.16	-1.49969	3.07644	-1009002,21,21	
125	-1	1009213	1801.05	-1.0	308.82	-1.39009	1.16737	-1009002,2	
125	-1	1000993	1801.1	0.0	233.658	2.95481	-1.55589	1009002,21	
126	-1	1093314	1801.72	1.0	678.412	1.07028	0.881853	-1009002,21	
126	-1	1009213	1801.05	1.0	684.103	-0.426865	-2.26686	-1009002,21,1	
127	-1	1009113	1801.05	0.0	884.966	-0.648255	-2.98823	-1009002,21	
127	-1	1093214	1801.55	0.0	900.133	-0.210117	0.175472	1009002,21,21	
128	-1	1009323	1801.22	1.0	1316.61	0.68231	-2.76475	1009002,21	
128	-1	1091114	1801.38	1.0	1295.73	-0.099127	0.411863	-1009002,21,21	
129	-1	1009213	1801.05	-1.0	381.939	1.04652	-1.75923	1009002,21	
129	-1	1009223	1801.05	0.0	165.945	-2.08533	2.64132	1009002,21	
131	-1	1000993	1801.1	0.0	900.914	-0.886204	0.0140075	-1009002,21,21	
131	-1	1000993	1801.1	0.0	655.705	2.24549	2.79844	1009002,21,21	
132	-1	1009113	1801.05	0.0	596.728	-0.62328	0.832305	1009002,21,21	
132	-1	1009213	1801.05	-1.0	251.497	-2.25523	-2.36682	-1009002,21,21	
133	-1	1009113	1801.05	0.0	1056.79	0.591314	1.90229	-1009002,21,21,21	
133	-1	1009213	1801.05	-1.0	1050.18	-0.961056	-1.23176	1009002,21	
134	-1	1000993	1801.1	0.0	1219.29	0.435432	0.846066	-1009002,21,21	
134	-1	1009213	1801.05	-1.0	1274.3	-0.581768	-2.28305	1009002,21	
135	-1	1093214	1801.55	0.0	960.449	-0.166525	-0.967882	-1009002,21,21,21	
135	-1	1000993	1801.1	0.0	911.869	1.30357	2.12367	1009002,21,21	
136	-1	1009313	1801.22	0.0	1154.31	0.419098	1.74072	-1009002,21,3	
136	-1	1009323	1801.22	1.0	1125.71	0.805279	-1.50386	1009002,21,21,21	
137	-1	1009213	1801.05	-1.0	396.609	-1.36418	-2.80938	-1009002,21	
137	-1	1009113	1801.05	0.0	433.693	0.603035	-0.138937	1009002,21	
141	-1	1009223	1801.05	0.0	1270.19	1.07968	2.03031	1009002,21,21	
141	-1	1009213	1801.05	1.0	1221.59	-0.406757	-1.10617	-1009002,21,21	
142	-1	1009213	1801.05	-1.0	333.032	0.254521	-1.51662	1009002,21	
142	-1	1092114	1801.38	0.0	326.605	-1.92159	1.5863	1009002,21,21	
145	-1	1092114	1801.38	0.0	109.332	-3.2297	2.81886	-1009002,21	
145	-1	1091114	1801.38	-1.0	97.8335	-3.89889	-0.305839	1009002,21	
149	-1	1009223	1801.05	0.0	831.048	-0.30094	0.813245	-1009002,21	
149	-1	1009223	1801.05	0.0	981.961	1.43155	-2.25703	1009002,21	
151	-1	1009313	1801.22	0.0	1104.85	-1.06065	-1.73487	-1009002,21	
151	-1	1000993	1801.1	0.0	1014.92	0.0542679	1.13601	1009002,21,21	
152	-1	1009113	1801.05	0.0	1042.34	0.171877	2.38674	-1009002,2	
152	-1	1009313	1801.22	0.0	1062.67	-1.54683	-0.73297	1009002,21,21	
154	-1	1009213	1801.05	-1.0	1116.26	-1.35957	2.41431	-1009002,21	
154	-1	1009213	1801.91	1.0	1077.65	-1.83193	-0.798854	1009002,-1	
156	-1	1009213	1801.05	-1.0	461.026	-1.61764	-1.60076	1009002,21,21	
156	-1	1009113	1801.05	0.0	461.989	0.1028	1.51079	-1009002,21,21,21	
157	-1	1009113	1801.05	0.0	904.17	-0.480633	-2.54942	1009002,21,21	
157	-1	1009113	1801.05	0.0	895.008	-0.121345	0.558098	-1009002,21	
160	-1	1009113	1801.05	0.0	247.549	2.39649	2.4871	-1009002,21,21	
160	-1	1009113	1801.05	0.0	298.735	2.49579	-0.73143	1009002,21,21	
161	-1	1009213	1801.05	-1.0	462.647	1.34355	2.06567	-1009002,21,21	
161	-1	1009213	1801.05	1.0	476.858	2.32854	-1.08763	1009002,21	
165	-1	1009113	1801.05	0.0	159.531	-2.36699	-1.27963	-1009002,21	
165	-1	1009213	1801.05	-1.0	78.0274	0.977097	0.641892	-1009002,21,21	
166	-1	1009113	1801.05	0.0	516.087	2.15273	-0.797729	-1009002,21,21	
166	-1	1009213	1801.05	-1.0	397.236	-1.22658	2.09378	1009002,21,21	
168	-1	1009333	1801.4	0.0	487.068	-0.0892775	0.153084	-1009002,21,21	
168	-1	1009213	1801.05	1.0	417.335	1.76481	-2.03778	1009002,21,21,21	
169	-1	1009213	1801.05	1.0	487.65	-2.37729	-1.15053	-1009002,21,21	
169	-1	1009213	1801.05	-1.0	475.218	-2.05506	1.96754	1009002,21	
173	-1	1009213	1801.05	-1.0	1172.53	1.72698	-1.51206	-1009002,21,21,3	
173	-1	1009213	1801.05	1.0	1570.87	0.220626	1.1718	1009002,21,21	
174	-1	1009213	1801.05	-1.0	421.266	-1.14895	0.599008	-1009002,5	
174	-1	1009213	1801.05	1.0	327.039	-1.22745	-1.86765	1009002,21,21	
176	-1	1000993	1801.1	0.0	1234.79	1.00309	-0.834419	-1009002,21	
176	-1	1000993	1801.1	0.0	326.512	0.607824	-2.87802	1009002,21	
177	-1	1093114	1801.55	1.0	1107.15	-0.870486	1.99155	1009002,21	
177	-1	1009223	1801.05	0.0	1158.58	0.0364135	-1.13961	1009002,21	
179	-1	1009223	1801.05	0.0	387.302	1.06548	-0.283822	1009002,-2	
179	-1	1000993	1801.1	0.0	366.943	2.63731	2.84085	1009002,21	
180	-1	1009113	1801.05	0.0	683.342	-2.09197	0.850637	-1009002,21	
180	-1	1000993	1801.1	0.0	680.085	-1.85341	-2.27281	1009002,-1	
181	-1	1009213	1801.05	1.0	724.235	-0.286368	0.439389	-1009002,21	
181	-1	1009213	1801.05	-1.0	749.599	0.108635	-2.7283	1009002,21,21	
184	-1	1092114	1801.38	0.0	428.153	-1.8038	1.04809	1009002,21	
184	-1	1009213	1801.05	-1.0	423.849	0.199323	-2.13999	1009002,21,21	
185	-1	1009213	1801.05	-1.0	2433.19	0.195526	-1.23708	1009002,21	
185	-1	1000993	1801.1	0.0	2054.42	-1.28199	1.94895	-1009002,2	
186	-1	1009313	1801.22	0.0	1526.64	0.661328	-2.1478	-1009002,21,21	
186	-1	1009313	1801.22	0.0	1459.95	1.01987	0.975267	1009002,21,21	
187	-1	1009213	1801.05	-1.0	1205.86	0.334617	2.6449	1009002,21	
187	-1	1009213	1801.05	1.0	1234.03	1.23315	-0.467375	1009002,-3	
188	-1	1009223	1801.05	0.0	510.665	1.60155	0.850033	-1009002,21	
188	-1	1009213	1801.05	1.0	524.276	1.59182	-2.27227	1009002,21	
191	-1	1009213	1801.05	1.0	600.828	-1.7908	-0.715254	1009002,21,21	
191	-1	1000993	1801.1	0.0	631.146	-1.37397	2.39108	-1009002,21	
192	-1	1009223	1801.05	0.0	1267.37	1.32487	-0.549288	1009002,21,21	
192	-1	1009223	1801.05	0.0	1272.59	0.418568	2.57507	-1009002,21	
193	-1	1009213	1801.05	-1.0	1418.29	0.506827	2.51121	1009002,21	
193	-1	1009213	1801.05	1.0	1435.33	-0.142471	-0.63682	-1009002,21,21	
194	-1	1009223	1801.05	0.0	602.553	1.42468	2.4682	-1009002,21,21	
194	-1	1009213	1801.05	1.0	571.614	1.75244	-0.641849	1009002,21,21,21	
195	-1	1009113	1801.05	0.0	527.287	1.17803	2.0747	-1009002,21,21	
195	-1	1009223	1801.05	0.0	601.856	1.37875	-0.985346	-1009002,21	
198	-1	1009213	1801.05	-1.0	761.912	1.0439	-2.30605	-1009002,2	
198	-1	1092214	1801.38	1.0	763.031	1.65363	0.821559	1009002,21,21	
199	-1	1009113	1801.05	0.0	1059.48	0.174898	-2.67435	-1009002,21,21	
199	-1	1093224	1801.55	1.0	1059.73	-1.6018	0.46334	1009002,21	
201	-1	1092214	1801.38	1.0	810.033	-0.602248	3.00998	1009002,21,21	
201	-1	1000993	1801.1	0.0	801.858	1.20945	0.0405388	1009002,21	
205	-1	1000993	1801.1	0.0	534.763	1.01142	-0.291415	1009002,21,21	
205	-1	1092214	1801.38	1.0	536.036	2.16872	2.83526	-1009002,21,21	
206	-1	1092214	1801.38	1.0	602.791	0.0749363	-1.92225	1009002,21,21	
206	-1	1092214	1801.38	-1.0	823.118	-0.630062	1.37278	1009002,21	
210	-1	1009213	1801.05	-1.0	1371.12	0.326703	-0.157306	-1009002,1	
210	-1	1009213	1801.05	1.0	1357.42	-0.763746	2.99646	1009002,21	
211	-1	1000993	1801.1	0.0	725.57	-0.805144	-0.01664	-1009002,21	
211	-1	1009213	1801.05	-1.0	674.437	1.10798	-3.1056	1009002,21,21	
212	-1	1009213	1801.05	-1.0	171.557	-0.718025	-0.174872	-1009002,21,21	
212	-1	1009323	1801.22	1.0	136.059	2.27961	-2.8227	1009002,21,21	
214	-1	1009213	1801.05	1.0	1127.87	-0.559148	0.149856	-1009002,21,21	
214	-1	1009213	1801.05	-1.0	1094.01	-0.079816	-3.0558	1009002,-2	
215	-1	1009113	1801.05	0.0	353.793	0.648891	-1.03008	-1009002,21,21,21	
215	-1	1000993	1801.1	0.0	466.85	1.34665	2.57153	1009002,21,21	
217	-1	1009213	1801.05	1.0	782.912	-0.371622	0.595593	1009002,21,21,21	
217	-1	1009223	1801.05	0.0	735.798	1.48973	-2.65088	-1009002,21,21	
219	-1	1009213	1801.05	1.0	1424.22	-0.0410733	-1.13409	-1009002,21,21	
219	-1	1009113	1801.05	0.0	1275.94	-0.388583	1.65952	1009002,21	
220	-1	1009213	1801.05	1.0	559.712	2.33794	1.72956	-1009002,21,21,21	
220	-1	1009213	1801.05	-1.0	461.922	0.639758	-1.48536	1009002,21	
221	-1	1009213	1801.05	1.0	505.819	0.279953	-1.71461	1009002,21	
221	-1	1009213	1801.05	-1.0	477.992	1.49701	1.34127	-1009002,21	
222	-1	1009223	1801.05	0.0	1060.33	-0.843948	0.443072	-1009002,2	
222	-1	1009223	1801.05	0.0	1012.73	-0.0209267	-2.6888	1009002,-2	
223	-1	1009213	1801.05	-1.0	502.891	2.02653	1.62681	1009002,-1	
223	-1	1009223	1801.05	0.0	524.741	1.57728	-1.45202	-1009002,21	
225	-1	1009313	1801.22	0.0	471.329	-1.23299	1.12987	1009002,21	
225	-1	1009213	1801.05	-1.0	486.749	-0.374177	-1.9691	1009002,21,21	
226	-1	1009213	1801.05	-1.0	565.592	1.0847	-0.177131	-1009002,2	
226	-1	1009223	1801.05	0.0	558.59	1.50463	2.90632	1009002,-3	
227	-1	1009213	1801.05	-1.0	1914.59	-0.254443	1.08189	-1009002,21,21	
227	-1	1009223	1801.05	0.0	1967.15	-1.05386	-2.07897	1009002,21,21,21,21	
228	-1	1009313	1801.22	0.0	1116.06	-1.54217	2.15288	-1009002,21	
228	-1	1009223	1801.05	0.0	880.864	0.822388	-0.968697	1009002,21	
231	-1	1009223	1801.05	0.0	401.325	0.826214	-0.734234	-1009002,21	
231	-1	1009223	1801.05	0.0	393.474	-0.525872	2.4052	1009002,-2	
232	-1	1009213	1801.05	-1.0	1067.21	0.741615	1.42911	-1009002,21	
232	-1	1009113	1801.05	0.0	1080.33	0.922544	-1.68083	-1009002,21,21	
235	-1	1009213	1801.05	-1.0	54.0259	3.61711	1.61693	-1009002,21	
235	-1	1092214	1801.38	1.0	136.997	-2.44303	-1.46423	1009002,21	
236	-1	1009213	1801.05	1.0	873.519	-0.0229362	-1.46867	-1009002,21	
236	-1	1092114	1801.38	0.0	948.378	1.17313	1.77956	1009002,21	
239	-1	1000993	1801.1	0.0	465.193	-1.9482	-0.712382	-1009002,1	
239	-1	1009213	1801.05	1.0	847.404	0.855388	1.60434	1009002,-2	
241	-1	1009113	1801.05	0.0	212.553	-2.21913	1.97913	-1009002,21	
241	-1	1009113	1801.05	0.0	376.512	-2.22357	-2.18363	1009002,21,21	
243	-1	1000993	1801.1	0.0	805.562	0.687296	1.19034	1009002,21	
243	-1	1092214	1801.38	1.0	948.787	0.176502	-1.85551	1009002,21,21,21,21	
245	-1	1009213	1801.05	1.0	1082.75	0.870536	-1.02306	-1009002,21	
245	-1	1000993	1801.1	0.0	1030.74	0.768876	2.04276	1009002,21	
248	-1	1000993	1801.1	0.0	281.856	2.57986	-0.946786	1009002,21,21	
248	-1	1009213	1801.05	-1.0	283.145	0.741838	2.62005	-1009002,21,21	
249	-1	1009113	1801.05	0.0	506.469	-0.215016	-2.69822	1009002,-3	
249	-1	1009213	1801.05	1.0	487.124	0.706596	0.438613	-1009002,21	
252	-1	1000993	1801.1	0.0	1321.88	1.08382	-3.11207	1009002,21,-4	
252	-1	1009113	1801.05	0.0	1339.84	-0.362793	-0.289451	-1009002,2	
254	-1	1009223	1801.05	0.0	1393.81	-0.463686	-0.427644	-1009002,21,21	
254	-1	1009113	1801.05	0.0	1359.47	-0.505463	2.72152	-1009002,21,21	
255	-1	1009223	1801.05	0.0	647.992	-0.891855	1.66337	-1009002,21,21	
255	-1	1009223	1801.52	0.0	658.333	-0.341044	-1.44318	1009002,-2	
258	-1	1009313	1801.22	0.0	1182.98	1.43007	0.905345	-1009002,21,21	
258	-1	1092114	1801.38	0.0	1162.13	1.35587	-2.21804	1009002,-1	
259	-1	1092214	1801.38	1.0	1432.97	0.453599	-2.76094	1009002,21,21	
259	-1	1092114	1801.38	0.0	1374.09	0.247307	0.395174	-1009002,21	
260	-1	1009223	1801.05	0.0	901.863	-0.919099	-1.66306	-1009002,21,21	
260	-1	1009223	1801.05	0.0	909.291	-1.23329	1.4701	1009002,21	
261	-1	1009213	1801.05	1.0	687.509	1.49138	-1.99086	-1009002,21	
261	-1	1009313	1801.22	0.0	531.574	1.08772	0.707446	1009002,21,21	
263	-1	1009313	1801.22	0.0	1055.64	-0.553329	0.0290027	-1009002,21,21	
263	-1	1000993	1801.1	0.0	1032.12	0.246232	-3.07901	-1009002,4	
264	-1	1009313	1801.22	0.0	960.117	-1.71813	1.69624	-1009002,21	
264	-1	1009323	1801.22	-1.0	1004.54	0.148444	-1.41273	1009002,21,-2	
266	-1	1009323	1801.22	-1.0	963.278	1.32199	-2.3853	-1009002,21	
266	-1	1009323	1801.22	1.0	1179.79	0.692167	0.548594	-1009002,21,21	
267	-1	1009323	1801.22	1.0	665.453	0.458557	-1.30907	-1009002,21	
267	-1	1009313	1801.22	0.0	719.29	1.91181	1.87971	1009002,21	
269	-1	1009223	1801.05	0.0	487.69	0.398789	0.88208	-1009002,2	
269	-1	1000993	1801.1	0.0	473.924	-0.716743	-2.26266	1009002,21	
270	-1	1009113	1801.05	0.0	1620.04	1.13072	-1.2933	-1009002,21,21	
270	-1	1000993	1801.1	0.0	1582.75	-0.30629	1.94884	1009002,21	
271	-1	1009223	1801.05	0.0	1094.9	-1.65757	-1.19871	-1009002,21,21,21	
271	-1	1092214	1801.38	1.0	1088.67	-1.09538	1.95744	1009002,21	
272	-1	1009213	1801.05	-1.0	1411.87	-0.22479	1.3917	-1009002,21,21	
272	-1	1009223	1801.05	0.0	365.741	-1.99679	-2.08217	1009002,21	
274	-1	1009113	1801.05	0.0	631.992	-1.07344	-1.36944	-1009002,21,21	
274	-1	1009213	1801.05	-1.0	616.333	-1.7218	1.76384	1009002,21	
275	-1	1009223	1801.05	0.0	386.42	-0.380121	0.279671	1009002,21	
275	-1	1009223	1801.05	0.0	101.402	2.69277	-1.65066	-1009002,21,21	
276	-1	1000993	1801.1	0.0	602.658	0.16892	1.86375	-1009002,21	
276	-1	1009223	1801.05	0.0	507.162	-1.06817	-1.68262	1009002,21	
279	-1	1009113	1801.05	0.0	891.348	0.435552	-1.14361	-1009002,21,21	
279	-1	1009213	1801.05	-1.0	855.228	0.881046	1.94854	1009002,21	
283	-1	1009213	1801.05	-1.0	521.376	-1.18322	1.64247	-1009002,21,21	
283	-1	1009223	1801.05	0.0	421.531	-0.760347	-1.19298	1009002,21,21,21	
284	-1	1009213	1801.05	-1.0	2461.9	-0.118338	2.05967	1009002,21	
284	-1	1009223	1801.05	0.0	2869.78	-0.392461	-1.23169	-1009002,21	
285	-1	1009223	1801.05	0.0	1143.07	-1.00734	-0.626426	-1009002,21	
285	-1	1009323	1801.22	1.0	1127.44	0.845703	2.53002	1009002,21,21	
288	-1	1009213	1801.05	1.0	889.324	0.397055	-2.37134	1009002,21	
288	-1	1092214	1801.38	1.0	781.59	0.175156	0.780368	-1009002,21,21	
289	-1	1000993	1801.1	0.0	410.504	-1.41562	3.11772	-1009002,21,21	
289	-1	1009213	1801.05	-1.0	483.765	-1.67599	0.16177	1009002,-1	
293	-1	1009223	1801.05	0.0	799.611	0.874108	1.97182	1009002,21,-2	
293	-1	1009213	1801.05	1.0	691.693	-2.45865	-0.956625	-1009002,21	
294	-1	1009323	1801.22	1.0	635.762	0.944644	1.25071	-1009002,21	
294	-1	1009323	1801.22	-1.0	670.277	-0.128447	-1.71005	1009002,21,21	
295	-1	1009113	1801.05	0.0	867.141	0.688404	-2.08237	-1009002,21,2	
295	-1	1009213	1801.05	-1.0	863.938	1.01853	1.09199	1009002,21,21,-1	
296	-1	1009213	1801.05	1.0	1279.71	0.912297	-0.0585777	-1009002,21	
296	-1	1092214	1801.38	1.0	1382.05	0.441355	2.97389	1009002,21,21	
