event	pdg_id	mass	charge	pt	eta	phi	energy	long_lived	mothers	daughters
78	1009213	1001.0499877929688	-1	804.328369140625	-0.5037335753440857	2.004369020462036	1351.8761618338426	0	-1009002,21,21	
78	1009213	1001.0499877929688	-1	654.5487670898438	-1.024094581604004	-0.7735889554023743	1435.4911558397719	0	1009002,21,21	
81	1009213	1001.0499877929688	1	797.3978881835938	0.7388368248939514	-0.8793302774429321	1432.8210934615145	0	1009002,21,21	
81	1092214	1001.375	-1	748.4132080078125	0.14590385556221008	2.335527181625366	1254.943393235931	0	1009002,21	
83	1009213	1001.0499877929688	1	921.353271484375	-0.5030539631843567	1.3670670986175537	1443.800615906846	0	1009002,21	
83	1009323	1001.2249755859375	1	833.9966430664062	0.5736808776855469	-2.316000461578369	1397.5532049063972	0	-1009002,21	
85	1009323	1001.2249755859375	-1	244.62095642089844	-1.1686196327209473	1.1025866270065308	1090.2705201630527	0	-1009002,21,21	
85	1009323	1001.2249755859375	1	238.97283935546875	-1.2267874479293823	-2.0747106075286865	1094.6563251099096	0	1009002,21	
87	1092214	1001.375	-1	429.6184997558594	-1.363955020904541	2.81449031829834	1343.161246386401	0	1009002,21	
87	1009323	1001.2249755859375	1	459.6360778808594	-0.7039593458175659	-0.5472525954246521	1156.2392833987317	0	-1009002,21,21	
88	1009223	1001.0499877929688	0	348.07696533203125	-1.4066418409347534	-3.0916197299957275	1252.699707632626	0	1009002,21,21	
88	1009213	1001.0499877929688	1	343.6319885253906	0.2797427475452423	-0.0677315816283226	1062.8585498341513	0	1009002,21,21	
90	1009213	1001.0499877929688	-1	260.0398864746094	-1.6937310695648193	-1.047942876815796	1239.645124290268	0	-1009002,3	
90	1009213	1001.0499877929688	-1	469.32977294921875	-0.5748515725135803	-0.20501144230365753	1141.7269441987728	0	-1009002,21,21	
92	1009223	1001.0499877929688	0	661.62890625	1.2106482982635498	-1.575846552848816	1569.4010685412707	0	-1009002,21,21	
92	1092214	1001.375	1	673.5354614257812	-0.4002256691455841	1.5011547803878784	1238.1565101819674	0	1009002,21,21	
95	1009313	1001.2249755859375	0	595.7449951171875	1.7486177682876587	0.8047763109207153	2027.9919616294465	0	1009002,21	
95	1009313	1001.2249755859375	0	589.09619140625	1.5085632801055908	-2.365790367126465	1718.4030517145782	0	-1009002,21,21	
97	1009223	1001.0499877929688	0	307.4994201660156	1.232342004776001	-1.0160084962844849	1152.9865424327668	0	-1009002,21,21	
97	1000993	1001.0999755859375	0	303.7984924316406	1.3878799676895142	2.156589984893799	1191.6929669812603	0	1009002,21,21	
98	1009113	1001.0499877929688	0	931.8350219726562	-0.8561980128288269	2.1292812824249268	1636.6211846109063	0	-1009002,21	
98	1009313	1001.2249755859375	0	877.3161010742188	-0.673460841178894	-0.990646243095398	1475.567052260314	0	-1009002,1	
102	1009113	1001.0499877929688	0	331.0547790527344	-0.960557222366333	0.7890548706054688	1117.1437522868143	0	-1009002,3	
102	1093214	1001.5499877929688	0	333.34222412109375	-2.1219851970672607	-2.330629587173462	1730.5573689073074	0	1009002,21,21	
103	1009213	1001.0499877929688	-1	1306.9776611328125	0.6661497950553894	1.131769061088562	1894.012786326428	0	1009002,21,21	
103	1009213	1001.0499877929688	1	1291.9696044921875	-0.14218279719352722	-2.0186171531677246	1644.7670677136161	0	1009002,-3	
106	1009213	1001.0499877929688	-1	249.19566345214844	-1.1471529006958008	2.054626703262329	1090.2668757402018	0	-1009002,1	
106	1093214	1001.5499877929688	0	274.6106262207031	-1.6287320852279663	-1.133872389793396	1237.495472369636	0	1009002,21	
107	1009223	1001.0499877929688	0	730.860595703125	-0.3014453649520874	2.1592748165130615	1259.4780400996058	0	1009002,21	
107	1009113	1001.0499877929688	0	824.6613159179688	1.435278058052063	-1.5535894632339478	2086.1500449121763	0	1009002,21,21	
110	1009113	1001.0499877929688	0	388.7017517089844	-0.1957090198993683	3.1330575942993164	1076.5924990247079	0	-1009002,21	
110	1009323	1001.2249755859375	1	256.85333251953125	-0.6207343935966492	-0.11566253006458282	1047.512680349466	0	1009002,21	
115	1009113	1001.0499877929688	0	386.0801696777344	0.674903392791748	-0.8687083721160889	1109.057937794793	0	-1009002,21	
115	1009113	1001.0499877929688	0	438.058349609375	-0.048187799751758575	1.9076941013336182	1092.9053634606319	0	1009002,21	
116	1009213	1001.0499877929688	-1	237.8965301513672	-3.2218177318573	2.888953685760498	3150.4818037382342	0	1009002,21,21	
116	1009213	1001.0499877929688	1	240.0779266357422	-1.8423908948898315	-0.25296273827552795	1267.0038080865497	0	-1009002,21	
120	1009213	1001.0499877929688	1	824.490234375	0.4867059588432312	-2.113849639892578	1362.3647772935794	0	-1009002,21,21	
120	1009113	1001.0499877929688	0	648.5410766601562	-1.1044461727142334	1.3541513681411743	1476.9633866005688	0	1009002,21,21	
121	1009113	1001.0499877929688	0	462.0489196777344	-1.5300798416137695	2.9315123558044434	1499.9434549999378	0	-1009002,21,21	
121	1009213	1001.0499877929688	1	635.3904418945312	-0.4330468475818634	-0.18052059412002563	1219.1735933720117	0	-1009002,21,21	
122	1092214	1001.375	1	179.16009521484375	2.905776023864746	-0.6920794248580933	1923.5743767266795	0	-1009002,21,21	
122	1092114	1001.375	0	215.1483917236328	2.479964017868042	2.4299566745758057	1635.8434313130333	0	1009002,21	
123	1000993	1001.0999755859375	0	251.20484924316406	-1.655272364616394	2.2885303497314453	1211.0289665398918	0	-1009002,21	
123	1009223	1001.0499877929688	0	242.72239685058594	-2.0432541370391846	-0.8803650736808777	1381.5281510524771	0	1009002,21,21	
124	1009213	1001.0499877929688	1	699.82861328125	1.8598250150680542	-0.32415834069252014	2510.0985652597874	0	-1009002,21	
124	1009213	1001.0499877929688	-1	661.8496704101562	0.30789124965667725	2.9403810501098633	1217.7849902260737	0	1009002,21	
125	1009223	1001.0499877929688	0	627.830078125	0.7594563961029053	1.969586968421936	1292.6066244019744	0	1009002,21	
125	1009213	1001.0499877929688	-1	677.9529418945312	1.1358006000518799	-1.1019601821899414	1535.499132615891	0	-1009002,21	
126	1009213	1001.0499877929688	1	38.858970642089844	3.642422676086426	1.6856309175491333	1246.3033108020034	0	-1009002,21,21	
126	1009213	1001.0499877929688	-1	67.39527130126953	4.07586669921875	-0.9292665123939514	2223.5036580019446	0	1009002,21,-3	
128	1009223	1001.0499877929688	0	361.88775634765625	0.8158724904060364	-0.07355105876922607	1114.1733932971774	0	-1009002,21,21,21	
128	1092214	1001.375	1	355.7639465332031	-2.14927077293396	3.0397353172302246	1842.573147982891	0	1009002,21,21	
129	1000993	1001.0999755859375	0	137.5553741455078	-2.0918161869049072	-2.0820651054382324	1149.8103682043013	0	-1009002,21	
129	1009323	1001.2249755859375	-1	117.83611297607422	-2.9044485092163086	0.9341567158699036	1471.8126310957937	0	1009002,21	
130	1009113	1001.0499877929688	0	376.12994384765625	1.0425995588302612	1.6996654272079468	1166.9682420159363	0	-1009002,21	
130	1009223	1001.0499877929688	0	488.4978942871094	2.297032594680786	-1.5782831907272339	2649.8850986644115	0	-1009002,21	
131	1009213	1001.0499877929688	1	307.4383850097656	1.2679877281188965	1.5291800498962402	1161.7415333053953	0	-1009002,21	
131	1009113	1001.0499877929688	0	294.3349914550781	0.7009068727493286	-1.671575665473938	1067.11614828931	0	1009002,-3	
132	1009213	1001.0499877929688	1	529.90576171875	-0.8104267120361328	-2.7981436252593994	1229.3948627298096	0	-1009002,21	
132	1009213	1001.0499877929688	1	394.9729309082031	-1.2381558418273926	0.8491885662078857	1243.939936080307	0	1009002,21	
133	1009223	1001.0499877929688	0	776.0043334960938	0.40017983317375183	-1.14798104763031	1306.1312157316675	0	1009002,21,21	
133	1009313	1001.2249755859375	0	390.1661376953125	1.62846040725708	2.372504711151123	1438.1799397431514	0	1009002,21	
134	1009213	1001.0499877929688	-1	235.14791870117188	1.2910176515579224	-1.7457174062728882	1101.6341538228446	0	-1009002,21,21	
134	1009323	1001.2249755859375	1	466.7640075683594	0.18649163842201233	1.3705602884292603	1108.1451279484552	0	1009002,21,21	
137	1009313	1001.2249755859375	0	725.9818725585938	-0.3804281949996948	2.8956284523010254	1268.672628421104	0	-1009002,21	
137	1093114	1001.5499877929688	-1	373.2674255371094	0.2435445338487625	0.9505909085273743	1072.7813224639326	0	1009002,21	
138	1009113	1001.0499877929688	0	873.7881469726562	0.22432491183280945	-1.8436734676361084	1343.3824813732974	0	-1009002,4	
138	1009113	1001.0499877929688	0	867.0634155273438	-0.2696193754673004	1.2706239223480225	1345.3211414460918	0	1009002,21	
139	1009213	1001.0499877929688	1	590.9140625	0.9302583932876587	3.036700487136841	1323.3753225500102	0	-1009002,21,21	
139	1009113	1001.0499877929688	0	397.0382995605469	0.25212228298187256	-0.043331172317266464	1081.6538572124462	0	-1009002,21	
141	1092214	1001.375	-1	357.27301025390625	-1.9506863355636597	-0.15065929293632507	1626.611823350435	0	1009002,21,21	
141	1000993	1001.0999755859375	0	302.7744140625	-1.3548556566238403	2.8935863971710205	1180.6377448675712	0	-1009002,21,21	
144	1009313	1001.2249755859375	0	224.893310546875	0.37350019812583923	-2.246692180633545	1029.7661488152044	0	1009002,21,21	
144	1009323	1001.2249755859375	1	216.14340209960938	-1.503329873085022	0.9037814736366272	1123.630037118429	0	1009002,21	
146	1009223	1001.0499877929688	0	377.9927062988281	-1.4310095310211182	-2.9279096126556396	1304.0558064401885	0	-1009002,21,21	
146	1009223	1001.0499877929688	0	342.06689453125	-2.033271074295044	0.012549703940749168	1663.7693472825852	0	1009002,21,21	
150	1009113	1001.0499877929688	0	532.9393310546875	0.03976713493466377	-0.5901338458061218	1134.272810504959	0	-1009002,21	
150	1009113	1001.0499877929688	0	485.72772216796875	-1.1417970657348633	2.528052568435669	1305.6841079191383	0	1009002,21,21	
151	1009213	1001.0499877929688	-1	1196.7340087890625	-0.005795652512460947	-1.1730685234069824	1560.2312240397007	0	1009002,21,21	
151	1009323	1001.2249755859375	-1	1161.76904296875	0.34137341380119324	1.7101722955703735	1586.081229367093	0	-1009002,21,21	
152	1009213	1001.0499877929688	-1	756.3305053710938	-0.2709724009037018	-2.092864751815796	1271.6828918989477	0	1009002,21	
152	1009113	1001.0499877929688	0	1004.0308837890625	-0.6613184809684753	1.1477805376052856	1587.196373577323	0	-1009002,21	
155	1009213	1001.0499877929688	1	105.23377227783203	2.2747411727905273	0.8259949088096619	1126.7320584381778	0	1009002,21	
155	1009213	1001.0499877929688	-1	37.988773345947266	3.066680908203125	-2.342611312866211	1081.2678156798036	0	1009002,21,21	
156	1009213	1001.0499877929688	-1	384.74542236328125	1.9029541015625	2.2633399963378906	1655.5994812885062	0	1009002,21,21	
156	1009213	1001.0499877929688	1	386.8716125488281	-1.3064470291137695	-0.8770726919174194	1260.9502160775426	0	-1009002,21,21	
157	1009223	1001.0499877929688	0	519.376953125	1.0461697578430176	2.6914889812469482	1300.6949870802962	0	-1009002,21,21	
157	1009313	1001.2249755859375	0	496.6098327636719	-1.5210480690002441	-0.08989483118057251	1555.7408216008382	0	-1009002,21	
159	1009223	1001.0499877929688	0	79.57039642333984	-0.5252878665924072	-1.4379122257232666	1005.1598174962447	0	1009002,21	
159	1092224	1001.375	-2	1118.934814453125	0.7600423693656921	-2.9646108150482178	1768.7442837616177	0	-1009002,21	
163	1009213	1001.0499877929688	-1	492.5273742675781	0.130010187625885	2.925490379333496	1117.5006691096037	0	-1009002,21,21	
163	1009223	1001.0499877929688	0	438.147216796875	0.4651871621608734	0.2443741261959076	1112.9695681002877	0	1009002,21,21,21	
165	1009213	1001.0499877929688	1	702.725830078125	-1.0661424398422241	-1.5615272521972656	1518.187040518399	0	1009002,21	
165	1009213	1001.0499877929688	1	729.0155029296875	-0.4814315140247345	1.5439667701721191	1290.953585097583	0	-1009002,21,21	
166	1009323	1001.2249755859375	1	257.3570556640625	-0.4815579354763031	-2.4580814838409424	1041.7619261932532	0	-1009002,21,21	
166	1000993	1001.0999755859375	0	259.531005859375	-1.6347676515579224	0.6392187476158142	1216.2946529236247	0	1009002,21	
167	1009213	1001.0499877929688	-1	293.9977111816406	-1.469725489616394	-0.0008080640691332519	1206.2268444777305	0	-1009002,21,21	
167	1009223	1001.0499877929688	0	392.69537353515625	-1.8911348581314087	-2.721766471862793	1665.2736585245914	0	1009002,21	
169	1009213	1001.0499877929688	1	1157.0672607421875	-0.2672975957393646	0.3603207767009735	1561.6851717508769	0	-1009002,21	
169	1009323	1001.2249755859375	-1	278.99957275390625	1.3678348064422607	-2.6562893390655518	1158.7541786930874	0	1009002,21	
170	1009213	1001.0499877929688	-1	274.5242919921875	0.015705162659287453	-1.792712926864624	1038.0189088219997	0	1009002,21,21	
170	1009213	1001.0499877929688	1	173.50987243652344	1.77773118019104	0.7401567697525024	1131.7348215669995	0	1009002,21	
171	1092114	1001.375	0	610.4627685546875	-0.7999048829078674	2.897775411605835	1292.0004718275854	0	1009002,21	
171	1009213	1001.0499877929688	-1	503.5424499511719	-1.838028907775879	-0.09557997435331345	1906.2348639431166	0	1009002,21	
174	1009313	1001.2249755859375	0	658.027099609375	0.8318489193916321	2.2938344478607178	1345.6919965192221	0	1009002,-2	
174	1009223	1001.0499877929688	0	556.7733764648438	0.9037143588066101	-0.26348698139190674	1281.465363237837	0	1009002,21	
175	1009213	1001.0499877929688	-1	468.6279296875	-0.5361941456794739	2.1916770935058594	1136.2835676160212	0	1009002,21	
175	1091114	1001.375	1	553.1115112304688	-1.0529289245605469	-0.7683855891227722	1339.1312394939662	0	-1009002,21,21	
176	1009223	1001.0499877929688	0	147.86572265625	-2.8605587482452393	-0.5557870268821716	1637.542565579297	0	-1009002,21,21	
176	1009323	1001.2249755859375	1	139.6477813720703	-2.0960848331451416	2.755932331085205	1155.361822774823	0	-1009002,21	
178	1009213	1001.0499877929688	1	187.86013793945312	1.6929371356964111	-2.15386700630188	1131.6829383137558	0	1009002,21	
178	1009213	1001.0499877929688	1	265.2329406738281	0.6845219135284424	0.8632731437683105	1053.989559718979	0	-1009002,3	
179	1009113	1001.0499877929688	0	270.0423278808594	1.5249799489974976	-0.12238790094852448	1193.4648350442874	0	-1009002,4	
179	1009213	1001.0499877929688	-1	335.4644470214844	2.566977024078369	2.778032064437866	2415.0607994910547	0	1009002,21,21	
181	1009213	1001.0499877929688	-1	265.6886901855469	2.124553680419922	-0.7732115387916565	1507.8919313325086	0	-1009002,21,21	
181	1009213	1001.0499877929688	1	310.880126953125	2.1550590991973877	2.245635986328125	1688.0650927044733	0	1009002,21,21	
189	1092114	1001.375	0	78.49136352539062	-2.8529727458953857	2.777719259262085	1211.983936553504	0	-1009002,21,5	
189	1009213	1001.0499877929688	1	165.40673828125	2.2072243690490723	0.3006117641925812	1257.4112441090654	0	1009002,21	
191	1000993	1001.0999755859375	0	544.9638671875	0.9425183534622192	0.3274027109146118	1284.9114372161553	0	-1009002,21,21	
191	1000993	1001.0999755859375	0	581.5671997070312	-0.8016544580459595	-2.5899240970611572	1268.2738647146184	0	1009002,21,21	
192	1009323	1001.2249755859375	1	745.5620727539062	0.6153709888458252	-2.056696891784668	1340.4319538880864	0	-1009002,21,21	
192	1009313	1001.2249755859375	0	775.9547119140625	-0.656396210193634	1.0914946794509888	1379.653289862482	0	1009002,21	
195	1009223	1001.0499877929688	0	810.0524291992188	0.8164467811584473	-0.3141472339630127	1483.8934670223205	0	1009002,21,21,21	
195	1009223	1001.0499877929688	0	783.998046875	-0.12434116005897522	2.8981287479400635	1275.2670584712885	0	-1009002,21,21	
197	1009113	1001.0499877929688	0	291.1435546875	0.4180201292037964	1.4444128274917603	1050.0288454053405	0	1009002,21	
197	1009213	1001.0499877929688	1	300.4749755859375	0.32646262645721436	-1.7155811786651611	1049.9311559707917	0	-1009002,21	
198	1009213	1001.0499877929688	-1	274.00335693359375	0.7366651892662048	-1.6630579233169556	1061.059066381573	0	-1009002,21	
198	1009213	1001.0499877929688	1	363.77508544921875	1.6515393257141113	1.2990394830703735	1403.288622368464	0	1009002,21,-1	
201	1009213	1001.0499877929688	1	1012.1610717773438	0.11355767399072647	-0.31223225593566895	1428.2292855966516	0	1009002,21	
201	1093324	1001.7249755859375	0	767.986083984375	-1.096473217010498	2.7970142364501953	1623.6374547677171	0	1009002,21	
202	1009213	1001.0499877929688	1	293.677978515625	0.8410688638687134	-2.7317893505096436	1079.431535121774	0	1009002,-1	
202	1009213	1001.0499877929688	-1	311.35223388671875	0.8041048049926758	0.3489241600036621	1084.6431077512173	0	-1009002,21,21	
203	1009213	1001.0499877929688	-1	216.9241485595703	1.618408441543579	-2.1924378871917725	1151.3105340823074	0	1009002,21	
203	1009213	1001.0499877929688	1	247.99977111816406	2.2693350315093994	0.5255517363548279	1572.1608762058268	0	1009002,21	
206	1009113	1001.0499877929688	0	697.232666015625	-0.954219400882721	-1.5161216259002686	1443.1347026158585	0	-1009002,21,21,21	
206	1009213	1001.0499877929688	1	675.076416015625	-0.8442758321762085	1.8564152717590332	1366.5932786670849	0	-1009002,21,21	
207	1009213	1001.0499877929688	-1	398.9257507324219	-1.8003367185592651	0.5659067630767822	1593.6800266560433	0	1009002,21	
207	1009213	1001.0499877929688	1	88.52937316894531	1.4514930248260498	-2.3196802139282227	1020.7073634884374	0	-1009002,21	
208	1009213	1001.0499877929688	1	670.1561279296875	-0.07638996839523315	-1.0943973064422607	1205.7512844004427	0	-1009002,21	
208	1092114	1001.375	0	783.1165771484375	-1.5006883144378662	2.3012197017669678	2097.79046675375	0	1009002,21,21	
210	1009223	1001.0499877929688	0	202.22000122070312	2.6021087169647217	-1.4008030891418457	1698.1237086302806	0	-1009002,21	
210	1092214	1001.375	1	404.0671081542969	-0.6601873636245728	1.7683885097503662	1117.202449503475	0	1009002,21,21	
211	1000993	1001.0999755859375	0	219.14846801757812	-0.11533838510513306	0.06246780976653099	1025.1189872571201	0	-1009002,21	
