event	bunchCrossing	pdgid	mass	charge	pt	eta	phi	mothers	daughters
4124	-1	1009213	1801.05	-1.0	1135.82	0.990662	-0.692554	1009002,21	
4124	-1	1009213	1801.05	1.0	1411.07	-0.247256	2.61171	1009002,21,21	
4125	-1	1009323	1801.22	1.0	326.395	-1.68381	1.15401	-1009002,21	
4125	-1	1009323	1801.22	-1.0	335.888	-1.81969	-1.9972	1009002,-3	
4130	-1	1009223	1801.05	0.0	485.584	-0.581418	1.31635	-1009002,21	
4130	-1	1009223	1801.05	0.0	511.663	-1.41685	-1.90418	-1009002,21,21	
4131	-1	1009213	1801.05	1.0	45.6094	-5.21509	1.04941	-1009002,21	
4131	-1	1009213	1801.05	-1.0	893.97	1.37049	1.6387	1009002,21	
4132	-1	1009213	1801.05	1.0	287.635	-0.987299	-2.01129	1009002,21,21	
4132	-1	1009223	1801.05	0.0	250.413	-2.21733	0.953903	-1009002,21	
4133	-1	1093214	1801.55	0.0	710.57	-0.0461519	2.93826	1009002,21,21	
4133	-1	1092214	1801.38	-1.0	656.781	0.773101	-0.159103	1009002,21,21	
4134	-1	1009113	1801.05	0.0	743.643	0.218418	-1.65539	1009002,21	
4134	-1	1000993	1801.1	0.0	875.697	-0.669335	1.55217	-1009002,21,21	
4141	-1	1009333	1801.4	0.0	941.122	-0.885439	-2.21199	-1009002,3	
4141	-1	1009213	1801.05	-1.0	983.034	0.216514	0.911483	1009002,21,21,21	
4142	-1	1009113	1801.05	0.0	1929.66	-0.0761504	-0.208764	-1009002,21,21	
4142	-1	1009213	1801.05	-1.0	1121.63	0.62928	2.80599	1009002,21	
4148	-1	1009213	1801.05	-1.0	821.156	-1.37313	-2.9638	1009002,21	
4148	-1	1009213	1801.05	1.0	848.929	-0.48498	0.183203	-1009002,21,21	
4149	-1	1009313	1801.22	0.0	687.918	-1.09452	-0.908116	1009002,21,-4	
4149	-1	1009213	1801.05	1.0	695.36	-2.26909	2.25311	1009002,21	
4150	-1	1009113	1801.05	0.0	368.257	-0.405864	-2.57168	-1009002,21,21,21	
4150	-1	1009113	1801.05	0.0	386.569	-1.69414	0.535133	1009002,21,21	
4152	-1	1009213	1801.05	1.0	909.324	0.743312	-1.16654	1009002,21,21	
4152	-1	1009223	1801.05	0.0	617.062	-1.77679	1.97188	1009002,21	
4155	-1	1009113	1801.05	0.0	375.334	0.997678	1.66857	1009002,21	
4155	-1	1009223	1801.05	0.0	295.239	1.03906	-1.40912	1009002,21,21	
4157	-1	1009213	1801.05	1.0	262.851	-0.880826	0.773026	-1009002,21,21	
4157	-1	1009223	1801.05	0.0	87.6795	3.15191	1.78872	1009002,21,21	
4159	-1	1009223	1801.05	0.0	1569.81	-0.0940841	-1.22083	1009002,21	
4159	-1	1009213	1801.05	-1.0	1657.67	-0.592022	1.92637	-1009002,2	
4163	-1	1000993	1801.1	0.0	1552.98	1.39719	1.74467	-1009002,21	
4163	-1	1000993	1801.1	0.0	1660.72	0.934567	-1.47874	1009002,21	
4165	-1	1009213	1801.05	-1.0	571.026	0.423866	-0.876107	-1009002,2	
4165	-1	1009323	1801.22	1.0	540.231	1.41737	2.07813	1009002,21,-3	
4166	-1	1009113	1801.05	0.0	1104.71	0.787685	0.681767	-1009002,21	
4166	-1	1092114	1801.38	0.0	935.985	0.241677	-2.51556	1009002,21,21,21	
4167	-1	1009213	1801.05	1.0	1000.23	0.59459	-0.881507	-1009002,21	
4167	-1	1009113	1801.05	0.0	770.643	0.0173956	2.21197	1009002,21	
4168	-1	1009213	1801.05	1.0	487.475	1.66358	-2.37621	-1009002,21	
4168	-1	1009213	1801.05	-1.0	450.532	-0.333113	0.794661	1009002,21	
4170	-1	1009213	1801.05	-1.0	345.428	2.96881	0.946808	-1009002,21	
4170	-1	1009213	1801.05	1.0	719.35	-0.22654	-2.61206	1009002,21	
4173	-1	1009213	1801.05	1.0	1179.38	1.82524	2.94911	1009002,21	
4173	-1	1009223	1801.05	0.0	1189.4	0.246061	-0.206197	-1009002,1	
4174	-1	1009313	1801.22	0.0	670.586	-0.479148	1.55475	1009002,21,21,21	
4174	-1	1009113	1801.05	0.0	988.613	0.732111	-1.80631	-1009002,21	
4175	-1	1000993	1801.1	0.0	1114.26	0.120659	-3.13572	1009002,21,21	
4175	-1	1009213	1801.05	-1.0	954.132	-0.601215	-0.0329066	-1009002,21,21	
4179	-1	1009313	1801.22	0.0	719.578	-0.541849	-0.89213	-1009002,21	
4179	-1	1009323	1801.22	-1.0	725.921	-1.58653	2.14117	1009002,21	
4188	-1	1009313	1801.22	0.0	353.776	-2.50026	2.12514	-1009002,21	
4188	-1	1009113	1801.05	0.0	830.461	-0.277909	-1.57407	1009002,21	
4191	-1	1009213	1801.05	1.0	445.042	1.86096	-1.51556	-1009002,21	
4191	-1	1092114	1801.38	0.0	379.595	-2.32575	0.536618	1009002,21,21,21	
4194	-1	1009223	1801.05	0.0	758.509	-0.469319	2.60754	-1009002,21	
4194	-1	1009213	1801.05	1.0	779.191	1.1786	-0.479917	1009002,21,21	
4195	-1	1009213	1801.05	1.0	1564.27	-0.681882	-1.32648	-1009002,21,21	
4195	-1	1009313	1801.22	0.0	717.821	-0.889876	1.45365	1009002,21,21	
4196	-1	1009313	1801.22	0.0	367.466	1.59156	0.0556602	-1009002,21,21	
4196	-1	1092114	1801.38	0.0	398.606	-0.847154	3.01281	1009002,21	
4201	-1	1009113	1801.05	0.0	892.251	-1.462	-1.10738	1009002,21	
4201	-1	1009113	1801.05	0.0	553.527	0.91682	2.83601	1009002,21,21	
4204	-1	1092114	1801.38	0.0	683.288	1.84681	-0.338661	1009002,21,21	
4204	-1	1009323	1801.22	1.0	563.79	0.582543	2.77553	-1009002,21,21	
4208	-1	1009213	1801.05	1.0	332.393	2.95855	0.482512	-1009002,21	
4208	-1	1009213	1801.05	-1.0	282.15	1.1812	-2.32688	1009002,21,21	
4210	-1	1009313	1801.22	0.0	528.653	1.6969	2.61204	1009002,21	
4210	-1	1092114	1801.38	0.0	525.038	1.48648	-0.517118	-1009002,1	
4212	-1	1009213	1801.05	-1.0	1301.22	-0.868087	-1.52808	1009002,21	
4212	-1	1009213	1801.05	-1.0	631.95	-0.387186	1.70051	-1009002,21	
4214	-1	1009213	1801.05	1.0	813.636	-1.10976	2.52254	1009002,21,-2	
4214	-1	1009113	1801.05	0.0	639.531	1.85481	-0.926629	-1009002,21,21,21	
4215	-1	1009213	1801.05	1.0	226.6	1.06625	2.79122	-1009002,2	
4215	-1	1009213	1801.05	-1.0	216.122	2.2731	-0.317147	1009002,21,21	
4222	-1	1009213	1801.05	-1.0	908.095	-0.736389	3.12441	-1009002,21,21	
4222	-1	1092214	1801.38	1.0	937.324	0.797599	0.241807	1009002,-1	
4224	-1	1009223	1801.05	0.0	544.816	1.17389	-0.257094	-1009002,21	
4224	-1	1092214	1801.38	1.0	684.366	-0.521622	2.68322	1009002,21	
4226	-1	1009213	1801.05	1.0	684.61	1.90006	-0.0666712	-1009002,21	
4226	-1	1009213	1801.05	-1.0	558.665	1.73425	3.07916	1009002,21	
4229	-1	1009213	1801.05	-1.0	1002.43	-1.52033	0.830246	1009002,21,21	
4229	-1	1000993	1801.1	0.0	978.866	-1.71984	-2.32273	-1009002,21,21	
4231	-1	1009213	1801.05	1.0	217.96	-2.15546	-1.49361	-1009002,21	
4231	-1	1009213	1801.05	-1.0	206.642	1.71727	1.22192	1009002,21,-2	
4237	-1	1009113	1801.05	0.0	573.689	2.2516	-1.2467	-1009002,21	
4237	-1	1009113	1801.05	0.0	572.7	2.10166	1.8767	1009002,21,21	
4245	-1	1009213	1801.05	-1.0	977.069	0.413498	-1.48568	1009002,21,21	
4245	-1	1009113	1801.05	0.0	992.65	-0.0690224	1.55361	1009002,21	
4247	-1	1009213	1801.05	1.0	406.996	2.95851	1.142	-1009002,21,21	
4247	-1	1000993	1801.1	0.0	567.431	-0.762245	-2.24641	1009002,21,21	
4254	-1	1009213	1801.05	-1.0	1458.01	0.0550765	-3.04475	1009002,21,21	
4254	-1	1009113	1801.05	0.0	1471.65	1.32064	-0.156886	-1009002,21,21	
4255	-1	1009213	1801.05	1.0	440.195	-2.27122	0.449495	-1009002,21,21	
4255	-1	1009223	1801.05	0.0	450.181	-0.448303	-2.7221	-1009002,21	
4258	-1	1009213	1801.05	1.0	1204.47	0.269837	1.54391	1009002,21	
4258	-1	1009213	1801.05	-1.0	966.862	-0.0152589	-1.53167	-1009002,2	
4262	-1	1009213	1801.05	1.0	719.117	-0.767858	-2.00187	1009002,21	
4262	-1	1009213	1801.05	-1.0	853.82	-1.53457	1.30016	-1009002,21,21,21	
4266	-1	1092114	1801.38	0.0	787.318	0.222041	-2.06011	1009002,21,21	
4266	-1	1092214	1801.38	-1.0	429.72	1.39323	1.40956	-1009002,21,21	
4268	-1	1000993	1801.1	0.0	304.263	-1.28187	1.5174	-1009002,21,1	
4268	-1	1009313	1801.22	0.0	220.937	0.325908	-1.52062	1009002,21,21	
4271	-1	1009113	1801.05	0.0	882.886	0.137168	0.0642169	-1009002,21	
4271	-1	1009313	1801.22	0.0	886.059	0.0141171	-3.09238	1009002,21,21	
4273	-1	1009223	1801.05	0.0	1355.24	-0.537883	-0.528551	-1009002,21,21	
4273	-1	1009213	1801.05	1.0	1321.03	0.711878	2.63659	1009002,21	
4274	-1	1009113	1801.05	0.0	276.218	-1.95954	-2.23224	1009002,21	
4274	-1	1009113	1801.05	0.0	284.207	-2.14125	0.719245	-1009002,21	
4276	-1	1093214	1801.55	0.0	1305.14	-0.754903	-1.0404	1009002,21	
4276	-1	1009223	1801.05	0.0	1259.67	0.404047	2.08097	1009002,21	
4280	-1	1009213	1801.05	1.0	507.196	1.45206	-2.46226	1009002,21	
4280	-1	1009223	1801.05	0.0	457.145	1.12039	0.579747	-1009002,21	
4292	-1	1092114	1801.38	0.0	611.03	-1.63522	-1.96227	1009002,21,21,21	
4292	-1	1009213	1801.05	1.0	584.935	-0.398726	1.16714	-1009002,1	
4300	-1	1009213	1801.05	1.0	1279	-0.251532	1.62922	-1009002,21,1	
4300	-1	1009223	1801.05	0.0	834.468	0.40171	-1.83584	-1009002,21,21	
4307	-1	1009323	1801.22	1.0	1463.89	1.13188	1.13294	-1009002,21,21	
4307	-1	1009323	1801.22	-1.0	1510.55	-0.437836	-1.88373	1009002,21,21	
4309	-1	1009113	1801.05	0.0	578.633	-0.0146559	1.54295	-1009002,21	
4309	-1	1009213	1801.05	1.0	546.56	-1.05744	-1.58596	-1009002,21	
4311	-1	1009113	1801.05	0.0	1235.3	0.13682	0.070188	1009002,21	
4311	-1	1000993	1801.1	0.0	1534.85	-0.354588	-2.51883	1009002,21,21	
4312	-1	1093214	1801.55	0.0	568.07	1.20741	-1.82147	1009002,21,21	
4312	-1	1009313	1801.83	0.0	565.484	-1.55587	1.31376	1009002,-1	
4313	-1	1009313	1801.22	0.0	1152.64	-1.78059	-1.54409	-1009002,21	
4313	-1	1009313	1801.22	0.0	1136.7	-0.600751	1.59093	1009002,21	
4315	-1	1000993	1801.1	0.0	27.6701	-3.29176	2.04762	-1009002,21	
4315	-1	1009223	1801.05	0.0	5.22777	2.60251	-0.00732666	1009002,21	
4316	-1	1009213	1801.05	-1.0	426.728	0.57692	-0.514563	-1009002,21	
4316	-1	1009213	1801.05	1.0	1269.36	-1.249	0.964611	-1009002,21,21,21	
4318	-1	1009313	1801.85	0.0	104.046	2.97513	1.34712	-1009002,3	
4318	-1	1009113	1801.05	0.0	111.715	3.25674	-2.05259	1009002,21,21	
4319	-1	1009313	1801.22	0.0	723.823	-0.931494	-1.41984	-1009002,21,1	
4319	-1	1009323	1801.22	-1.0	722.706	-1.71757	1.72584	1009002,21,21	
4320	-1	1009223	1801.05	0.0	305.239	-1.00297	0.756316	-1009002,21,21,21	
4320	-1	1009223	1801.05	0.0	309.639	-2.78705	-1.98072	1009002,21,21	
4322	-1	1009113	1801.05	0.0	1021.53	-0.213568	0.669241	-1009002,21,21,21	
4322	-1	1009213	1801.05	1.0	1017.76	-1.67139	-2.4767	1009002,21,21	
4324	-1	1000993	1801.1	0.0	802.952	-1.23014	1.78628	1009002,21,21	
4324	-1	1092214	1801.38	-1.0	780.777	-1.07064	-1.36235	-1009002,21,21	
4326	-1	1092214	1801.38	-1.0	810.317	0.861224	2.66571	-1009002,21,21,21	
4326	-1	1009223	1801.05	0.0	787.061	-0.749292	-0.463338	1009002,21,21,21	
4328	-1	1009313	1801.22	0.0	607.949	-1.5962	1.76362	-1009002,21	
4328	-1	1009313	1801.22	0.0	599.046	0.194164	-1.36092	-1009002,21	
4334	-1	1009113	1801.05	0.0	1107.2	-0.225191	-0.592611	-1009002,21,21	
4334	-1	1009213	1801.05	-1.0	976.502	-0.0362127	2.60536	1009002,21	
4339	-1	1009213	1801.05	-1.0	1336.99	0.740001	-0.721498	1009002,21	
4339	-1	1009323	1801.22	1.0	1028.5	-0.581275	2.19712	-1009002,21	
4343	-1	1009113	1801.05	0.0	280.168	-0.0290558	-0.900018	1009002,21,21	
4343	-1	1009313	1801.22	0.0	284.487	3.38596	2.30799	1009002,21	
4344	-1	1009223	1801.05	0.0	758.244	-0.382169	-2.46345	1009002,21	
4344	-1	1009213	1801.05	1.0	707.016	-1.35434	0.880467	-1009002,21,21	
4349	-1	1009223	1801.05	0.0	715.244	1.69193	-2.44058	-1009002,21,21	
4349	-1	1009113	1801.05	0.0	692.766	-1.60056	0.389405	1009002,21	
4355	-1	1092114	1801.38	0.0	1311.06	1.25228	0.975821	-1009002,21,21,21	
4355	-1	1009223	1801.05	0.0	669.105	1.37175	-1.92562	-1009002,21	
4356	-1	1009113	1801.05	0.0	969.124	-1.44644	0.943124	1009002,21	
4356	-1	1009223	1801.05	0.0	1084.37	-0.580085	-2.2137	-1009002,21,21,21	
4357	-1	1000993	1801.1	0.0	1587.09	0.301486	0.343755	1009002,21,21	
4357	-1	1009213	1801.05	-1.0	1587.35	-0.398517	-2.79429	1009002,21,21,21	
4358	-1	1009223	1801.05	0.0	224.975	1.2997	-1.18391	-1009002,21	
4358	-1	1000993	1801.1	0.0	188.16	-2.09507	1.93283	1009002,21,21	
4359	-1	1009213	1801.05	1.0	388.894	-1.37562	-0.0164814	-1009002,21,21	
4359	-1	1009213	1801.05	-1.0	439.128	2.12061	3.09808	1009002,21,21	
4363	-1	1009223	1801.05	0.0	353.292	2.17063	1.38972	1009002,-1	
4363	-1	1009223	1801.05	0.0	390.77	0.201658	-1.65338	-1009002,1	
4364	-1	1009113	1801.05	0.0	567.125	1.90421	-1.76244	-1009002,2	
4364	-1	1009113	1801.05	0.0	568.434	1.54819	1.75559	1009002,21,21	
4366	-1	1009223	1801.05	0.0	709.003	1.93867	2.23356	-1009002,21	
4366	-1	1092214	1801.38	1.0	483.477	0.485469	0.864981	1009002,21	
4374	-1	1093224	1801.55	-1.0	853.867	-0.911918	0.509646	1009002,21,21	
4374	-1	1009213	1801.05	-1.0	855.594	-1.07198	-2.68482	-1009002,21	
4380	-1	1009223	1801.05	0.0	554.695	-1.157	2.77381	1009002,21,21	
4380	-1	1092224	1801.38	2.0	558.921	1.25921	-0.495888	1009002,21	
4390	-1	1009223	1801.05	0.0	702.24	-0.275183	0.227357	-1009002,21,21	
4390	-1	1009223	1801.05	0.0	761.978	-0.764495	-2.95737	1009002,21,21	
4393	-1	1092214	1801.38	1.0	1144.87	-0.181798	1.30896	1009002,21	
4393	-1	1009313	1801.22	0.0	847.875	0.606959	-1.89245	-1009002,21	
4394	-1	1009113	1801.05	0.0	411.488	0.164535	-0.212666	1009002,21	
4394	-1	1009113	1801.05	0.0	497.649	0.92262	2.85684	-1009002,21	
4398	-1	1009213	1801.05	-1.0	233.921	2.09204	-0.614938	-1009002,21,21	
4398	-1	1009213	1801.05	1.0	208.611	3.12313	2.7087	1009002,-3	
4403	-1	1009213	1801.05	1.0	278.582	1.60672	-2.39105	1009002,-2	
4403	-1	1009213	1801.05	-1.0	248.839	0.52658	0.727889	-1009002,21	
4407	-1	1009213	1801.05	1.0	772.329	0.516518	1.4532	-1009002,21	
4407	-1	1092214	1801.38	1.0	832.544	0.856587	-1.67901	1009002,21,21	
4415	-1	1009213	1801.05	1.0	1152.39	-1.40234	2.51339	-1009002,3	
4415	-1	1009113	1801.05	0.0	1168	-1.134	-0.626393	1009002,21,21	
4416	-1	1009113	1801.05	0.0	1750.72	-0.822692	-3.08527	-1009002,21	
4416	-1	1000993	1801.1	0.0	1752.87	-0.1094	0.0560463	1009002,21,21,21	
4417	-1	1009113	1801.05	0.0	671.599	1.29705	-2.90144	1009002,21,21,21	
4417	-1	1009223	1801.05	0.0	501.726	-0.406102	0.117257	1009002,21	
4418	-1	1009323	1801.22	-1.0	805.82	-0.988226	-0.207611	-1009002,21	
4418	-1	1009223	1801.05	0.0	840.998	0.222918	2.93409	1009002,21,21	
4420	-1	1009213	1801.05	1.0	660.522	1.22766	-1.67289	-1009002,21,21	
4420	-1	1009213	1801.05	-1.0	720.846	0.849088	1.46385	1009002,21	
4422	-1	1009113	1801.05	0.0	885.252	-0.807153	0.68593	1009002,21	
4422	-1	1009323	1801.22	1.0	825.926	0.988993	-2.50657	-1009002,21,21	
4435	-1	1009213	1801.05	1.0	369.885	2.03013	-0.858622	-1009002,21,21	
4435	-1	1009213	1801.05	-1.0	378.674	2.32562	2.3037	1009002,21	
4438	-1	1009313	1801.5	0.0	568.218	0.870691	-1.7233	-1009002,3	
4438	-1	1000993	1801.1	0.0	578.265	-0.981984	1.40177	-1009002,21,21	
4441	-1	1009213	1801.05	1.0	1588.23	0.594214	-1.80713	-1009002,21,21	
4441	-1	1009213	1801.05	-1.0	1853.78	0.461462	1.37405	1009002,21	
4442	-1	1092214	1801.38	-1.0	220.823	-3.26933	-1.09735	-1009002,21	
4442	-1	1009213	1801.05	1.0	150.847	-2.81088	2.47293	1009002,21	
4445	-1	1009213	1801.05	1.0	753.005	1.15155	-0.273735	-1009002,21,21	
4445	-1	1093224	1801.55	1.0	723.69	-1.29626	2.89083	-1009002,3	
4447	-1	1009223	1801.05	0.0	1072.95	-0.359897	-1.39096	-1009002,21	
4447	-1	1009213	1801.05	1.0	1009.44	-0.923065	1.77085	1009002,21	
4449	-1	1009213	1801.05	1.0	548.285	0.0553718	0.977589	-1009002,21,21	
4449	-1	1009213	1801.05	-1.0	556.628	-1.03305	-2.17188	1009002,21	
4450	-1	1009213	1801.05	-1.0	776.893	0.266032	0.0142714	-1009002,21,2	
4450	-1	1009223	1801.05	0.0	632.345	1.66052	-2.88039	1009002,21,21	
4452	-1	1009213	1801.05	1.0	1042.99	0.0699426	0.961858	-1009002,2	
4452	-1	1009213	1801.05	-1.0	1026.21	1.55424	-2.58093	1009002,21,21,21	
4456	-1	1009213	1801.05	1.0	544.28	0.99733	0.657369	-1009002,2	
4456	-1	1092214	1801.38	1.0	454.938	0.592304	-2.51878	1009002,21	
4459	-1	1009223	1801.05	0.0	696.473	0.582902	-1.87944	1009002,21	
4459	-1	1092214	1801.38	1.0	532.738	0.251302	1.47223	-1009002,21,21	
4460	-1	1009113	1801.05	0.0	544.037	-0.273991	-2.79704	-1009002,21	
4460	-1	1009213	1801.05	-1.0	1015.05	-0.571684	0.163348	1009002,-3	
4463	-1	1009313	1801.22	0.0	436.67	-1.74307	2.50333	-1009002,21,21	
4463	-1	1009113	1801.05	0.0	419.478	-1.84339	-0.539501	1009002,21	
4466	-1	1009223	1801.05	0.0	1165.04	0.690295	-1.39688	-1009002,21	
4466	-1	1000993	1801.1	0.0	1168.14	-0.232219	1.7172	-1009002,21,21	
4468	-1	1000993	1801.1	0.0	1418.67	0.519417	2.10336	1009002,21	
4468	-1	1009113	1801.05	0.0	1409.67	-0.336122	-1.06487	-1009002,21	
4469	-1	1009213	1801.05	-1.0	2127.54	-0.559093	0.512256	1009002,21,21	
4469	-1	1000993	1801.1	0.0	874.509	-0.26527	-1.95869	-1009002,21	
4470	-1	1009213	1801.05	1.0	1399.4	0.252284	1.51432	-1009002,21	
4470	-1	1009213	1801.05	-1.0	1360.9	0.347281	-1.62985	1009002,21	
4471	-1	1009113	1801.05	0.0	1356.36	0.705014	-0.267958	-1009002,21,2	
4471	-1	1009313	1801.22	0.0	1375.48	0.798917	2.86557	1009002,21,21	
4479	-1	1009323	1801.22	1.0	1384.68	-0.898638	0.151143	-1009002,21	
4479	-1	1009213	1801.05	1.0	1166.9	0.528604	-2.97723	1009002,21	
4482	-1	1092214	1801.38	-1.0	643.092	1.41148	0.884775	-1009002,21,21	
4482	-1	1009113	1801.05	0.0	671.621	-0.0411637	-2.2351	1009002,21,21	
4483	-1	1009213	1801.05	-1.0	1270.38	-0.254124	2.76631	-1009002,21,21,21	
4483	-1	1009213	1801.05	1.0	1270.4	-1.41173	-0.372995	1009002,21	
4485	-1	1000993	1801.1	0.0	993.965	0.510876	-0.101977	-1009002,21,21	
4485	-1	1009113	1801.05	0.0	973.89	-1.3712	3.05622	1009002,21	
4487	-1	1009113	1801.05	0.0	642.664	0.247644	-2.64725	-1009002,21,21	
4487	-1	1009213	1801.05	-1.0	636.762	1.88516	0.493481	1009002,21	
4500	-1	1092114	1801.38	0.0	574.543	-1.27202	-2.58922	1009002,21,21,21	
4500	-1	1009223	1801.05	0.0	549.79	-0.563464	0.528976	-1009002,21,21,21	
4501	-1	1092214	1801.38	-1.0	1365.6	1.26596	-0.684679	-1009002,2	
4501	-1	1009223	1801.05	0.0	1389.23	1.08279	2.43824	1009002,-3	
4502	-1	1009223	1801.05	0.0	220.052	1.39141	1.6138	-1009002,21	
4502	-1	1009213	1801.05	-1.0	327.291	-2.34662	-2.09808	1009002,21	
4505	-1	1009213	1801.05	1.0	168.105	2.94553	-1.56324	-1009002,21,21	
4505	-1	1009113	1801.05	0.0	150.471	-1.18152	1.59144	1009002,21,-2	
4507	-1	1009223	1801.05	0.0	1877.68	-0.0650378	-2.3048	-1009002,21,21	
4507	-1	1009213	1801.05	1.0	1887.45	-0.745915	0.789161	1009002,21	
4511	-1	1009213	1801.05	-1.0	478.93	-0.84261	0.0699522	-1009002,2	
4511	-1	1009323	1801.22	1.0	524.862	-1.05597	3.08631	1009002,21	
4516	-1	1092214	1801.38	1.0	190.878	1.58854	1.66232	1009002,21,21	
4516	-1	1092214	1801.38	-1.0	578.891	0.27692	1.44555	-1009002,21	
4518	-1	1009323	1801.22	1.0	29.9379	4.51453	2.99153	-1009002,1	
4518	-1	1009323	1801.22	-1.0	68.1667	3.78133	-2.32178	1009002,21,21	
4522	-1	1009313	1801.22	0.0	561.872	-0.903379	2.37627	1009002,21,21	
4522	-1	1092224	1801.38	-2.0	227.063	0.354741	-0.752458	1009002,21	
4524	-1	1009223	1801.05	0.0	674.557	0.882972	2.80949	-1009002,21	
4524	-1	1009213	1801.05	1.0	704.925	-0.740372	0.0263925	1009002,21	
4526	-1	1009213	1801.05	-1.0	729.735	-1.60552	-0.496838	-1009002,21	
4526	-1	1009213	1801.05	1.0	746.253	0.747566	2.6392	1009002,21	
4532	-1	1091114	1801.38	1.0	448.338	-1.3128	-2.283	-1009002,3	
4532	-1	1009313	1801.22	0.0	427.177	-1.56137	0.881789	1009002,21	
4534	-1	1009113	1801.05	0.0	453.265	-0.528633	0.58021	1009002,21,21	
4534	-1	1009223	1801.05	0.0	449.713	-1.69899	-2.82079	-1009002,21,21,21,21,21,21,21,21,21	
4536	-1	1093214	1801.55	0.0	665.402	0.0976796	1.7892	-1009002,21	
4536	-1	1009313	1801.22	0.0	339.783	0.678343	2.30897	1009002,21	
4537	-1	1009113	1801.05	0.0	1737.56	0.676998	2.5626	-1009002,21,21	
4537	-1	1009223	1801.05	0.0	1626.14	-0.828556	-0.54555	-1009002,21	
4538	-1	1009113	1801.05	0.0	366.105	0.321375	-1.21494	-1009002,2	
4538	-1	1009213	1801.05	-1.0	365.876	-1.82424	1.92513	1009002,-3	
4545	-1	1009213	1801.05	-1.0	1136.77	-0.837763	2.47172	-1009002,21	
4545	-1	1009213	1801.05	-1.0	913.495	-1.06173	-0.646122	1009002,21	
4546	-1	1009213	1801.05	1.0	131.782	2.29664	0.223996	-1009002,21	
4546	-1	1092214	1801.38	1.0	199.826	2.09845	-2.08697	1009002,21	
4550	-1	1009113	1801.05	0.0	909.577	-1.28642	-2.59771	-1009002,21,21	
4550	-1	1009223	1801.05	0.0	1221.02	-0.0729406	0.753406	-1009002,21	
4551	-1	1000993	1801.1	0.0	808.834	-0.668432	-2.48627	-1009002,1	
4551	-1	1009213	1801.05	1.0	851.817	0.375623	0.622384	-1009002,21,1	
4553	-1	1009213	1801.05	1.0	149.953	0.814171	1.9957	-1009002,21,21,21	
4553	-1	1091114	1801.38	-1.0	348.918	1.53108	-1.15545	1009002,-2	
4554	-1	1009323	1801.22	1.0	215.924	-0.573176	2.01597	-1009002,21	
4554	-1	1009313	1801.22	0.0	277.67	-2.17914	-0.802514	1009002,21	
4555	-1	1009213	1801.05	1.0	310.161	1.25117	-2.94297	-1009002,21	
4555	-1	1009113	1801.05	0.0	591.375	-1.87773	0.746881	1009002,21	
4556	-1	1009313	1801.22	0.0	518.095	0.00544051	2.71888	1009002,21,21	
4556	-1	1009113	1801.05	0.0	496.312	1.99427	-0.380311	1009002,21	
4562	-1	1009213	1801.05	1.0	746.266	-0.102354	0.570207	-1009002,21	
4562	-1	1000993	1801.1	0.0	709.548	1.38021	-2.62031	1009002,21	
4567	-1	1009113	1801.05	0.0	574.096	2.23833	0.412584	1009002,21,21	
4567	-1	1009113	1801.05	0.0	624.35	-0.0379818	-2.72925	-1009002,21,21	
4569	-1	1009323	1801.22	-1.0	1322.28	0.510056	0.379432	1009002,21	
4569	-1	1009323	1801.22	-1.0	974.383	-0.884595	-2.84658	-1009002,21	
4574	-1	1009113	1801.05	0.0	1116.49	1.52683	1.18524	-1009002,21	
4574	-1	1009313	1801.22	0.0	1474.99	0.205781	-2.03961	1009002,21	
4575	-1	1092214	1801.38	1.0	768.615	-1.60922	1.12132	1009002,21	
4575	-1	1092114	1801.38	0.0	335.051	-2.11223	-2.27313	1009002,21,21	
4576	-1	1009223	1801.05	0.0	734.647	-1.13265	1.50676	-1009002,21,21	
4576	-1	1009223	1801.05	0.0	722.31	-1.20843	-1.58007	1009002,21,21	
4578	-1	1009213	1801.05	-1.0	1408.69	1.07481	0.0863426	1009002,21,21	
4578	-1	1092114	1801.38	0.0	789.273	0.814767	-2.63477	-1009002,21	
4581	-1	1009223	1801.05	0.0	339.376	0.684205	1.71997	-1009002,21,2	
4581	-1	1009223	1801.05	0.0	529.72	0.828123	-1.94214	1009002,21,21	
4585	-1	1000993	1801.1	0.0	939.31	-0.251833	0.386107	-1009002,1	
4585	-1	1009213	1801.05	-1.0	556.775	1.54525	-2.74077	1009002,21	
4586	-1	1009223	1801.05	0.0	216.147	1.8243	0.200952	-1009002,21,21	
4586	-1	1009213	1801.05	1.0	142.687	2.92768	-2.87822	1009002,21	
4588	-1	1009223	1801.05	0.0	687.8	-1.16941	1.78585	1009002,-2	
4588	-1	1092114	1801.38	0.0	431.503	-1.04983	-0.723406	-1009002,21	
4590	-1	1009223	1801.05	0.0	531.689	-1.80031	-3.1023	-1009002,21,21,21	
4590	-1	1009213	1801.05	1.0	535.171	-2.21608	0.042267	1009002,21,-1	
4593	-1	1000993	1801.1	0.0	323.379	-1.57943	-3.03366	1009002,21,21	
4593	-1	1000993	1801.1	0.0	293.437	0.406368	-0.0215323	-1009002,21,21	
4595	-1	1009223	1801.05	0.0	977.497	0.707118	0.579992	1009002,21,21	
4595	-1	1009113	1801.05	0.0	980.626	1.05836	-2.5556	-1009002,21,21	
4598	-1	1000993	1801.1	0.0	852.333	-0.860549	1.14087	-1009002,21	
