event	bunchCrossing	pdgid	mass	charge	pt	eta	phi	mothers	daughters
269	-1	1009323	1801.22	1.0	545.727	-0.864494	-1.854	1009002,21	
269	-1	1009213	1801.05	1.0	528.503	-1.42815	1.29569	-1009002,21	
270	-1	1009223	1801.05	0.0	257.616	-0.556011	-0.0317781	-1009002,21	
270	-1	1009223	1801.05	0.0	237.691	0.117342	2.93474	1009002,21,21	
271	-1	1009313	1801.22	0.0	458.808	-1.15621	-1.79022	-1009002,21	
271	-1	1009323	1801.22	-1.0	837.549	1.48665	3.05574	1009002,21	
272	-1	1009213	1801.05	-1.0	542.834	-1.55041	-0.86538	-1009002,21,21	
272	-1	1009223	1801.05	0.0	535.206	-2.44221	2.27322	1009002,21	
273	-1	1009213	1801.05	-1.0	431.519	-0.615399	0.275115	-1009002,21,3	
273	-1	1009223	1801.05	0.0	426.896	2.2418	-2.88866	1009002,21,21	
274	-1	1009213	1801.05	-1.0	1115.26	1.48614	-0.2346	-1009002,21,2	
274	-1	1000993	1801.1	0.0	1093.19	1.19469	2.91292	1009002,21,21	
279	-1	1009313	1801.22	0.0	189.355	2.81689	0.0591348	-1009002,21	
279	-1	1000993	1801.1	0.0	140.813	0.488049	-2.79776	1009002,21	
280	-1	1000993	1801.1	0.0	298.992	1.41182	-1.37825	-1009002,21	
280	-1	1093114	1801.55	-1.0	406.845	-1.23675	1.42983	-1009002,21	
281	-1	1009213	1801.05	1.0	789.964	-1.81039	2.6031	-1009002,21,21	
281	-1	1009113	1801.05	0.0	811.313	-1.62526	-0.521223	1009002,21,21,21	
284	-1	1009113	1801.05	0.0	541.814	-0.876709	-1.42252	1009002,21	
284	-1	1009113	1801.05	0.0	441.193	2.73611	1.2511	-1009002,21	
285	-1	1009213	1801.05	-1.0	716.992	-2.06013	-1.42399	-1009002,21	
285	-1	1009213	1801.05	1.0	730.021	-0.113261	1.7254	1009002,21,21	
289	-1	1009223	1801.05	0.0	843.994	1.00603	1.31608	-1009002,21,21	
289	-1	1009213	1801.05	1.0	886.694	0.105131	-1.87585	1009002,21	
290	-1	1093214	1801.55	0.0	767.32	-0.257368	-3.11325	-1009002,21	
290	-1	1092214	1801.38	1.0	753.361	0.440731	0.0330252	1009002,21,21	
293	-1	1009223	1801.05	0.0	1930.28	-0.176348	1.27592	1009002,21,21,21	
293	-1	1009113	1801.05	0.0	1988.58	0.198369	-1.8624	-1009002,21,21,3	
298	-1	1009113	1801.05	0.0	60.2505	2.84846	-0.250925	1009002,21,21	
298	-1	1000993	1801.1	0.0	70.3877	-3.01742	2.7997	-1009002,21,21	
304	-1	1009323	1801.22	-1.0	730.19	-0.884148	0.946442	-1009002,21	
304	-1	1009223	1801.05	0.0	733.054	-1.4546	-2.19447	1009002,21,21	
309	-1	1009323	1801.22	-1.0	354.951	2.32082	-1.82958	-1009002,3	
309	-1	1009323	1801.22	1.0	351.41	-0.474486	1.27603	-1009002,21,21	
311	-1	1092114	1801.38	0.0	390.976	-1.09756	0.971158	-1009002,21,21	
311	-1	1009223	1801.05	0.0	348.583	1.87415	3.04437	-1009002,21	
313	-1	1009113	1801.05	0.0	1052.69	-1.42697	1.64883	-1009002,21	
313	-1	1009213	1801.05	-1.0	1096.72	-0.799436	-1.49948	1009002,21,21	
314	-1	1009323	1801.22	1.0	651.358	0.301183	0.154082	-1009002,21,21	
314	-1	1000993	1801.1	0.0	695.37	1.83707	-3.01061	1009002,21	
315	-1	1009213	1801.05	1.0	594.28	1.15682	0.183254	1009002,21,21	
315	-1	1009213	1801.05	-1.0	604.368	0.587355	-2.97768	1009002,21,21	
317	-1	1093224	1801.55	1.0	523.041	-0.228522	2.24618	1009002,21,21	
317	-1	1000993	1801.1	0.0	542.688	0.743931	-0.944223	-1009002,21,21	
320	-1	1009323	1801.22	1.0	1046.41	0.778108	-0.470739	1009002,21,21,21	
320	-1	1009213	1801.05	-1.0	1080.89	-0.0222271	3.03482	-1009002,21,21	
321	-1	1009223	1801.05	0.0	831.571	-0.845717	-2.69543	1009002,21	
321	-1	1000993	1801.1	0.0	905.627	-0.158864	0.636088	-1009002,21,3	
324	-1	1092114	1801.38	0.0	1100.04	-0.17278	2.85257	-1009002,21	
324	-1	1009213	1801.05	1.0	984.985	0.746009	-0.728626	-1009002,21	
325	-1	1009323	1801.22	-1.0	968.613	0.182443	2.262	-1009002,5	
325	-1	1009213	1801.05	1.0	929.917	1.01986	-0.864221	1009002,21	
326	-1	1009213	1801.05	-1.0	871.616	0.0718437	2.10141	-1009002,21,21	
326	-1	1093214	1801.55	0.0	877.121	-0.771911	-1.03992	1009002,21,21	
327	-1	1000993	1801.1	0.0	1663.87	0.313881	-1.68378	1009002,21,21	
327	-1	1009223	1801.05	0.0	1037.12	0.0279535	1.50774	1009002,21,21	
328	-1	1009213	1801.05	1.0	1316.57	0.245519	-0.725018	-1009002,21,21	
328	-1	1009113	1801.05	0.0	1302.12	-1.14228	2.35955	-1009002,21,21,21	
330	-1	1009113	1801.05	0.0	374.02	-0.571057	1.28692	-1009002,21	
330	-1	1009213	1801.05	-1.0	309.759	-1.4791	2.18307	1009002,-3	
333	-1	1009323	1801.22	-1.0	717.269	0.478068	1.23614	-1009002,21	
333	-1	1009213	1801.05	1.0	801.74	0.815045	-1.77451	1009002,21	
334	-1	1092114	1801.38	0.0	593.791	-1.78074	-1.47364	1009002,21	
334	-1	1009313	1801.22	0.0	382.029	-1.82611	1.95942	-1009002,21,21	
335	-1	1009213	1801.05	1.0	716.283	0.126334	1.1428	-1009002,21,21	
335	-1	1009113	1801.05	0.0	773.573	0.757894	-2.04828	1009002,21	
336	-1	1000993	1801.1	0.0	1181.81	0.44708	-2.68064	-1009002,21,21	
336	-1	1009213	1801.05	1.0	1109.93	-0.091783	0.506089	1009002,21	
337	-1	1000993	1801.1	0.0	1409.72	-0.555369	0.185333	-1009002,21	
337	-1	1009213	1801.05	1.0	284.075	0.01108	2.72526	1009002,21,21	
341	-1	1009223	1801.05	0.0	1444.99	0.501278	-1.35271	-1009002,21	
341	-1	1092114	1801.38	0.0	1648.69	-0.874403	1.60634	1009002,21,21	
347	-1	1093314	1801.72	1.0	1044.78	0.805006	0.911171	1009002,21	
347	-1	1009223	1801.05	0.0	1526.21	-0.459828	-2.16156	-1009002,21	
349	-1	1009213	1801.05	-1.0	1129.95	-0.101138	3.13608	-1009002,21	
349	-1	1092224	1801.38	2.0	673.364	-0.313995	0.207307	1009002,21	
351	-1	1009223	1801.05	0.0	513.864	2.3383	-2.58927	-1009002,21	
351	-1	1092224	1801.38	2.0	503.576	1.38537	0.557805	1009002,21	
357	-1	1092114	1801.38	0.0	930.808	-0.663205	1.81455	1009002,21	
357	-1	1009223	1801.05	0.0	938.278	0.450733	-1.29722	-1009002,21,1	
358	-1	1009313	1801.22	0.0	1067.32	0.227533	-0.614345	-1009002,21,21	
358	-1	1009113	1801.18	0.0	1062.08	0.295498	2.52391	1009002,-1	
360	-1	1092114	1801.38	0.0	1247.37	-0.475031	2.49098	1009002,21,21	
360	-1	1009213	1801.05	-1.0	1225.02	0.448557	-0.664849	-1009002,21,21	
361	-1	1000993	1801.1	0.0	425.936	0.584839	-0.376947	1009002,21	
361	-1	1009213	1801.05	-1.0	670.087	-0.507224	2.61665	1009002,21	
363	-1	1092214	1801.38	-1.0	509.851	1.66411	-0.430768	-1009002,21	
363	-1	1092114	1801.38	0.0	542.656	-0.230939	2.79167	-1009002,21	
365	-1	1009313	1801.22	0.0	1353.42	-0.629433	-2.29537	-1009002,21,21	
365	-1	1009313	1801.22	0.0	1109.79	0.199848	0.631371	1009002,21	
368	-1	1009313	1801.22	0.0	349.983	-0.644355	2.09376	1009002,21	
368	-1	1009113	1801.05	0.0	327.937	2.65059	-1.01485	-1009002,21,21	
371	-1	1092214	1801.38	-1.0	842.888	-1.0236	-2.78391	1009002,21,21,21	
371	-1	1009213	1801.05	-1.0	850.668	-0.617461	0.425359	1009002,-1	
374	-1	1009213	1801.05	-1.0	94.2515	-2.19635	-1.6677	-1009002,21,2	
374	-1	1093324	1801.72	0.0	775.764	-1.07206	1.64591	1009002,21,-2	
375	-1	1009323	1801.22	-1.0	526.469	1.08697	1.21405	1009002,21,21	
375	-1	1009213	1801.05	1.0	553.659	0.506042	-1.83475	-1009002,21,21,21	
376	-1	1009323	1801.22	-1.0	921.716	-0.755448	-2.6193	1009002,21	
376	-1	1009213	1801.05	1.0	865.657	-0.68001	0.56213	1009002,21	
384	-1	1009223	1801.05	0.0	724.364	-1.28484	1.52306	1009002,21,-3	
384	-1	1009313	1801.22	0.0	758.107	-0.35368	-1.64925	-1009002,21,21,21,1	
387	-1	1009113	1801.05	0.0	752.918	0.0444257	-0.564064	-1009002,21,21	
387	-1	1009213	1801.05	-1.0	742.759	1.89768	2.6058	1009002,21,21	
392	-1	1009323	1801.22	1.0	487.626	-0.674986	-1.65012	-1009002,21	
392	-1	1009323	1801.22	-1.0	554.792	-1.11139	1.48245	1009002,21,-1	
395	-1	1009223	1801.05	0.0	1050.77	0.181696	0.875378	-1009002,21	
395	-1	1009213	1801.05	1.0	1051.79	0.632051	-2.25257	1009002,21	
396	-1	1000993	1801.1	0.0	290.317	-0.163442	-0.567461	1009002,21,21	
396	-1	1009113	1801.05	0.0	251.415	0.436967	2.58449	1009002,21	
397	-1	1009213	1801.05	-1.0	516.684	1.01868	-2.99527	1009002,21	
397	-1	1009313	1801.22	0.0	434.574	-2.13586	-0.0115233	-1009002,21,21	
399	-1	1009213	1801.05	1.0	1188.63	-0.187118	0.520754	1009002,21,21	
399	-1	1009113	1801.05	0.0	1178.47	-1.17158	-2.61482	1009002,21,21,21	
403	-1	1009113	1801.05	0.0	959.309	0.783722	-2.15036	1009002,21,21	
403	-1	1009213	1801.05	1.0	957.243	-1.5201	0.985312	1009002,21	
411	-1	1009223	1801.05	0.0	821.921	-0.784858	1.97356	1009002,21	
