event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
15659	1009223	1001.05	0.0	318.685	1858.75	-2.27481	0.149021	-1009002,3		0
15660	1009223	1001.05	0.0	378.655	1551.01	-1.8072	-3.12063	1009002,-2		0
15661	1009323	1001.22	1.0	476.941	1646.02	-1.66574	-1.68941	1009002,21,21		0
15664	1009213	1001.05	1.0	421.936	1157.31	-0.842487	1.14249	1009002,21,21,21		0
15665	1092224	1001.38	-2.0	216.185	1058.84	1.04022	-0.578926	-1009002,21		0
15667	1009323	1001.22	1.0	236.602	1742.73	-2.48274	1.84026	1009002,21,21		0
15670	1009223	1001.05	0.0	819.619	1367.02	-0.515465	-2.96358	-1009002,21,21		0
15673	1009213	1001.05	1.0	816.057	2816.93	1.83964	0.18743	1009002,21,21		0
15674	1009223	1001.05	0.0	239.469	1054.69	0.853255	-2.98077	-1009002,21		0
15676	1000993	1001.1	0.0	193.395	1101.04	-1.50824	-0.596485	1009002,21,21		0
15677	1093214	1001.55	0.0	225.834	1040.73	0.696448	-1.50624	-1009002,21		0
15679	1009223	1001.05	0.0	237.8	1101.55	-1.27745	1.63039	1009002,21,21		0
15680	1092214	1001.38	-1.0	162.127	1032.07	0.998174	0.437097	-1009002,21		0
15682	1009113	1001.05	0.0	229.764	1924.37	-2.65576	2.56909	1009002,21		0
15694	1009223	1001.05	0.0	228.075	1997.18	-2.71392	-0.116469	1009002,21		0
15697	1009223	1001.05	0.0	213.878	2121.59	-2.85846	3.12384	1009002,21,21,21		0
15701	1009313	1001.22	0.0	1068.98	1479.87	0.196795	-2.14557	1009002,21		0
15702	1092214	1001.38	1.0	1508.05	2102.85	0.660485	0.968226	-1009002,21,21		0
15705	1009213	1001.05	1.0	892.732	1373.57	-0.325775	-2.38448	1009002,21		0
15706	1009313	1001.22	0.0	895.445	1366.51	-0.276892	0.735315	-1009002,21,21,21		0
15708	1009213	1001.05	1.0	616.995	1342.75	-0.916723	-1.36725	1009002,21,21		0
15709	1009213	1001.05	-1.0	322.845	1969.29	2.34275	1.91931	1009002,21		0
15711	1009113	1001.05	0.0	591.251	1192.16	-0.432459	0.278969	-1009002,21,21		0
15712	1009113	1001.05	0.0	613.618	1220.58	0.519692	-2.54042	1009002,21		0
15715	1009113	1001.05	0.0	359.663	1065.41	0.167039	-0.701035	1009002,-3		0
15716	1009213	1001.05	-1.0	362.211	1224.11	1.28464	2.48573	-1009002,21,21		0
15718	1009213	1001.05	-1.0	320.965	1293.78	1.58989	-0.250578	1009002,21,21		0
15721	1000993	1001.1	0.0	280.626	1046.06	0.399905	2.89248	-1009002,21,21,21		0
15729	1009113	1001.05	0.0	118.178	1039.38	-1.50656	-1.6391	-1009002,21		0
15730	1009323	1001.22	-1.0	92.9737	1234.6	-2.73918	1.33739	1009002,-2		0
15733	1009313	1001.22	0.0	431.416	1420.56	1.4922	1.27291	-1009002,2		0
15740	1000993	1001.1	0.0	551.641	1203.4	0.638093	-1.91884	1009002,21		0
15741	1009223	1001.05	0.0	287.459	2028.56	2.50091	-2.15391	1009002,21,-1		0
15742	1009223	1001.05	0.0	345.378	1975.49	2.27825	0.749437	-1009002,21		0
15744	1009113	1001.05	0.0	900.497	1572.21	-0.809888	2.01043	-1009002,21,21		0
15745	1009213	1001.05	-1.0	830.824	1387.36	0.551821	-1.19294	1009002,21		0
15746	1009223	1001.05	0.0	294.711	1210.94	1.48082	-0.541265	1009002,21		0
15748	1009213	1001.05	-1.0	202.017	1353.42	2.18664	2.5537	1009002,21,21		0
15752	1009213	1001.05	1.0	345.17	1074.91	0.512922	-1.85568	1009002,21		0
15753	1000993	1001.1	0.0	762.639	1539.72	0.992179	1.3114	-1009002,21		0
15754	1009213	1001.05	1.0	1434.06	2028.53	-0.666279	2.07007	-1009002,21,21		0
15758	1009213	1001.05	1.0	1376.44	2265.34	0.940998	-1.06105	-1009002,21		0
15759	1000993	1001.1	0.0	127.877	1359.93	-2.66208	-1.71404	1009002,21		0
15760	1009213	1001.05	1.0	193.362	1022.66	0.401204	1.21539	-1009002,21		0
15763	1009223	1001.05	0.0	769.013	1391.41	-0.701964	-2.59161	-1009002,21,21		0
15764	1009223	1001.05	0.0	718.928	1273.65	-0.433243	0.65757	1009002,21,21		0
15765	1009213	1001.05	-1.0	519.117	1724.45	1.65213	0.144507	1009002,21,21		0
15766	1009213	1001.05	1.0	503.323	1391.09	-1.26895	-3.11988	-1009002,21,21,21		0
15768	1092114	1001.38	0.0	397.355	1233.39	1.20098	2.24035	-1009002,3		0
15769	1009113	1001.05	0.0	546.362	1414.06	1.21139	-0.729195	1009002,21		0
15770	1009113	1001.05	0.0	670.933	1219.87	-0.278538	3.01177	-1009002,21,21		0
15771	1009213	1001.05	1.0	657.057	1200.51	0.130557	-0.113413	1009002,21		0
15773	1009223	1001.05	0.0	1182	1554.8	-0.113819	-1.32408	-1009002,21		0
15775	1009213	1001.05	1.0	764.523	1339.43	0.565207	2.00387	-1009002,21,21		0
15776	1009113	1001.05	0.0	322.048	2093.4	2.42741	2.0365	1009002,21		0
15777	1009113	1001.05	0.0	387.566	2453.73	-2.44003	-2.77613	1009002,-2		0
15783	1009213	1001.05	-1.0	267.644	1105.5	1.1606	-1.95723	1009002,21		0
15785	1009223	1001.05	0.0	1056.89	1802.2	-0.885081	0.0238807	-1009002,21,21		0
15786	1009113	1001.05	0.0	115.258	1210.3	2.46116	-0.773659	-1009002,21,21		0
15788	1009113	1001.05	0.0	162.205	1039.42	-1.14123	1.67767	1009002,21,21		0
15790	1009213	1001.05	-1.0	108.529	1091.96	-2.0684	0.793092	-1009002,21		0
15795	1009213	1001.05	-1.0	98.6158	1321.88	2.85939	2.69147	-1009002,21,21		0
15797	1009113	1001.05	0.0	386.488	1083.21	0.373879	-1.20842	-1009002,21		0
15799	1092214	1001.38	1.0	594.322	1263.99	-0.753789	2.01515	1009002,21		0
15802	1009313	1001.22	0.0	559.327	1890.54	1.71455	2.18123	-1009002,21		0
15803	1000993	1001.1	0.0	566.358	2058.88	1.82322	-0.971593	1009002,21,21		0
15804	1009223	1001.05	0.0	743.936	2115.25	1.56887	-0.161133	-1009002,21,21		0
15805	1009113	1001.05	0.0	775.346	1384.69	-0.671288	2.97609	-1009002,21,21		0
15806	1009113	1001.05	0.0	1125.22	1544.2	-0.298647	1.50293	1009002,21		0
15808	1009223	1001.05	0.0	334.508	1625.39	-2.01802	-0.00868273	-1009002,21		0
15809	1009223	1001.05	0.0	532.362	1676.53	-1.57816	2.90121	-1009002,21,21		0
15814	1009213	1001.05	1.0	442.187	1184.27	0.897953	-0.297481	1009002,21		0
15815	1009213	1001.05	1.0	105.027	1008.77	0.6012	0.680324	-1009002,3		0
15816	1000993	1001.1	0.0	92.4005	1522.19	3.21001	-2.42382	1009002,21,21		0
15817	1000993	1001.1	0.0	540.092	1343.99	1.09383	-0.500974	1009002,21		0
15818	1000993	1001.1	0.0	517.678	1524.79	-1.43642	2.82646	-1009002,21,21		0
15819	1009223	1001.05	0.0	649.651	1406.79	-0.981359	2.35799	-1009002,21,2		0
15821	1009323	1001.22	1.0	636.322	1199.16	-0.271684	-0.894022	1009002,-3		0
15827	1009313	1001.22	0.0	56.5477	1514.11	-3.69254	-1.17238	1009002,21,21		0
15830	1009323	1001.22	-1.0	274.986	1085.99	0.988446	2.57489	-1009002,21,21		0
15832	1009323	1001.22	-1.0	244.84	1960.44	2.61704	-0.55898	1009002,-3		0
15834	1009113	1001.05	0.0	112.166	1588.74	-3.08886	2.6055	-1009002,21,21		0
15836	1009213	1001.05	1.0	627.155	1726.65	-1.44721	-0.947872	1009002,21,21		0
15837	1009113	1001.05	0.0	621.687	1211.13	0.435987	1.83512	-1009002,21,21		0
15839	1009223	1001.05	0.0	443.221	1109.94	-0.401579	2.22786	-1009002,21,21,21		0
15840	1009323	1001.54	1.0	460.735	1308.46	1.21112	-0.888482	1009002,-3		0
15841	1009213	1001.05	-1.0	41.6143	1304.2	-3.69267	-0.813508	-1009002,21		0
15842	1009223	1001.05	0.0	59.3451	1055.96	2.41927	0.299697	1009002,21		0
15843	1009323	1001.22	-1.0	302.886	1048.6	0.239478	-0.878397	-1009002,21,21		0
15846	1009313	1001.22	0.0	323.439	1052.83	-0.114738	2.37993	1009002,21		0
15847	1009223	1001.05	0.0	305.153	1135.18	1.16171	0.452244	-1009002,1		0
15849	1009223	1001.05	0.0	303.466	1050.3	0.306672	-2.71505	1009002,21,21		0
15850	1009223	1001.05	0.0	256.194	1132.53	-1.35501	-0.627786	-1009002,3		0
15856	1009213	1001.05	1.0	200.416	1131.06	-1.62064	-1.18066	1009002,21,21		0
15857	1009213	1001.05	1.0	1309.57	2211.22	0.967387	-1.10349	-1009002,3		0
15859	1009223	1001.05	0.0	1161.58	1906.91	0.864215	1.96854	-1009002,21,21		0
15863	1092114	1001.38	0.0	673.159	1322.22	0.735199	-2.84307	1009002,21,21		0
15864	1009213	1001.05	-1.0	615.021	1397.94	-1.03615	0.367377	-1009002,21		0
15866	1009213	1001.05	1.0	343.605	1070.41	-0.45043	-0.380473	-1009002,21		0
15869	1009213	1001.05	1.0	603.222	1505.34	1.23445	2.70039	1009002,21		0
15870	1009213	1001.05	1.0	592.594	1164.31	-0.0818267	1.47955	1009002,21		0
15871	1009223	1001.05	0.0	289.583	1109.56	1.08799	-1.65366	1009002,21		0
15872	1000993	1001.1	0.0	453.841	1904.24	1.94526	2.92923	1009002,21		0
15874	1009323	1001.22	-1.0	477.761	1252.35	-1.02636	-0.189321	-1009002,21,21,21		0
15875	1009333	1001.4	0.0	305.642	1047.41	-0.0955543	-1.8206	-1009002,21,21		0
15877	1009323	1001.22	-1.0	342.169	1327.95	-1.58814	1.62222	1009002,21,21		0
15878	1009313	1001.22	0.0	430.202	2690.42	2.4443	1.33931	-1009002,21		0
15881	1009223	1001.05	0.0	507.905	1151.38	0.485037	-1.86617	1009002,21		0
15884	1009213	1001.05	1.0	556.898	1649.31	-1.50061	-1.08567	-1009002,21,21		0
15885	1009223	1001.05	0.0	440.139	1127.01	-0.585376	1.81945	-1009002,21,21		0
15886	1000993	1001.1	0.0	252.964	1032.79	0.085725	-3.01414	1009002,-2		0
15887	1000993	1001.1	0.0	257.857	2059.41	-2.63095	0.119761	-1009002,2		0
15888	1009113	1001.05	0.0	638.206	1189.88	-0.125027	-2.61106	-1009002,21,21,21		0
15890	1000993	1001.1	0.0	639.834	1210.49	0.354701	0.529059	1009002,-1		0
15892	1092114	1001.38	0.0	1121.65	2241.68	1.1849	-1.78031	1009002,21,-1		0
15894	1009313	1001.22	0.0	1084.18	2377.98	1.31084	1.61891	-1009002,21,21,21		0
15895	1009213	1001.05	1.0	218.745	1677.3	-2.50333	1.96119	-1009002,21		0
15897	1009113	1001.05	0.0	441.751	1158.64	0.780801	-2.71679	1009002,21,21		0
15899	1009213	1001.05	1.0	133.605	1124.77	-2.02081	-2.37092	-1009002,21,21		0
15903	1092114	1001.38	0.0	114.28	1161.46	-2.32237	1.11328	1009002,21,21		0
15904	1009213	1001.05	-1.0	732.125	1318.39	-0.578173	2.79066	1009002,-1		0
15905	1009113	1001.05	0.0	648.33	1561.06	1.2241	0.814612	-1009002,21,21		0
15906	1009113	1001.05	0.0	176.099	1413.74	2.42026	0.0112374	1009002,21		0
15910	1009113	1001.05	0.0	301.002	1081.77	-0.827296	2.49025	-1009002,21,21		0
15913	1009213	1001.05	1.0	30.3894	1480.92	4.27402	2.35537	-1009002,21		0
15914	1009213	1001.05	-1.0	66.8133	1546.53	3.56273	2.58711	1009002,-4		0
15916	1009223	1001.05	0.0	407.322	1100.25	-0.486921	1.2425	-1009002,21,21		0
15918	1009323	1001.22	1.0	367.962	1365.18	1.5764	-1.57963	1009002,21,-1		0
15919	1009313	1001.22	0.0	474.907	1116.13	0.277099	2.48963	-1009002,5		0
15920	1009313	1001.22	0.0	553.935	1160.64	0.344089	0.302664	1009002,21,21,21		0
15922	1009323	1001.22	1.0	1240.38	1865.5	-0.717981	2.80527	1009002,21,21		0
15923	1009223	1001.05	0.0	1227.13	1598.45	-0.175892	-0.360505	-1009002,21,21		0
15924	1009213	1001.05	1.0	321.064	1063.58	0.483328	-2.43955	-1009002,21,21		0
15927	1009213	1001.05	-1.0	285.078	1124.53	-1.19095	0.843361	1009002,21,21		0
15932	1009213	1001.05	1.0	497.896	1126.43	0.272356	-1.37176	1009002,21,21		0
15937	1009223	1001.05	0.0	489.235	1690.72	-1.68348	1.86076	-1009002,21,21		0
15939	1009213	1001.05	-1.0	153.064	1049.78	1.35393	1.56153	-1009002,21		0
15940	1009223	1001.05	0.0	143.754	1067.05	1.59686	-1.61759	1009002,21		0
15941	1009223	1001.05	0.0	955.483	1455.29	-0.455438	-0.481153	-1009002,21,21		0
15942	1009213	1001.05	1.0	975.578	1639.17	-0.792121	2.65366	1009002,21		0
15943	1009113	1001.05	0.0	308.344	1050.52	0.256936	2.2087	-1009002,21		0
15944	1009113	1001.05	0.0	248.311	1158.96	-1.49981	-1.00633	1009002,21		0
15947	1009113	1001.05	0.0	593.303	1755.35	1.53588	-3.02441	-1009002,21,21		0
15948	1009223	1001.05	0.0	829.11	1776.25	-1.17243	-0.585467	1009002,21		0
15949	1000993	1001.1	0.0	800.108	1300.64	0.274055	1.76317	-1009002,21,21		0
15950	1092114	1001.38	0.0	788.206	1275	0.0507463	-1.35955	1009002,21		0
15952	1009213	1001.05	1.0	448.885	1262.81	1.13401	0.252653	-1009002,21		0
15954	1009113	1001.05	0.0	825.147	1346.09	0.42257	-1.22715	1009002,21,21		0
15955	1009213	1001.05	1.0	764.456	1487.85	0.906596	1.28297	-1009002,21,1		0
15958	1009113	1001.05	0.0	774.568	1734.85	-1.21225	-1.98966	1009002,21,21		0
15959	1009113	1001.05	0.0	350.516	1063.71	0.228373	2.93283	-1009002,21		0
15960	1000993	1001.1	0.0	434.957	1277.16	-1.20833	-0.193855	-1009002,21		0
15961	1009223	1001.05	0.0	392.564	1417.86	1.59169	2.77925	-1009002,21,21		0
15965	1009223	1001.05	0.0	315.904	1268.69	-1.55237	-0.486232	1009002,21		0
15967	1000993	1001.1	0.0	486.533	1652.07	-1.65066	-1.76631	-1009002,21		0
15968	1000993	1001.1	0.0	359.124	1158.17	1.06412	1.84377	1009002,21,21		0
15969	1009213	1001.05	1.0	1010.89	2109.81	1.21739	0.730008	1009002,21,21		0
15970	1009213	1001.05	1.0	734.306	1294.67	0.481311	-2.25268	-1009002,21,21		0
15972	1009113	1001.05	0.0	152.747	1141.3	1.95089	2.82415	-1009002,21		0
15974	1092214	1001.38	1.0	174.973	1427.32	2.44574	-0.735301	1009002,21,21		0
15977	1009213	1001.05	-1.0	604.523	1193.92	-0.388217	0.954638	-1009002,21		0
15978	1009223	1001.05	0.0	607.633	2150.82	-1.80861	-2.17346	1009002,21,21,21		0
15979	1009213	1001.05	-1.0	657.522	1214.91	-0.305306	1.55059	1009002,21,21		0
15981	1009113	1001.05	0.0	557.596	1264.11	-0.850892	-1.41151	-1009002,21,21		0
15984	1009313	1001.22	0.0	430.654	1603.33	-1.72959	0.196817	-1009002,21,21,21		0
15985	1009213	1001.05	1.0	454.999	1159.48	0.739173	-2.98965	1009002,21,21,21		0
15986	1092214	1001.38	1.0	777.958	1458.79	-0.828814	-0.914314	1009002,21		0
15987	1009213	1001.52	-1.0	827.027	1387.64	-0.560686	2.19692	-1009002,1		0
15989	1009213	1001.05	-1.0	72.4711	1327.62	-3.17907	-1.96478	-1009002,21,21		0
15991	1009213	1001.05	1.0	25.1756	1991.89	-4.9185	1.70021	1009002,-3		0
15994	1093214	1001.55	0.0	505.599	1197.47	0.754285	-2.66822	-1009002,21		0
15995	1009333	1001.4	0.0	532.114	1454.65	1.30697	0.490233	1009002,21,21,21		0
15996	1009313	1001.22	0.0	107.117	1021.47	1.25056	-0.489531	1009002,21,21		0
15997	1009313	1001.22	0.0	310.021	1077.69	-0.739398	2.63582	1009002,21,21		0
16005	1009213	1001.05	1.0	270.856	1038.95	0.230069	2.96095	1009002,21,21		0
16006	1009213	1001.05	-1.0	196.612	1956.36	2.83552	0.626501	-1009002,21		0
16007	1009213	1001.05	-1.0	511.949	2167.29	1.99795	-3.01396	1009002,21		0
16014	1009113	1001.05	0.0	510.85	1124	0.0342358	0.0777682	-1009002,21,21		0
16015	1009213	1001.05	-1.0	622.86	1276.94	-0.722784	1.29468	-1009002,21,21		0
16016	1009213	1001.05	1.0	614.767	1264.55	0.702178	-1.80455	1009002,21		0
16017	1009213	1001.05	1.0	329.916	1511.53	1.9046	-3.0738	1009002,21,21		0
16020	1009213	1001.05	-1.0	381.437	1240.52	1.26998	-0.0845321	-1009002,21,21		0
16023	1092214	1001.38	1.0	354.633	1467.93	-1.77212	2.95906	1009002,21,21,21		0
16024	1009213	1001.05	-1.0	420.184	1165.78	0.88897	-0.0885	-1009002,21		0
16025	1093114	1001.55	-1.0	374.535	1163.42	1.03124	-0.944056	1009002,21,21,21		0
16027	1000993	1001.1	0.0	384.956	1134.35	0.852236	2.21029	-1009002,21,21,21,21,21,21		0
16028	1009113	1001.05	0.0	508.663	1285.2	1.03449	-2.5789	-1009002,21,21		0
16029	1009213	1001.05	-1.0	648.787	1195.24	0.114727	0.718503	1009002,21		0
16030	1000993	1001.1	0.0	528.981	1277.93	-0.963817	0.170231	-1009002,21,21		0
16032	1009213	1001.05	-1.0	599.414	1234.42	-0.62981	2.78299	1009002,21		0
16036	1092214	1001.38	-1.0	984.252	1415.15	-0.178349	2.32956	-1009002,21		0
16037	1009223	1001.05	0.0	751.888	1258.5	0.169465	-0.72553	1009002,-2		0
16038	1009113	1001.05	0.0	347.234	1064.92	0.302586	0.650368	-1009002,21		0
16041	1009313	1001.22	0.0	441.481	1940.95	-2.00115	-1.89061	1009002,21,21		0
16042	1092214	1001.38	-1.0	64.2842	1025.81	1.91348	1.07188	-1009002,21,21		0
16043	1009213	1001.05	-1.0	76.9146	1665.79	-3.54364	-2.07469	1009002,21,21		0
16046	1009113	1001.05	0.0	500.798	1233.89	-0.90713	-0.0349632	1009002,21		0
16049	1009213	1001.05	1.0	525.321	1181.16	0.612367	3.11199	-1009002,21		0
16052	1009213	1001.05	-1.0	1002.05	1440.6	-0.259442	3.0809	-1009002,21,21		0
16054	1000993	1001.1	0.0	957.659	1385.41	0.00665867	-0.0775298	1009002,21		0
16056	1092214	1001.38	1.0	1367.2	2796.46	-1.26321	-1.72412	1009002,21		0
16057	1009113	1001.05	0.0	1255.42	1717.34	0.467971	1.49212	-1009002,21,21		0
16059	1092114	1001.38	0.0	342.968	1264.43	-1.45107	0.198167	1009002,21,21,21		0
16062	1009213	1001.05	1.0	390.671	1098.13	-0.550738	2.08252	-1009002,21,21		0
16066	1009213	1001.05	1.0	974.829	2389.61	1.43851	2.34736	-1009002,21,21		0
16067	1091114	1001.38	-1.0	975.15	2919.5	1.69392	-0.794202	1009002,21,21,21		0
16068	1009213	1001.05	1.0	632.073	1183.93	-0.0140123	-1.77015	-1009002,21		0
16070	1009213	1001.05	-1.0	683.641	1252.12	0.443996	1.41801	1009002,-4		0
16075	1009313	1001.22	0.0	659.282	1292.51	0.679412	-2.00939	-1009002,21		0
16079	1009213	1001.05	-1.0	683.853	1368.57	-0.829957	1.15644	1009002,21,21		0
16084	1009113	1001.05	0.0	73.6853	1188.52	2.85255	-0.919658	-1009002,21,21		0
16085	1009313	1001.22	0.0	219.912	1047.7	0.870315	2.44501	1009002,21		0
16086	1009113	1001.05	0.0	318.145	1522.83	1.95625	0.979041	1009002,21,21		0
16087	1009113	1001.05	0.0	193.777	1023.62	0.450467	-2.54127	1009002,21		0
16088	1009213	1001.05	1.0	130.557	1218.62	-2.35622	1.92371	-1009002,21,21		0
16089	1009113	1001.05	0.0	133.235	2245.94	3.40608	-0.0271032	-1009002,21,21		0
16091	1009213	1001.05	1.0	420.186	1198.82	-1.02239	2.96321	-1009002,21,21		0
16093	1009213	1001.05	-1.0	432.642	2020.75	-2.07813	-0.191423	1009002,21		0
16095	1009213	1001.05	-1.0	711.729	1321.73	0.641066	0.296275	1009002,21,21		0
16096	1093214	1001.55	0.0	529.416	1253.35	-0.890388	-2.76733	1009002,21		0
16098	1009213	1001.05	-1.0	175.341	1016.29	0.00904831	-0.00726223	-1009002,21		0
16099	1009313	1001.22	0.0	224.642	1027.13	0.201402	3.04939	1009002,21		0
16100	1009323	1001.22	1.0	349.473	1377.28	1.65267	-1.16768	-1009002,21,21		0
16101	1009313	1001.22	0.0	348.586	1388.44	1.67363	1.97383	1009002,21		0
16103	1009213	1001.05	1.0	74.1456	1006.18	0.834614	-1.54793	-1009002,21,21		0
16104	1000993	1001.1	0.0	77.048	1168.59	2.74623	2.0712	1009002,21		0
16105	1009213	1001.05	-1.0	279.062	1409.84	-1.94182	-2.73304	1009002,21		0
16106	1009223	1001.05	0.0	372.104	1599.35	-1.8797	0.149315	-1009002,21,21		0
16108	1009313	1001.22	0.0	462.693	1249.27	1.05871	0.617387	1009002,21,21		0
16111	1009223	1001.05	0.0	454.303	1960.54	-1.98565	-2.56732	-1009002,21,21		0
16112	1009213	1001.05	-1.0	442.346	2157.54	2.1429	-2.59558	1009002,21,21		0
16116	1009113	1001.05	0.0	441.833	1250.84	1.12139	0.532589	-1009002,3		0
16119	1009213	1001.05	-1.0	622.881	1667.45	-1.39474	2.33782	1009002,21,21		0
16120	1009213	1001.05	1.0	556.838	1312.53	-0.984016	-0.911968	-1009002,21		0
16121	1092114	1001.38	0.0	443.977	1201.47	0.958271	2.15947	1009002,21		0
16123	1009113	1001.05	0.0	429.665	1091.01	0.138896	-0.87312	-1009002,21		0
16125	1009223	1001.05	0.0	409.592	1186.17	-1.00886	-2.05835	-1009002,1		0
16129	1009323	1001.22	1.0	424.13	1418.84	-1.50837	1.08763	1009002,21		0
16130	1009113	1001.05	0.0	803.032	1289.41	0.154942	-0.98104	-1009002,21,21,21		0
16132	1092214	1001.38	1.0	927.547	1364.96	0.00407641	2.08388	1009002,21		0
16133	1000993	1001.1	0.0	541.207	1151.81	0.322589	0.65491	-1009002,21,21,21,21		0
16135	1009223	1001.05	0.0	532.168	1687.85	1.5899	-2.44104	1009002,-3		0
16136	1000993	1001.1	0.0	613.575	1183.19	-0.235471	1.93445	1009002,21,21,21		0
16138	1009223	1001.05	0.0	603.029	1178.31	-0.247128	-1.32221	1009002,21,21		0
16141	1092214	1001.38	-1.0	142.651	1020.64	-0.850085	3.04592	1009002,21		0
16144	1009113	1001.05	0.0	49.3876	1036.57	-2.37978	-1.53729	-1009002,21		0
16147	1093114	1001.55	-1.0	519.525	1268.43	-0.960793	-2.85502	1009002,21		0
16149	1009213	1001.05	1.0	471.881	1452.65	1.44098	-0.0175874	-1009002,21		0
16151	1009223	1001.05	0.0	1374.65	1778.93	-0.371395	-1.19607	-1009002,21,21		0
16152	1009213	1001.05	-1.0	1397.19	1782.08	0.330833	2.45775	1009002,21		0
16159	1091114	1001.38	-1.0	889.454	1405.11	0.461093	1.51985	-1009002,21,21		0
16161	1009213	1001.05	-1.0	881.671	1583.69	0.858678	-1.59523	-1009002,21,21		0
16162	1009113	1001.05	0.0	241.196	1033.31	0.350754	-0.393455	-1009002,21,21,21		0
16165	1009313	1001.22	0.0	76.5468	1588.01	3.47116	1.37862	1009002,21		0
16166	1009223	1001.05	0.0	534.182	1135.27	0.0697089	1.74444	-1009002,21,21		0
16169	1009213	1001.05	1.0	563.552	1296.65	0.927998	-1.48808	1009002,-2		0
16170	1009213	1001.05	1.0	575.557	3143.36	-2.32792	0.754318	1009002,21,21		0
16171	1009113	1001.05	0.0	586.529	1874.2	-1.65076	-2.37485	1009002,21,-1		0
16174	1009213	1001.05	1.0	408.987	1509.16	-1.67435	0.49813	-1009002,1		0
16177	1092214	1001.38	1.0	407.576	1303.94	1.34486	-2.68995	1009002,21,21		0
16178	1000993	1001.1	0.0	720.301	1261.69	-0.361525	2.56571	-1009002,21,21		0
16181	1000993	1001.1	0.0	730.887	1276.24	-0.40476	-0.598983	1009002,21,21		0
16184	1009213	1001.05	1.0	888.941	2792.4	-1.73857	1.7477	1009002,21		0
16187	1009213	1001.05	-1.0	844.306	1755.98	-1.12956	-1.56757	1009002,21,21,21		0
16188	1009113	1001.05	0.0	197.238	1021.14	-0.208748	2.6036	1009002,21,21,21		0
16189	1092214	1001.38	-1.0	314.531	1231.06	1.46369	-1.60682	-1009002,21,21		0
16194	1009213	1001.05	-1.0	456.291	1207.59	-0.944505	2.23734	-1009002,21,21		0
16198	1092224	1001.38	2.0	390.134	1754.16	-1.98036	-1.06418	1009002,21,21		0
16200	1009323	1001.22	1.0	764.83	1455.37	-0.847373	2.71043	-1009002,21,21		0
16206	1000993	1001.1	0.0	711.676	1228.46	0.0293286	-0.563025	1009002,21		0
16207	1009213	1001.05	1.0	459.758	1677.14	1.73651	2.04449	1009002,21,21		0
16208	1009213	1001.05	-1.0	488.709	1114.89	-0.092525	-1.11929	1009002,21,21,21		0
16210	1009223	1001.05	0.0	404.453	1096.36	-0.455316	-2.66444	1009002,21		0
16212	1009313	1001.22	0.0	995.154	1880.97	1.04705	0.407419	-1009002,21		0
16213	1009223	1001.05	0.0	368.864	1149.69	-0.991249	0.663608	-1009002,21,21		0
16215	1009223	1001.05	0.0	196.708	1090.41	1.42428	-2.63379	-1009002,4		0
16216	1009213	1001.05	-1.0	1148.82	2302.02	1.19587	1.16721	-1009002,3		0
16217	1009223	1001.05	0.0	1122.83	1663.38	-0.596282	-2.02471	-1009002,21		0
16218	1009313	1001.22	0.0	433.054	1124.91	0.597919	1.05611	1009002,21		0
16219	1009113	1001.05	0.0	507.535	1201.34	0.766705	-2.11474	1009002,21		0
16220	1009113	1001.05	0.0	148.819	1350.05	2.49246	2.62185	-1009002,3		0
16221	1009213	1001.05	-1.0	144.92	1777.11	3.00641	-0.758743	1009002,21		0
16222	1009223	1001.05	0.0	570.685	1841.34	-1.6534	1.13762	1009002,21,21		0
16226	1009323	1001.22	-1.0	636.994	1475.42	1.12415	-1.99924	-1009002,21		0
16227	1009223	1001.05	0.0	440.339	1138.65	0.669006	-0.669816	-1009002,21,21		0
16234	1009213	1001.05	1.0	395.462	1076.85	-0.0844276	2.5239	1009002,21		0
16235	1092114	1001.38	0.0	393.391	1088.56	0.409676	-2.73245	-1009002,21		0
16238	1091114	1001.38	1.0	444.645	2015.04	-2.04587	0.507557	1009002,21,-3		0
16240	1009313	1001.22	0.0	403.271	1380.04	1.50129	1.86634	-1009002,5		0
16244	1092114	1001.38	0.0	959.789	1435.96	-0.378039	-1.06537	1009002,21,21		0
16246	1009213	1001.05	-1.0	1015.72	1484.83	-0.396552	1.59406	-1009002,21		0
16247	1009213	1001.05	1.0	1051.63	1578.36	-0.55904	-1.4153	-1009002,21,21,21		0
16257	1009223	1001.05	0.0	1068.79	1537.57	-0.425603	-1.59441	-1009002,21		0
16258	1092114	1001.38	0.0	977.797	2024	1.19215	1.48143	1009002,21		0
16259	1009213	1001.05	-1.0	777.679	1275.67	-0.182879	1.98064	-1009002,21,21		0
16260	1009223	1001.05	0.0	803.751	1322.53	-0.385717	-1.26954	1009002,21		0
16261	1009213	1001.05	-1.0	186.891	2215.3	-3.04932	3.10108	1009002,21		0
16264	1009213	1001.05	-1.0	222.969	1033.3	0.53888	0.840899	-1009002,21,21		0
16265	1009313	1001.22	0.0	570.004	1355.65	-1.04972	-1.90336	-1009002,21,21		0
16266	1092114	1001.38	0.0	556.831	1165.58	-0.375293	1.62244	1009002,21		0
16267	1009223	1001.05	0.0	570.792	1273.24	0.844645	-0.695238	1009002,21,21		0
16270	1009213	1001.05	-1.0	563.169	1148.7	0.0286237	2.42408	1009002,21,21		0
