event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
2658	1000993	1001.1	0.0	455.411	1406.64	1.40987	-0.424493	1009002,21		0
2659	1092114	1001.38	0.0	268.487	1197.23	-1.54207	-0.213199	-1009002,21		0
2660	1009213	1001.05	1.0	250.217	1661.19	-2.35148	2.91331	-1009002,21,21		0
2661	1009313	1001.22	0.0	1206.19	1730.07	-0.574697	-1.61116	-1009002,21,21		0
2663	1009113	1001.05	0.0	954.077	1598.84	-0.764422	1.64797	1009002,21		0
2664	1009213	1001.05	1.0	899.885	2074.01	-1.32758	-1.82395	-1009002,21		0
2665	1009323	1001.22	1.0	274.455	1071.93	0.861828	2.67352	-1009002,21,21		0
2668	1009223	1001.05	0.0	618.876	1979.32	-1.67345	1.62916	-1009002,21		0
2670	1009213	1001.05	-1.0	596.232	1245.24	-0.682615	-1.5208	1009002,21,21		0
2672	1092114	1001.38	0.0	257.211	1037.39	-0.325678	-0.86969	-1009002,21,21		0
2673	1009313	1001.22	0.0	312.433	1499.98	-1.94691	2.27057	-1009002,21		0
2675	1092114	1001.38	0.0	447.712	1136.14	-0.620563	-1.39957	-1009002,21		0
2678	1009213	1001.05	-1.0	379.767	2581.55	2.52183	1.72277	1009002,21		0
2680	1093114	1001.55	1.0	753.746	1303.3	-0.457372	1.6241	-1009002,2		0
2682	1009323	1001.22	-1.0	768.47	1284.06	-0.302805	-1.50304	1009002,21,21		0
2685	1009113	1001.05	0.0	397.98	1118.46	-0.697746	0.714184	1009002,21,21		0
2686	1009113	1001.05	0.0	358.852	1126.77	-0.907964	-2.46148	1009002,21,21		0
2687	1093214	1001.55	0.0	310.88	1348.14	-1.72775	0.143342	1009002,21		0
2688	1092224	1001.38	2.0	242.225	1034.64	0.383289	2.47433	1009002,21,21		0
2689	1009113	1001.05	0.0	237.697	1034.99	-0.456285	2.57791	-1009002,21,21		0
2690	1009113	1001.05	0.0	254.302	1078.51	-1.02938	-0.476239	1009002,21,21		0
2691	1009223	1001.05	0.0	328.811	1316.3	-1.6092	1.79345	-1009002,21,21		0
2695	1092114	1001.38	0.0	365.584	2259.48	-2.39696	-1.35311	1009002,21		0
2696	1009223	1001.05	0.0	292.101	1561	2.08904	1.9262	-1009002,3		0
2702	1093114	1001.55	-1.0	259.308	1090.35	-1.09519	-1.07931	-1009002,21,21		0
2703	1000993	1001.1	0.0	369.933	1072.51	-0.282544	2.43601	-1009002,21		0
2704	1009213	1001.05	-1.0	364.405	1316.43	-1.49702	-0.526723	1009002,21,21		0
2705	1009213	1001.05	-1.0	144.932	1035.26	1.20683	1.98104	-1009002,21		0
2706	1009213	1001.05	1.0	96.4788	1043.31	1.77907	-0.849092	1009002,21,21		0
2711	1009113	1001.05	0.0	264.686	2122.03	2.64383	2.72489	-1009002,21,21		0
2715	1000993	1001.1	0.0	224.618	1039.7	-0.692496	-0.25595	1009002,-2		0
2716	1000993	1001.1	0.0	128.124	2557.63	-3.60309	-1.02178	1009002,21		0
2717	1000993	1001.1	0.0	194.386	1027.11	0.593831	1.91975	-1009002,21,21		0
2718	1009313	1001.27	0.0	326.796	1116.56	0.973107	0.759941	-1009002,3		0
2720	1009213	1001.05	-1.0	309.143	1389.41	1.80314	-2.27814	1009002,21		0
2721	1000993	1001.1	0.0	402.508	1623.52	1.82282	1.12603	-1009002,21		0
2722	1092214	1001.38	1.0	457.739	1413.89	1.41548	-1.96152	1009002,-1		0
2723	1091114	1001.38	1.0	215.661	1028.75	-0.428116	0.328631	-1009002,21		0
2725	1009223	1001.05	0.0	104.821	1454.6	-3.00004	1.52558	-1009002,21		0
2729	1009113	1001.05	0.0	888.376	1417.87	0.505089	-0.55455	-1009002,21,21		0
2731	1000993	1001.1	0.0	887.859	1545.91	0.787883	2.58669	1009002,21		0
2732	1009213	1001.05	-1.0	217.475	1025.34	-0.200462	-2.32922	1009002,21		0
2733	1009213	1001.05	-1.0	652.531	1268.8	0.614346	0.678657	-1009002,21		0
2734	1009113	1001.05	0.0	149.307	1023.82	0.904795	-2.74831	-1009002,21,21,21,21,21		0
2735	1009323	1001.22	1.0	146.413	1802.7	-3.01693	0.335545	1009002,21,21,21		0
2737	1009113	1001.05	0.0	616.24	1206.54	-0.427944	-1.25557	1009002,21		0
2739	1000993	1001.1	0.0	598.326	1170.35	-0.162425	1.85126	-1009002,21		0
2740	1092214	1001.38	1.0	248.127	1067.58	0.954872	1.33844	-1009002,1		0
2744	1009213	1001.05	1.0	191.566	1226.55	1.98263	-2.37374	-1009002,21		0
2746	1009213	1001.05	1.0	377.23	2208.2	2.33589	-1.30181	-1009002,21		0
2750	1092214	1001.38	1.0	434.389	1481.08	1.57209	1.17968	1009002,21,21,21		0
2751	1009213	1001.05	1.0	335.279	1409.32	-1.74805	-0.498804	1009002,21,21		0
2752	1009223	1001.05	0.0	307.829	1061.74	-0.540028	2.65634	-1009002,21,21		0
2754	1009113	1001.05	0.0	635.032	1354.7	0.904115	0.82163	-1009002,21		0
2755	1009113	1001.05	0.0	640.061	1418.65	1.02298	-2.32953	1009002,21		0
2757	1009313	1001.22	0.0	481.438	1111.77	0.0879379	3.03974	-1009002,21		0
2759	1000993	1001.1	0.0	170.819	1126.84	1.77264	2.77779	-1009002,21,21		0
2765	1009213	1001.05	1.0	338.167	1081.8	-0.641266	-0.225485	-1009002,21,21		0
2766	1009313	1001.22	0.0	359.366	1089.27	-0.612991	3.04721	1009002,21,-2		0
2767	1009323	1001.22	-1.0	515.598	2266.37	-2.04872	-1.44634	1009002,21		0
2769	1009113	1001.05	0.0	455.668	1099.93	0.0238863	1.60976	-1009002,21		0
2771	1009213	1001.05	1.0	415.258	1159.96	-0.878331	-0.656051	1009002,-3		0
2773	1009213	1001.05	-1.0	370.577	1305.7	1.45659	2.38738	-1009002,21,21		0
2774	1000993	1001.1	0.0	528.987	1614.21	1.51923	0.438874	1009002,21,21		0
2775	1009323	1001.22	1.0	382.015	1074.78	0.213815	-2.81397	-1009002,21,21		0
2776	1009213	1001.05	1.0	512.674	1187.14	-0.686048	2.28554	-1009002,21,21		0
2777	1009213	1001.05	1.0	649.751	1875.22	1.54042	-0.802658	1009002,-5		0
2778	1009213	1001.05	-1.0	400.254	1118.34	0.687304	0.775865	1009002,21		0
2784	1009213	1001.05	1.0	394.929	1389.7	1.54058	-2.41401	-1009002,21,21		0
2786	1009213	1001.05	-1.0	503.428	2964.25	-2.3973	-0.827894	-1009002,2		0
2789	1009323	1001.22	1.0	627.654	1790.2	-1.50562	2.22061	1009002,21,21		0
2792	1093214	1001.55	0.0	1169.36	2076.84	-1.01082	1.70635	-1009002,2		0
2794	1009213	1001.05	-1.0	1158.81	1581.85	0.33591	-1.49068	1009002,21,21		0
2795	1009323	1001.22	-1.0	260.201	1095.63	1.13041	-1.02326	1009002,21		0
2796	1009223	1001.05	0.0	571.234	1368.29	-1.07292	2.69134	-1009002,21,21		0
2798	1009213	1001.05	-1.0	542.243	1162.14	-0.418049	-0.147129	-1009002,21,21		0
2799	1009213	1001.05	1.0	521.089	1264.65	-0.947119	2.99094	1009002,21		0
2802	1093214	1001.55	0.0	502.881	1478.08	1.4056	-0.717875	-1009002,21		0
2803	1009113	1001.05	0.0	483.528	1113.86	0.142458	2.67044	1009002,21,21		0
2804	1009323	1001.22	-1.0	250.175	1134.37	-1.38975	0.119262	-1009002,21,21,21		0
2806	1009213	1001.05	1.0	302.846	1688.83	2.18265	-1.88403	1009002,21,21		0
2812	1000993	1001.1	0.0	521.831	1129.44	-0.0644395	-1.93083	1009002,21		0
2813	1009313	1001.22	0.0	815.224	1297.32	-0.154537	1.49645	-1009002,21,21		0
2817	1009113	1001.05	0.0	292.494	1359.91	-1.81333	1.96695	-1009002,21,3		0
2819	1009213	1001.05	-1.0	288.314	1604.15	-2.14928	-1.27094	-1009002,21,21		0
2823	1009113	1001.05	0.0	501.689	1264.63	0.997671	-0.194	-1009002,21,21		0
2824	1009113	1001.05	0.0	444.216	1169.53	0.826392	2.89398	-1009002,21,21,21		0
2827	1009213	1001.05	1.0	1103.04	1638.95	-0.585713	-0.634306	1009002,21		0
2828	1009323	1001.22	1.0	1237.67	2049.96	0.91182	2.38895	-1009002,21,21		0
2832	1009323	1001.22	1.0	595.287	1280.72	0.804629	1.94212	-1009002,1		0
2833	1009333	1001.4	0.0	665.854	1313.18	0.726615	-1.09168	1009002,21		0
2835	1009213	1001.05	-1.0	387.314	1199.48	-1.12767	-0.769138	-1009002,21		0
2836	1009213	1001.05	1.0	480.183	1348.67	1.24608	2.19309	1009002,21		0
2840	1009223	1001.05	0.0	334.452	1608.22	-2.00033	2.45303	1009002,21		0
2844	1009223	1001.05	0.0	326.393	1472.77	1.86636	-0.614135	-1009002,21		0
2846	1009113	1001.05	0.0	872.643	1563.71	-0.842719	1.65032	1009002,21,21		0
2848	1009313	1001.22	0.0	834.441	1354.77	0.429689	-1.47197	-1009002,1		0
2849	1009213	1001.05	1.0	430.376	1186.97	0.946111	-0.837388	1009002,21,21,21		0
2854	1009213	1001.05	1.0	424.277	1180.48	0.939347	2.29783	-1009002,21,21		0
2856	1009213	1001.05	1.0	882.25	1660.71	-0.964163	1.45553	1009002,21,21		0
2857	1009213	1001.05	-1.0	926.008	1970.65	1.21473	-1.61147	-1009002,21,21		0
2858	1009113	1001.05	0.0	579.174	1407.27	1.12886	1.91102	-1009002,21		0
2859	1009213	1001.05	1.0	429.505	1093.69	-0.225882	-1.09968	1009002,21		0
2861	1000993	1001.1	0.0	133.684	1209.32	-2.30759	-2.02665	-1009002,21,21		0
2862	1009213	1001.05	-1.0	186.754	1035.66	0.888744	-0.0477304	1009002,21,21		0
2865	1000993	1001.1	0.0	793.133	1977.69	-1.39977	-1.99414	1009002,21,21		0
2867	1009223	1001.05	0.0	580.226	1169.26	-0.286489	1.1272	-1009002,21,21,21,21,21,21,21,21,21,21		0
2869	1009213	1001.05	1.0	406.288	1174.82	0.97438	-2.41009	-1009002,21		0
2870	1009213	1001.05	1.0	394.926	1379.85	1.52422	0.563718	-1009002,21		0
2872	1092214	1001.38	1.0	1032.38	1514.13	0.443749	0.278062	1009002,21		0
2875	1000993	1001.1	0.0	1035.93	1812.9	-0.924805	-2.99053	-1009002,21		0
2876	1009113	1001.05	0.0	469.402	1370.49	1.31354	-0.229771	-1009002,21		0
2877	1009113	1001.05	0.0	323.293	1060.55	0.405487	2.71393	-1009002,21		0
2878	1009213	1001.05	-1.0	474.993	1132.49	0.47487	1.28166	-1009002,21,21,21		0
2880	1009213	1001.05	1.0	521.051	1250.99	0.90658	-1.86224	1009002,21,21		0
2882	1009213	1001.05	-1.0	140.739	1067.17	-1.62087	-2.77204	1009002,21		0
2884	1009113	1001.05	0.0	157.41	1162.51	1.99796	0.706606	-1009002,21,21,21		0
2885	1009313	1001.22	0.0	197.153	1404.16	-2.29111	1.94357	-1009002,21,21		0
2886	1000993	1001.1	0.0	198.688	1151.66	1.71389	-1.66943	1009002,21		0
2887	1009313	1001.22	0.0	84.957	1174.99	2.66772	1.85389	-1009002,21,21		0
2889	1009213	1001.05	-1.0	70.7649	1204.8	-2.93888	1.77646	-1009002,21,21		0
2890	1009213	1001.05	-1.0	1379.82	1704.73	-0.00770321	0.110204	1009002,21		0
2893	1009213	1001.05	-1.0	1397.68	1754.95	0.249567	-3.03294	-1009002,21		0
2897	1000993	1001.1	0.0	150.474	1025.08	0.930417	2.62655	1009002,21		0
2899	1009113	1001.05	0.0	265.574	1237.67	-1.66624	0.180252	1009002,21,-4		0
2901	1009113	1001.05	0.0	516.825	1451.33	1.33595	-0.945519	-1009002,21		0
2903	1009213	1001.05	-1.0	389.437	1654.44	1.88911	2.24515	1009002,21,21		0
2904	1009213	1001.05	-1.0	148.109	1715.65	2.93181	0.14502	1009002,21,21		0
2905	1000993	1001.1	0.0	202.784	1075.74	1.28256	-2.52287	1009002,2101		0
2906	1009213	1001.05	1.0	858.345	2093.1	1.39508	-1.34754	1009002,21,21		0
2907	1009223	1001.05	0.0	856.844	1632.32	0.966648	1.79398	-1009002,21		0
2908	1009313	1001.22	0.0	888.939	1587.98	-0.853162	0.344502	1009002,21,21,21		0
2909	1000993	1001.1	0.0	666.609	1219.08	-0.294174	-3.06305	1009002,21,-1		0
2911	1092214	1001.38	-1.0	430.782	1240.55	1.12313	-0.992353	-1009002,21		0
2919	1092214	1001.38	1.0	400.103	2087.61	2.20231	2.18497	1009002,21,21		0
2920	1092114	1001.38	0.0	202.03	1915.53	-2.77902	-1.65651	-1009002,21,21,21		0
2921	1009213	1001.05	1.0	679.638	1415.95	-0.938281	0.413569	-1009002,21		0
2922	1009213	1001.05	-1.0	623.01	1509.34	1.20165	-0.937259	1009002,21,21		0
2924	1009223	1001.05	0.0	616.439	1218.73	-0.500064	2.19402	-1009002,21,21		0
2927	1009213	1001.05	1.0	874.002	1433.26	0.581041	2.23879	-1009002,21,21		0
2930	1009213	1001.05	1.0	849.112	2920.25	-1.84101	-0.911274	1009002,-2		0
2931	1009213	1001.05	1.0	982.342	1404.32	-0.0720199	0.980342	1009002,21,21		0
2935	1009223	1001.05	0.0	742.971	1309.38	-0.515834	-2.03078	-1009002,21		0
2936	1009113	1001.05	0.0	1390.07	1730.77	0.176997	1.04411	-1009002,21,21		0
2938	1092114	1001.38	0.0	1163.26	1651.88	-0.503336	-2.0724	1009002,21		0
2939	1092214	1001.38	-1.0	206.231	1034.35	-0.701619	-1.83207	-1009002,1		0
2944	1009113	1001.05	0.0	279.574	2340.72	2.7127	1.70728	1009002,21		0
2945	1009113	1001.05	0.0	742.638	2225.72	-1.6409	1.84644	-1009002,21		0
2947	1009213	1001.05	1.0	754.028	1367.15	-0.672623	-1.26827	-1009002,21		0
2949	1009213	1001.05	1.0	549.304	1150.88	0.258892	-0.131927	1009002,21		0
2952	1092224	1001.38	-2.0	477.173	1182.18	-0.7763	3.13442	-1009002,21,21		0
2954	1000993	1001.1	0.0	743.139	1289.02	-0.427302	0.380268	-1009002,21,21		0
2955	1009213	1001.05	1.0	601.513	1209.6	0.50228	-2.65271	1009002,21		0
2957	1009113	1001.05	0.0	838.624	1398.33	-0.565501	-2.52691	-1009002,21		0
2958	1009213	1001.05	1.0	712.21	1237.77	0.210137	0.641047	1009002,21,21		0
2960	1009213	1001.05	-1.0	819.768	1783.57	-1.19337	-2.02734	1009002,21		0
2963	1009223	1001.05	0.0	562.588	1637.53	1.47673	0.876166	-1009002,21,21		0
2965	1009213	1001.05	-1.0	542.661	1268.17	0.901581	-2.38208	-1009002,21,21		0
2966	1009223	1001.05	0.0	542.569	1725.5	1.60541	0.65392	1009002,21,21		0
2967	1009213	1001.05	1.0	485.586	1184.68	0.762046	0.0790131	-1009002,21		0
2969	1009113	1001.05	0.0	393.789	2248.75	2.31533	-3.11958	1009002,21		0
2971	1009113	1001.05	0.0	1255.79	1611.25	-0.103734	3.08802	1009002,21,21		0
2972	1009323	1001.22	-1.0	1299.56	1651.77	0.147557	-0.0384522	-1009002,21,21,21		0
2974	1009223	1001.05	0.0	422.247	1377.76	1.44655	1.72972	-1009002,21		0
2975	1009213	1001.05	-1.0	319.243	1100.3	0.897484	-0.999713	1009002,21		0
2976	1000993	1001.1	0.0	476.973	1843.16	-1.8455	-2.9971	-1009002,21,2		0
2977	1009113	1001.05	0.0	451.47	1545.2	-1.61245	0.146191	1009002,21		0
2979	1009223	1001.05	0.0	734.748	1242.19	-0.044535	2.34027	-1009002,21,21		0
2981	1009113	1001.05	0.0	757.483	1962.14	-1.43953	-0.79617	1009002,21		0
2982	1000993	1001.1	0.0	733.188	1541.53	1.04601	0.167373	-1009002,21,21		0
2984	1009313	1001.22	0.0	572.046	1450.96	1.21649	-3.09578	1009002,-2		0
2987	1092114	1001.38	0.0	263.248	1076.41	0.962359	-1.85052	1009002,21		0
2988	1009113	1001.05	0.0	253.67	1093.46	-1.14781	1.26334	-1009002,21,21,21		0
2989	1009213	1001.05	-1.0	728.504	1429.2	0.86723	2.36651	1009002,21		0
2991	1009213	1001.05	1.0	493.618	1265.89	1.02235	-0.625061	-1009002,21,21		0
2993	1009213	1001.05	-1.0	1068.69	1754.41	-0.811995	-0.110103	-1009002,21,21,21		0
2994	1009213	1001.05	1.0	1056.78	1967.24	-1.04898	3.02009	1009002,21		0
2995	1000993	1001.1	0.0	325.381	1186.21	-1.29093	-1.06613	-1009002,3		0
2997	1000993	1001.1	0.0	374.848	1228.07	1.25569	2.11638	1009002,21		0
2999	1092214	1001.38	-1.0	253.803	1717.11	-2.38878	2.36575	-1009002,21,21		0
3000	1000993	1001.1	0.0	330.397	1176.25	-1.23787	-1.10929	1009002,21		0
3001	1009313	1001.22	0.0	502.294	1151.55	-0.509358	2.7599	-1009002,21		0
3003	1009213	1001.05	-1.0	463.946	1104.55	-0.111215	-0.426829	1009002,21,21		0
3004	1009313	1001.22	0.0	331.156	1476.04	1.85531	2.56587	1009002,21		0
3005	1009113	1001.05	0.0	513.098	1125.32	0.0606041	-1.20084	-1009002,21		0
3006	1009213	1001.05	1.0	676.485	1224.55	0.290718	0.0364439	-1009002,1		0
3009	1009213	1001.05	-1.0	483.706	1349.49	-1.23903	-3.10356	1009002,21		0
3010	1009213	1001.05	1.0	812.084	1289.55	-0.045308	-2.19368	-1009002,21		0
3011	1092214	1001.38	1.0	808.312	1290.57	0.119945	1.0188	1009002,21		0
3012	1009213	1001.05	-1.0	761.896	1291.03	-0.37212	0.288534	-1009002,21,21		0
3015	1009113	1001.05	0.0	789.904	1597.21	-1.02719	-2.88197	1009002,21,21,21		0
3017	1000993	1001.1	0.0	650.126	1521.17	1.1669	2.25777	-1009002,21		0
3021	1009213	1001.05	1.0	671.605	1228.39	-0.344829	-0.953513	1009002,21		0
3023	1092224	1001.38	2.0	567.595	1535.25	-1.3455	-2.10985	1009002,21		0
3025	1000993	1001.1	0.0	354.199	3057.56	-2.78819	1.29716	-1009002,21		0
3026	1009213	1001.05	-1.0	380.382	2154.26	-2.29545	1.14454	1009002,21		0
3028	1009213	1001.05	1.0	543.833	1140.17	-0.0846698	-2.23356	1009002,21		0
3029	1009213	1001.05	1.0	377.06	1350.48	1.52393	2.89088	1009002,21,21		0
3030	1009213	1001.05	-1.0	361.39	1075.67	0.419541	-0.249549	-1009002,21		0
3038	1092114	1001.38	0.0	208.564	1075.96	-1.24932	-3.08741	1009002,21,21,21		0
3039	1000993	1001.1	0.0	174.12	1921.68	-2.93322	0.255709	1009002,21,21		0
3040	1000993	1001.1	0.0	420.695	1196.43	-1.01203	-0.463232	1009002,21		0
3041	1009213	1001.05	-1.0	404.698	1089.74	-0.356092	2.80156	-1009002,3		0
3042	1009313	1001.22	0.0	870.045	1345.15	0.254244	-2.17701	-1009002,21		0
3043	1009313	1001.22	0.0	725.595	1527.61	1.03898	1.54371	1009002,21		0
3044	1000993	1001.1	0.0	183.042	1017.7	0.0171108	-0.79333	1009002,21,21		0
3045	1009333	1001.4	0.0	144.479	1045.24	-1.35825	2.12323	-1009002,21,21,21,21		0
3053	1009213	1001.05	1.0	214.409	1101.37	-1.39532	-0.4383	1009002,21,21		0
3055	1009313	1001.22	0.0	601.193	1321.88	-0.902457	2.09631	-1009002,21		0
3057	1000993	1001.1	0.0	828.303	2476.41	-1.66387	0.83409	-1009002,21		0
3060	1092214	1001.38	-1.0	809.272	1587.57	0.982064	-2.30488	1009002,21,21		0
3063	1009213	1001.05	-1.0	177.545	1023.46	-0.621743	2.90769	-1009002,21		0
3064	1009223	1001.05	0.0	169.029	2347.5	3.22224	0.0781877	1009002,21		0
3066	1009113	1001.05	0.0	808.313	1696.33	1.11902	-1.28319	-1009002,21		0
3067	1009113	1001.05	0.0	342.64	1074.05	0.515691	2.28825	-1009002,21,21		0
3068	1009223	1001.05	0.0	331.702	1061.04	-0.34567	-0.370641	1009002,-1		0
3069	1009113	1001.05	0.0	342.156	1068.82	-0.431749	2.7562	-1009002,21		0
3070	1009113	1001.05	0.0	601.93	1176.22	0.227496	0.893733	-1009002,21		0
3071	1092114	1001.38	0.0	729.797	1309.29	0.551213	-2.27809	-1009002,21		0
3073	1009213	1001.05	1.0	1626.1	1915.74	-0.0946037	0.846084	-1009002,21,21		0
3074	1092114	1001.38	0.0	1751.35	2712.34	-0.906027	-2.09356	1009002,21,21		0
3076	1009213	1001.05	-1.0	778.228	1812.23	-1.28229	1.24895	1009002,21,21		0
3078	1009223	1001.05	0.0	1126.01	1602.25	0.467004	-2.42137	1009002,21,21		0
3080	1009113	1001.05	0.0	679.499	1210.6	0.0610477	0.286239	1009002,21		0
3082	1009213	1001.05	1.0	648.899	1374.46	-0.917637	-2.9626	1009002,21,21		0
3083	1009313	1001.22	0.0	224.508	1067.87	-1.08906	-0.406376	-1009002,21,21		0
3084	1009323	1001.22	-1.0	249.39	1642.09	-2.33612	2.99824	1009002,-1		0
3085	1009323	1001.22	-1.0	394.022	1172.53	-1.00475	1.46446	-1009002,21		0
3089	1009213	1001.05	1.0	398.453	1329.92	-1.42408	-1.68258	1009002,21		0
3092	1009223	1001.05	0.0	417.347	1301.02	-1.31182	0.638499	-1009002,21		0
3095	1092114	1001.38	0.0	424.807	1437	-1.53399	-2.49676	1009002,21,21		0
3096	1009213	1001.05	-1.0	154.03	2062.74	-3.15168	-0.690013	-1009002,21		0
3098	1009213	1001.05	1.0	51.2213	1189.58	3.22099	-3.04561	-1009002,21		0
3099	1009323	1001.22	1.0	478.353	1484.18	1.47037	0.979924	1009002,21,21		0
3100	1009313	1001.22	0.0	456.034	1398.57	1.39494	-1.99224	-1009002,2		0
3101	1093214	1001.55	0.0	467.538	1131.1	-0.493508	-0.534877	1009002,21,21		0
3102	1009113	1001.05	0.0	558.85	1156.15	0.263949	2.55556	-1009002,21		0
3105	1009313	1001.22	0.0	358.502	1511.61	1.81733	1.21901	1009002,21		0
3114	1009213	1001.05	1.0	218.218	1232.79	1.86236	-2.77095	1009002,21,21		0
3116	1009213	1001.05	-1.0	206.333	1728.79	-2.60923	-2.17722	1009002,21		0
3117	1092114	1001.38	0.0	309.116	1115.64	1.03982	1.4065	-1009002,21,21		0
3118	1009313	1001.22	0.0	408.375	1523.97	1.69434	2.60646	-1009002,21,21,21		0
3119	1009313	1001.22	0.0	403.988	1108.22	-0.584862	-0.504688	1009002,21,21		0
3120	1009223	1001.05	0.0	468.206	1114.43	-0.30226	-2.11484	1009002,21,21		0
3121	1009323	1001.22	-1.0	415.553	1824.04	-1.97398	0.958976	-1009002,21,21		0
3122	1009333	1001.4	0.0	242.069	1051.59	-0.787023	1.20783	1009002,21		0
3126	1009213	1001.05	1.0	90.5839	1078.03	2.16544	-2.81222	1009002,21		0
3127	1000993	1001.1	0.0	420.146	1272.96	-1.23933	-2.31366	-1009002,21,21		0
3128	1009113	1001.05	0.0	439.224	1094.74	0.133196	0.740997	1009002,21,21,21		0
3131	1000993	1001.1	0.0	126.404	1045.49	1.51488	-0.164009	1009002,2103		0
3134	1092114	1001.38	0.0	168.198	1414.95	-2.46828	2.60322	-1009002,21		0
3135	1000993	1001.1	0.0	332.165	1132.44	-1.04188	-2.52785	-1009002,3		0
3136	1009223	1001.05	0.0	363.997	1377.8	1.60978	0.699408	1009002,21		0
3139	1009113	1001.05	0.0	447.011	1096.44	0.0359306	-2.89475	-1009002,21,21		0
3141	1092114	1001.38	0.0	456.357	1150.36	0.6806	0.148053	1009002,21,21		0
3143	1009113	1001.05	0.0	262.911	1135.05	-1.33692	0.224958	-1009002,21		0
3144	1009213	1001.05	-1.0	342.16	1086.39	0.670806	3.00714	1009002,21,21		0
3149	1009113	1001.05	0.0	650.113	1268.48	-0.619856	-2.79693	-1009002,21		0
3151	1009223	1001.05	0.0	618.429	2248.01	1.84878	0.261373	1009002,21		0
3153	1009323	1001.22	1.0	364.474	1134.84	0.931168	-2.6382	-1009002,21,21		0
3155	1000993	1001.1	0.0	211.839	1228.15	1.88166	-0.871881	-1009002,21		0
3156	1009213	1001.05	1.0	353.486	1164.01	1.10882	0.756888	1009002,21,21,21		0
3157	1009333	1001.4	0.0	544.535	1422.57	1.2292	-1.85456	-1009002,21		0
3160	1009213	1001.05	1.0	346.49	1341.22	-1.59947	-1.93694	1009002,21,21		0
3162	1000993	1001.1	0.0	391.072	1211.28	-1.15441	1.05352	-1009002,21		0
3165	1009223	1001.05	0.0	473.599	1153.49	-0.637374	0.168422	-1009002,21,21,21		0
3166	1009113	1001.05	0.0	542.463	1600.46	1.47601	-2.81761	1009002,21		0
3167	1009213	1001.05	-1.0	59.9441	1032.69	-2.12153	1.0736	-1009002,4		0
3171	1000993	1001.1	0.0	66.7419	1089.02	-2.54691	-1.69535	1009002,21		0
3173	1092224	1001.38	2.0	913.888	1361.51	-0.136951	2.69602	1009002,21		0
3175	1092214	1001.38	1.0	989.688	1508.22	-0.522382	-0.03049	1009002,21		0
3176	1009113	1001.05	0.0	135.652	1055.84	1.55573	-0.468236	1009002,21,-3		0
3178	1009313	1001.22	0.0	365.497	2441.6	-2.49344	-2.9891	1009002,21,21		0
3181	1009113	1001.05	0.0	1029.11	1854.25	0.977183	-0.138424	-1009002,1		0
3184	1009113	1001.05	0.0	743.269	1276.54	0.360607	-2.89866	1009002,21,21		0
3190	1009213	1001.05	-1.0	565.813	1250.41	0.784987	1.4027	-1009002,21		0
3193	1009213	1001.05	1.0	661.567	1208.62	-0.217331	-1.40816	-1009002,21,21		0
3194	1009213	1001.05	-1.0	358.667	1069.14	0.304634	-2.48225	-1009002,21		0
3197	1092214	1001.38	1.0	359.997	1591.51	1.90561	1.14717	1009002,21		0
3198	1009213	1001.05	-1.0	728.786	1280.97	0.436235	0.49835	1009002,21,21		0
3201	1009323	1001.22	1.0	730.886	1364.2	0.716389	-2.63983	1009002,21,21		0
3203	1009223	1001.05	0.0	670.907	1340.21	0.789533	-0.343104	1009002,21,21		0
3204	1009313	1001.22	0.0	834.203	1320.46	-0.252371	2.31447	1009002,21		0
3206	1009213	1001.05	-1.0	248.284	1646.23	-2.34483	-0.37975	1009002,21,21		0
3207	1009213	1001.05	1.0	392.788	1078.13	-0.195693	2.77827	-1009002,21,21		0
3208	1000993	1001.1	0.0	1024.79	1509.29	0.448267	0.722364	-1009002,21,21,21		0
3210	1092214	1001.38	-1.0	936.239	1420.01	0.385878	-2.47415	-1009002,21,21		0
3212	1009323	1001.22	1.0	927.048	1369.16	0.121456	-1.83987	1009002,21,21		0
3213	1009113	1001.05	0.0	1101.32	2583.05	1.40587	1.43264	1009002,21,21		0
3214	1092214	1001.38	-1.0	331.407	1265.7	-1.49218	-0.992026	1009002,21		0
3218	1009213	1001.05	-1.0	408.356	1095.99	0.427312	1.80032	1009002,21,21		0
3219	1009213	1001.05	1.0	100.433	1046.08	1.7709	-2.59985	-1009002,21,21		0
3221	1009313	1001.22	0.0	103.688	1320.71	2.80654	0.560673	1009002,21,21		0
3222	1091114	1001.38	-1.0	346.824	1131.05	-0.976756	-1.91624	1009002,21,21,21		0
3223	1009323	1001.22	-1.0	344.259	1064.99	0.328228	1.22845	-1009002,21,21		0
3224	1009213	1001.05	-1.0	177.628	1021.19	0.515966	1.70366	1009002,21,21		0
3227	1092214	1001.38	1.0	409.955	1243.14	1.19082	-2.36287	-1009002,21		0
3228	1000993	1001.1	0.0	500.932	1131.59	0.324549	-2.68958	-1009002,21		0
3229	1009323	1001.22	1.0	538.81	1288.67	0.967535	0.462093	1009002,21,21		0
3230	1092214	1001.38	1.0	401.025	2404.6	2.38051	1.26842	1009002,21,21		0
3232	1009323	1001.22	1.0	28.2323	1079.95	-3.35477	-0.164546	1009002,21,21		0
3233	1009223	1001.05	0.0	639.962	1532.4	-1.20154	-2.89112	1009002,-2		0
3234	1000993	1001.1	0.0	611.948	1657.82	-1.40444	0.238083	-1009002,21		0
