phi	pt	mothers	energy	pdg_id	long_lived	charge	eta	mass	event	daughters
-1.85123610497	117.341995239	-1009002,21	2273.3053002	1092214	0	1	3.16094899178	1801.375	10965	
2.37107896805	1212.72192383	-1009002,21	2307.94609337	1009223	0	1	0.607157409191	1801.05004883	10966	
-0.847260355949	1123.48425293	-1009002,21,21,21	2333.06092171	1009113	0	0	-0.780107319355	1801.05004883	10966	
-0.991820931435	562.984130859	-1009002,21,21	1918.40563344	1009213	0	0	-0.580920636654	1801.05004883	10967	
2.26968884468	695.583984375	1009002,21,21	1948.64254935	1009113	0	0	0.370698332787	1801.05004883	10967	
1.74512791634	217.895095825	1009002,21,21	1821.1730693	1092114	0	0	0.664541423321	1801.375	10968	
-1.52247548103	757.490844727	-1009002,21	2088.80834477	1009213	0	0	0.86363953352	1801.05004883	10968	
2.60175418854	994.764892578	1009002,21,21	2065.08350863	1092114	0	0	-0.173422396183	1801.375	10970	
-0.499295711517	1149.6529541	-1009002,21,21	2136.80514077	1009213	0	0	0.0185125134885	1801.05004883	10970	
0.601682901382	248.273620605	-1009002,21,21	2123.86662564	1009223	0	1	-2.19231772423	1801.05004883	10971	
-2.88721585274	209.54788208	1009002,21	2109.94404604	1009223	0	1	-2.34125423431	1801.05004883	10971	
-2.13329720497	760.688110352	-1009002,21	1955.81269315	1000993	0	0	-0.066927112639	1801.09997559	10972	
1.02451145649	772.126464844	1009002,21,21	2106.7318809	1009113	0	0	-0.882664263248	1801.05004883	10972	
1.29569852352	963.286193848	-1009002,21,21	2078.41664479	1009223	0	1	0.389593422413	1801.05004883	10973	
-1.85392582417	992.815490723	1009002,21	2377.83439341	1009213	0	0	-1.01739168167	1801.05004883	10973	
-2.36428260803	2824.35107422	1009002,21,21,21	3369.94513205	1092214	0	1	-0.129545092583	1801.375	10975	
0.809112131596	2601.34716797	-1009002,21	3164.20884657	1009113	0	0	-0.0145325465128	1801.05004883	10975	
0.842769265175	796.773498535	1009002,21	2346.02544154	1009213	0	0	1.24898207188	1801.05004883	10978	
-2.39829730988	714.885192871	-1009002,21,21	1938.15066331	1009213	0	0	0.0556767657399	1801.05004883	10978	
0.712502896786	600.883483887	-1009002,21	1898.84247246	1009323	0	0	0.0190001931041	1801.22497559	10980	
-2.44615268707	606.300964355	1009002,21	2001.43452168	1009223	0	1	0.906431615353	1801.05004883	10980	
-0.60254663229	1302.87463379	1009002,21,21	2254.87577543	1009213	0	0	0.286513417959	1801.05004883	10982	
2.61442017555	1298.09863281	-1009002,21	2373.03513248	1093114	0	1	-0.606882691383	1801.55004883	10982	
-1.42014682293	564.127319336	-1009002,21,21	2669.86803115	1009213	0	0	1.92296719551	1801.05004883	10984	
1.72975981236	566.57623291	1009002,21	2246.10692408	1009313	0	0	1.50746202469	1801.22497559	10984	
-0.627152442932	331.64541626	-1009002,21	1973.98475613	1009313	0	0	-1.53802955151	1801.22497559	10985	
2.35439825058	363.667724609	1009002,-2	2077.65076581	1009213	0	0	1.70747256279	1801.05004883	10985	
-1.54969131947	1319.05810547	1009002,21	2305.88192275	1009113	0	0	-0.424843937159	1801.05004883	10986	
1.58726835251	1323.26806641	1009002,21,21	2243.78727152	1009223	0	1	-0.150125458837	1801.05004883	10986	
-0.957460045815	375.117126465	-1009002,21,21	1921.93945115	1009213	0	0	1.18514728546	1801.05004883	10987	
2.19267058372	379.230773926	1009002,21,21	1931.53757467	1009113	0	0	1.219404459	1801.05004883	10987	
1.92695212364	382.436187744	-1009002,21,2	2253.17243586	1009213	0	0	1.93674635887	1801.05004883	10991	
-1.23589503765	383.204223633	1009002,-2	2033.14638052	1009213	0	0	1.54994416237	1801.05004883	10991	
2.59083938599	1294.07885742	-1009002,21	2364.00715533	1009213	0	0	-0.596556067467	1801.05004883	10992	
-0.0582441166043	1046.25952148	1009002,2101	2243.54921762	1009113	0	0	0.730205416679	1801.05004883	10992	
-1.89830827713	957.674865723	-1009002,21,21,21	2286.13408934	1000993	0	0	-0.935298800468	1801.09997559	10994	
1.24708509445	947.810546875	1009002,-3	3260.37345478	1000993	0	0	-1.71465051174	1801.09997559	10994	
-2.02458143234	345.487426758	-1009002,21,21	1864.56793687	1092214	0	1	-0.859978318214	1801.375	10995	
0.594951450825	757.84954834	-1009002,21	1960.08807059	1009223	0	1	0.202303186059	1801.05004883	10995	
-1.30485963821	886.709594727	-1009002,21,21	2314.55945578	1009223	0	1	1.07796800137	1801.05004883	10996	
1.78338980675	822.327026367	1009002,21	2279.06195719	1009223	0	1	1.12198328972	1801.05004883	10996	
2.73751878738	311.964202881	1009002,21,21	1828.00582442	1009213	0	0	-0.0717837810516	1801.05004883	10997	
-0.72169393301	751.579467773	-1009002,21,21	2669.42056029	1000993	0	0	1.61833894253	1801.09997559	10997	
1.83936977386	920.821838379	-1009002,21	2207.57064819	1009213	0	0	-0.852909862995	1801.05004883	10999	
-1.30936193466	915.50970459	1009002,21,21	2617.64959672	1009213	0	0	-1.35913860798	1801.05004883	10999	
-1.54935932159	632.539672852	-1009002,21,21	2121.79404972	1093114	0	1	-1.17403626442	1801.55004883	11000	
1.63406562805	671.865539551	1009002,21,21	1922.7032222	1009223	0	1	-0.059558134526	1801.05004883	11000	
-1.19264638424	448.238525391	-1009002,21	2010.22271161	1009223	0	1	-1.31229734421	1801.05004883	11002	
1.95220208168	411.191162109	1009002,-3	2169.81164796	1009323	0	0	-1.74210107327	1801.22497559	11002	
-0.282870203257	727.074951172	-1009002,21	1961.52951691	1009213	0	0	0.368699908257	1801.05004883	11006	
2.90227842331	803.085266113	1009002,21,21	1977.37978146	1009323	0	0	-0.17809484899	1801.22497559	11006	
-2.82772779465	865.023925781	-1009002,21	2236.16454448	1009223	0	1	0.990681946278	1801.05004883	11011	
0.278165578842	869.326538086	1009002,21,21	2256.86434604	1009213	0	0	1.01797294617	1801.05004883	11011	
1.27335166931	2161.38525391	-1009002,21	3071.74038758	1009113	0	0	0.543325603008	1801.05004883	11013	
-2.00861883163	2438.87988281	-1009002,21,21	3033.7826684	1009223	0	1	0.0447527244687	1801.05004883	11013	
-2.08762216568	241.579833984	-1009002,21	1903.73303094	1009223	0	1	-1.58969151974	1801.05004883	11014	
