event	pdgid	mass	charge	pt	energy	eta	phi	mothers	daughters	longLived
16736	1009113	1801.05	0.0	505.673	1875.48	0.261867	2.72465	1009002,21		0
16737	1009223	1801.05	0.0	1424.28	2343.52	-0.323436	2.84593	1009002,21,21		0
16738	1009223	1801.05	0.0	1781.16	2550.32	-0.165627	-0.324046	-1009002,3		0
16739	1092224	1801.38	-2.0	473.521	2157.84	-1.57065	0.783899	-1009002,21,21		0
16740	1009213	1801.05	1.0	693.143	3527.02	-2.15573	-2.5562	1009002,21		0
16741	1009323	1801.22	-1.0	821.249	2067.69	0.674656	0.434525	1009002,21,21,21		0
16742	1092214	1801.38	1.0	891.32	2009.83	0.00067671	-2.65681	1009002,2203		0
16743	1009213	1801.05	-1.0	1100.7	2829.27	1.3067	1.41335	1009002,21,21		0
16744	1092114	1801.38	0.0	1187.85	2247.61	0.507578	-1.74381	-1009002,21,21		0
16745	1000993	1801.1	0.0	657.46	2757.99	1.8233	3.09371	1009002,21		0
16746	1009113	1801.05	0.0	773.7	1961.47	0.09109	0.581705	-1009002,21,21,21		0
16747	1009313	1801.22	0.0	549.585	1912.84	-0.577616	-1.97046	-1009002,21		0
16748	1009113	1801.05	0.0	474.133	1885.36	0.584686	2.62762	1009002,21,21		0
16749	1009323	1801.22	1.0	593.119	1932.08	-0.588855	2.2777	-1009002,21,21		0
16750	1009213	1801.05	1.0	350.844	2075.14	-1.74053	-0.756708	1009002,2101		0
16751	1000993	1801.1	0.0	617.76	1921.22	0.403255	-1.07509	-1009002,21		0
16752	1000993	1801.1	0.0	628.533	1960.38	-0.667949	2.01271	1009002,21		0
16753	1009213	1801.05	-1.0	943.202	2045.67	0.238051	-2.85558	-1009002,21		0
16754	1000993	1801.1	0.0	912.164	2295.15	-1.01391	0.246116	1009002,21		0
16755	1009223	1801.05	0.0	1200.57	2217.35	-0.39075	-3.12083	-1009002,21,21,21		0
16756	1009323	1801.22	1.0	1119.63	2637.27	1.13801	-0.196271	1009002,21		0
16758	1092224	1801.38	-2.0	550.441	2245.62	-1.5384	-0.352047	-1009002,21,21,21		0
16760	1000993	1801.1	0.0	732.598	2121.79	0.989665	-2.9171	-1009002,21		0
16762	1009213	1801.05	1.0	864.375	2111.77	0.726403	-1.49337	-1009002,21		0
16766	1092214	1801.38	1.0	853.292	2311.32	1.12117	2.3904	1009002,21		0
16767	1009213	1801.05	1.0	101.457	2308.45	-3.34746	2.12687	1009002,21,21		0
16772	1009213	1801.05	-1.0	142.641	1933.11	-2.27659	-0.654684	-1009002,21		0
16776	1009313	1801.22	0.0	933.576	2038.49	0.211176	1.33306	-1009002,21		0
16777	1093214	1801.55	0.0	996.756	2435.81	1.08198	-1.8051	1009002,21		0
16778	1009213	1801.05	-1.0	377.438	2075.11	-1.66237	1.59395	-1009002,21		0
16779	1009213	1801.05	1.0	288.9	1828.94	0.446561	-1.59446	1009002,21,21		0
16780	1009313	1801.22	0.0	455.265	2536.3	-2.04312	-1.61626	-1009002,21,21		0
16781	1092214	1801.38	1.0	501.661	2199.65	-1.57389	1.48688	1009002,21,21		0
16782	1009213	1801.05	1.0	375.315	1845.67	0.384259	-0.774608	-1009002,21		0
16783	1092114	1801.38	0.0	383.371	2714.68	2.35134	2.17075	1009002,21,21,21		0
16784	1009213	1801.05	1.0	170.498	2237.54	-2.74149	-0.8742	-1009002,1		0
16786	1009213	1801.05	-1.0	439.722	1900.04	-0.842596	-1.50158	1009002,21		0
16787	1009223	1801.05	0.0	774.784	1969.44	-0.237961	1.7047	-1009002,21		0
16789	1009223	1801.05	0.0	873.432	2729.55	1.49803	-1.46101	1009002,21,21		0
16790	1009213	1801.05	1.0	1998.77	2966.01	0.589771	-1.29572	-1009002,21,21		0
16791	1009223	1801.05	0.0	2062.54	2757.52	-0.157259	1.86729	1009002,21,21,21		0
16792	1009313	1801.22	0.0	319.519	2593.61	-2.45054	-1.76331	-1009002,21		0
16794	1009213	1801.05	-1.0	306.664	2138.31	-1.99902	1.3234	1009002,21,-2		0
16795	1009113	1801.05	0.0	1085.3	2259.71	0.703016	-2.94843	-1009002,21,21		0
16796	1092114	1801.38	0.0	1088.06	2401.06	0.924824	0.219654	1009002,-2		0
16798	1009213	1801.05	-1.0	1131.89	2127.28	-0.0173096	-1.91375	-1009002,21		0
16799	1009213	1801.05	-1.0	1363.69	2295.86	-0.295837	1.09749	-1009002,21,21		0
16801	1092214	1801.38	1.0	845.22	2398.72	1.24096	-2.82012	1009002,21,21,21		0
16802	1009213	1801.05	-1.0	805.659	3596.75	2.02776	0.306887	-1009002,21		0
16805	1009113	1801.05	0.0	1121.99	2231.2	0.581357	0.737391	1009002,21		0
16808	1009113	1801.05	0.0	1080.5	3954.27	1.84983	-2.38434	-1009002,21,21		0
16809	1009313	1801.22	0.0	679.129	2181.69	-1.2013	1.96232	1009002,21,21		0
16811	1009213	1801.05	-1.0	581.802	1963.69	-0.808416	-0.999516	-1009002,21,21,1		0
16812	1092214	1801.38	1.0	829.892	2059.48	-0.62667	-2.00988	1009002,21,21		0
16814	1009313	1801.22	0.0	864.908	2204.39	0.934432	1.10609	-1009002,21,21,21		0
16816	1009223	1801.05	0.0	906.718	2154.81	-0.762041	0.721428	1009002,21,21		0
16818	1009213	1801.05	1.0	920.227	2093.38	-0.557507	-2.34323	-1009002,21,21,21		0
16819	1009223	1801.05	0.0	231.984	2063.94	-2.14868	2.49793	-1009002,21		0
16820	1009323	1801.43	1.0	224.565	1825.08	-0.761526	-0.573354	1009002,-3		0
16827	1091114	1801.38	1.0	1691.97	3181.17	-1.00559	-0.951418	1009002,21,21		0
16829	1009213	1801.05	-1.0	1733.3	2665.6	-0.511577	2.15295	-1009002,21,21		0
16832	1093224	1801.55	-1.0	504.375	2408.4	1.82069	2.40807	-1009002,21,21		0
16833	1009223	1801.05	0.0	481.731	2010.53	1.22881	-0.717729	1009002,21,21,21		0
16834	1009313	1801.22	0.0	709.738	1956.93	-0.391952	-0.293624	-1009002,21		0
16837	1009323	1801.22	-1.0	726.994	2933.73	-1.82608	2.82849	1009002,21		0
16838	1009213	1801.05	-1.0	751.547	2015.75	-0.629115	-0.126772	-1009002,21,21		0
16839	1009213	1801.05	1.0	689.045	2013.39	0.763756	2.96983	1009002,-2		0
16840	1009213	1801.05	-1.0	213.424	1900.18	-1.7037	-0.0041856	-1009002,21,2		0
16841	1000993	1801.1	0.0	263.531	1859.43	-1.16123	-2.92022	1009002,21,21		0
16842	1009213	1801.05	-1.0	1757.66	2596.65	-0.356444	1.12908	-1009002,21,21		0
16843	1009213	1801.05	1.0	1750.75	2637.8	-0.445305	-1.9828	1009002,21,21		0
16844	1009213	1801.05	1.0	1126.89	2176.44	-0.407877	-0.277072	1009002,21		0
16845	1009223	1801.05	0.0	1457.45	2454.82	-0.531309	2.65889	-1009002,21		0
16846	1009213	1801.05	-1.0	2063.96	3403.78	-0.86637	1.41362	-1009002,21,21		0
16847	1009223	1801.05	0.0	1833.84	2588.89	0.167805	-1.77808	-1009002,21		0
16848	1000993	1801.1	0.0	318.645	2511.66	-2.38837	-1.38801	1009002,21,21,21		0
16850	1009113	1801.05	0.0	194.803	1893.5	1.76282	1.74192	-1009002,21,21		0
16851	1009323	1801.22	1.0	526.27	1892.85	-0.455346	-1.84116	-1009002,21,21		0
16852	1009313	1801.22	0.0	559.205	2158.02	1.38652	1.30195	1009002,21		0
16853	1009213	1801.05	-1.0	1127.12	2189.77	-0.454438	0.513788	-1009002,21,21		0
16854	1009213	1801.05	1.0	1183.55	2427.91	-0.841734	-2.67749	1009002,21,21,21,21		0
16855	1092114	1801.38	0.0	1865.89	3648.82	1.12368	-2.9121	1009002,21,21		0
16856	1093214	1801.55	0.0	896.783	2023.11	-0.229703	-0.283344	1009002,21,21		0
16861	1009213	1801.05	1.0	1519.16	2357.12	-0.043477	1.44138	-1009002,21		0
16862	1092224	1801.38	2.0	1388.74	2368.92	0.460252	-1.499	1009002,21,21		0
16863	1009213	1801.05	-1.0	1128.14	2352.05	0.803899	0.80314	1009002,21,21,21		0
16865	1009113	1801.05	0.0	1091.82	3069.96	-1.4639	-2.37561	-1009002,4		0
16867	1009113	1801.05	0.0	102.981	2060.86	2.96538	1.3807	-1009002,21		0
16868	1092114	1801.38	0.0	154.44	1909.37	-2.08867	-1.46941	1009002,21,21,21		0
16873	1009323	1801.22	1.0	667.97	2368.73	-1.47649	-1.97815	-1009002,4		0
16874	1009213	1801.05	-1.0	962.661	2135.48	-0.610011	1.27218	1009002,-4		0
16876	1009213	1801.05	1.0	390.513	2914.49	-2.45526	-1.84845	-1009002,2		0
16877	1009313	1801.22	0.0	386.683	2312.99	-1.99733	1.30492	1009002,21		0
16878	1009323	1801.22	-1.0	1595.38	2998.06	-0.964436	0.876928	-1009002,21		0
16879	1009313	1801.22	0.0	1745.36	2511.26	0.0717931	-2.29048	-1009002,3		0
16880	1009213	1801.05	-1.0	859.09	2018.81	0.349279	-0.860648	-1009002,21		0
16881	1009113	1801.05	0.0	889.674	2566.58	-1.34831	2.5101	1009002,21		0
16883	1000993	1801.1	0.0	552.804	1949.91	-0.815641	0.338656	1009002,21,-3		0
16884	1000993	1801.1	0.0	477.194	1992.43	1.18304	-2.80538	-1009002,21		0
16886	1093214	1801.55	0.0	727.218	2412.48	-1.42867	-2.15058	-1009002,21,21		0
16889	1093114	1801.55	1.0	730.527	1945.04	-0.0858168	1.00273	-1009002,21		0
16891	1009113	1801.05	0.0	874.682	2084.92	-0.623527	1.78754	-1009002,21,1		0
16892	1009113	1801.05	0.0	878.485	2108.61	-0.690801	-1.36519	1009002,2101		0
16893	1009213	1801.05	-1.0	757.726	2180.03	-1.06365	-1.00875	-1009002,21,21,21		0
16894	1009223	1801.05	0.0	750.828	2799.7	-1.70997	1.32783	-1009002,21,21,21		0
16897	1009113	1801.05	0.0	625.245	1908.21	-0.129275	1.75371	-1009002,1		0
16899	1009113	1801.05	0.0	661.164	2168.63	1.21077	-1.40076	1009002,21,21		0
16900	1009213	1801.05	1.0	259.545	2121.87	-2.14329	2.55755	-1009002,21,21		0
16901	1009113	1801.05	0.0	113.564	2215.02	-3.12076	-1.08247	1009002,-3		0
16902	1009213	1801.05	-1.0	549.971	2470.2	1.78855	2.53436	1009002,21,21		0
16904	1009213	1801.05	1.0	564.44	2069.91	-1.19783	-0.621728	-1009002,21		0
16905	1009313	1801.22	0.0	1277.48	2272.17	-0.407517	-0.107108	1009002,21,21		0
16907	1092114	1801.38	0.0	1389.92	2286.99	-0.165608	3.07787	1009002,21		0
16908	1009213	1801.05	-1.0	427.139	1986.24	1.29395	-2.37194	-1009002,21		0
16912	1009223	1801.05	0.0	577.724	1896.07	-0.227292	1.52783	-1009002,21		0
16913	1092214	1801.38	-1.0	384.616	1932.59	1.20613	-0.957597	-1009002,21		0
16915	1009223	1801.05	0.0	453.607	1860.33	0.232255	2.10207	1009002,21		0
16918	1009333	1801.4	0.0	315.62	2019.24	-1.72322	1.22883	-1009002,21		0
16920	1000993	1801.1	0.0	343.909	2134.33	-1.87272	-1.51859	1009002,-1		0
16921	1009223	1801.05	0.0	546.196	2007.62	-1.06593	-2.29859	-1009002,2		0
16924	1009223	1801.05	0.0	607.121	2209.12	-1.37666	0.908937	1009002,21		0
16925	1000993	1801.1	0.0	653.978	2008.71	0.824851	-2.53465	-1009002,21,21		0
16928	1009333	1801.4	0.0	642.488	2352.93	1.50167	0.581785	1009002,21,21		0
16930	1009213	1801.05	1.0	908.141	2335.6	1.07639	1.00341	-1009002,21,21,21		0
16933	1009213	1801.05	-1.0	912.599	2113.4	0.639642	-2.1226	1009002,21,21		0
16936	1009113	1801.05	0.0	445.172	1859.5	-0.27859	2.04073	-1009002,21		0
16938	1009113	1801.05	0.0	364.891	1947.56	-1.33465	-1.075	1009002,21		0
16941	1000993	1801.1	0.0	530.529	2030.84	-1.17163	0.736789	-1009002,1		0
16942	1093224	1801.55	1.0	324.577	1863.37	0.931878	-2.33494	1009002,21,-4		0
16943	1009213	1801.05	1.0	1074.01	2109.08	-0.208597	-1.68801	1009002,21		0
16945	1092114	1801.38	0.0	1086.89	2672.68	1.2039	1.42486	-1009002,21		0
16946	1009213	1801.05	1.0	170.816	2019.4	2.3608	-1.03449	-1009002,21,21		0
16950	1009213	1801.05	-1.0	202.844	2024.92	-2.1988	-2.80651	1009002,21		0
16952	1000993	1801.1	0.0	794.454	2281.56	1.16776	2.13326	-1009002,21,21		0
16955	1009213	1801.05	1.0	785.569	1965.34	-0.0520712	-0.96264	1009002,21,21		0
16956	1009323	1801.22	1.0	695.347	1938.57	0.247107	-1.70411	-1009002,21,21		0
16959	1009223	1801.05	0.0	643.712	2143.99	1.19754	1.58079	-1009002,21		0
16961	1009323	1801.22	-1.0	927.498	2435.67	-1.17104	-0.866829	1009002,21		0
16963	1009333	1801.4	0.0	928.763	2029.81	-0.120107	2.27331	-1009002,1		0
16965	1092214	1801.38	1.0	408.285	1880.03	0.777738	-1.94972	-1009002,21		0
16966	1009213	1801.05	-1.0	560.333	1926.72	0.653881	1.24829	-1009002,21		0
16967	1009113	1801.05	0.0	150.553	1823.64	-1.2575	1.56151	-1009002,21,21		0
16968	1009113	1801.05	0.0	979.493	3297.17	-1.69671	-0.662398	1009002,21,21,21		0
16971	1009323	1801.22	1.0	718.695	2497.12	-1.52503	-0.054875	-1009002,21		0
16973	1009213	1801.05	1.0	707.494	2236.64	1.24126	3.00886	1009002,21,21		0
16974	1009323	1801.22	1.0	860.79	2002.92	-0.187387	-2.97746	-1009002,21,21		0
16975	1009313	1801.22	0.0	997.366	2076.63	-0.268141	-0.151381	1009002,21		0
16976	1093214	1801.55	0.0	1043.57	2580.85	-1.17321	-2.30531	-1009002,21,21		0
16979	1009113	1801.05	0.0	1023.98	2584.21	-1.19943	0.835281	1009002,21,21		0
16980	1009113	1801.05	0.0	838.139	1991.1	-0.160355	-1.97477	-1009002,21		0
16985	1009213	1801.05	-1.0	864.813	2011.03	0.262053	1.16342	1009002,21		0
16987	1009223	1801.05	0.0	758.948	2040.73	0.711996	-1.24277	-1009002,21		0
16989	1009323	1801.42	1.0	767.339	2304.24	-1.23997	1.84808	1009002,-3		0
16990	1009213	1801.05	-1.0	951.203	2210.55	0.811182	1.24664	-1009002,21,21		0
16991	1009223	1801.05	0.0	886.986	2011.8	0.145716	-1.90095	1009002,21,21		0
16992	1009113	1801.05	0.0	342.124	1833.88	-0.139816	2.16107	-1009002,21,21		0
16994	1092214	1801.38	1.0	345.489	2067.8	-1.74084	-1.11971	1009002,21		0
16995	1009323	1801.22	1.0	296.932	2013.74	1.77413	-1.96178	1009002,21,21,21		0
16996	1009213	1801.05	-1.0	408.056	1891.37	0.882412	1.14275	-1009002,21		0
16997	1009213	1801.05	1.0	564.616	1964.75	-0.857323	1.90674	-1009002,21		0
16998	1009113	1801.05	0.0	531.984	2107.34	1.34908	-1.35616	1009002,21		0
17000	1009223	1801.05	0.0	600.926	2179.02	1.34034	1.56822	-1009002,21,21		0
17002	1009313	1801.22	0.0	543.605	1943.19	-0.804247	-1.30127	1009002,21,21		0
17004	1009213	1801.05	1.0	672.801	2080.13	1.00324	0.756955	-1009002,21,21		0
17005	1009313	1801.22	0.0	634.173	2022.22	-0.915788	-2.27869	-1009002,2		0
17009	1009113	1801.05	0.0	161.558	1823.83	-1.17854	-2.5639	-1009002,21		0
17011	1009113	1801.05	0.0	275.718	2118.48	-2.07512	0.779927	1009002,-3		0
17012	1009223	1801.05	0.0	281.825	2163.69	-2.12706	1.34258	1009002,21		0
17013	1000993	1801.1	0.0	143.36	1807.68	-0.384495	-1.04129	-1009002,21		0
17017	1009213	1801.05	-1.0	658.575	4175.68	2.42945	0.169217	-1009002,21,21		0
17018	1092214	1801.38	1.0	592.716	1976.52	-0.838266	-2.61024	1009002,21		0
17021	1009213	1801.05	1.0	600.041	2755.13	1.91726	-1.13763	-1009002,21		0
17022	1009313	1801.22	0.0	255.626	1929.5	-1.65268	-0.954455	-1009002,21		0
17023	1009213	1801.05	-1.0	500.206	1898.86	0.626332	2.37014	-1009002,21		0
17025	1009213	1801.05	1.0	489.086	1917.22	0.807095	-0.747287	-1009002,21,21		0
17027	1009213	1801.05	1.0	290.416	2068.83	1.92642	-2.27475	-1009002,21,21		0
17028	1009113	1801.05	0.0	297.14	2823.93	2.67905	0.87162	1009002,21		0
17029	1009213	1801.05	1.0	406.087	1891.1	0.887066	0.33427	1009002,21,21		0
17031	1009223	1801.05	0.0	377.927	1863.99	0.720336	-2.96676	1009002,21,21		0
17032	1009223	1801.05	0.0	310.918	1977.07	-1.61892	0.248256	-1009002,21,3		0
17036	1009213	1801.05	-1.0	308.298	2301.09	2.21727	-2.85221	-1009002,21		0
17037	1009223	1801.05	0.0	840.068	1987.54	-0.0339048	0.79685	-1009002,2		0
17038	1000993	1801.1	0.0	861.849	2094.91	0.681559	-2.36624	1009002,-5		0
17039	1009113	1801.08	0.0	538.069	2547.1	1.87819	2.01632	-1009002,1		0
17040	1092114	1801.38	0.0	472.291	2085.62	1.43838	-1.12766	-1009002,21,2		0
17041	1009223	1801.05	0.0	212.128	1873.9	-1.53989	-1.35695	-1009002,21,21		0
17043	1009213	1801.05	1.0	190.115	2520.66	-2.91766	1.7415	1009002,21		0
17044	1009213	1801.05	-1.0	771.19	1977.79	-0.343868	-1.52454	-1009002,21,21		0
17045	1009223	1801.05	0.0	815.444	1983.01	0.187255	1.60409	-1009002,21,21		0
17047	1009113	1801.05	0.0	1818.36	2567.41	-0.111631	3.0232	-1009002,21,21		0
17049	1092114	1801.38	0.0	1617.6	2429.65	0.125773	0.0466227	1009002,21,21		0
17050	1092114	1801.38	0.0	1215.1	2787.3	1.15913	-2.45081	1009002,2101		0
17052	1009313	1801.22	0.0	1216.35	2411.56	0.778082	0.702531	-1009002,21,21		0
17053	1009223	1801.05	0.0	226.804	1855.6	-1.29902	3.06018	-1009002,21		0
17057	1009213	1801.05	1.0	370.966	1894.93	-1.03718	-0.525173	1009002,21,21		0
17058	1009113	1801.05	0.0	1226.57	2186.43	0.145886	2.91961	1009002,21		0
17061	1009323	1801.22	-1.0	1279.15	2345.96	0.583358	-0.197593	1009002,21		0
17062	1009213	1801.05	1.0	278.862	3209.59	-2.94448	0.0666588	-1009002,2		0
17063	1091114	1801.38	-1.0	311.85	2581.29	-2.46574	-2.98379	1009002,21,21,21		0
17064	1009223	1801.05	0.0	235.57	2604.79	-2.76718	-2.13191	-1009002,21,5		0
17066	1009223	1801.05	0.0	186.67	2188.29	2.58333	-2.85886	-1009002,21		0
17068	1000993	1801.1	0.0	1456.48	2389.68	-0.39323	2.27024	-1009002,21,3		0
17071	1009323	1802.03	1.0	1459.1	2353.55	0.273215	-0.863011	1009002,-3		0
17072	1009313	1801.22	0.0	2247.85	2880.86	-0.0203497	1.6767	-1009002,21		0
17074	1009213	1801.05	1.0	2207.34	3001.52	-0.416008	-1.50777	1009002,21,21,21		0
17075	1009323	1801.22	1.0	1273.04	2282.2	-0.445435	1.55741	-1009002,2		0
17076	1009313	1801.22	0.0	1320.44	2239.86	0.128623	-1.50438	1009002,-2		0
17078	1009213	1801.05	-1.0	581.449	1963.57	0.808725	2.69866	-1009002,21,21		0
17079	1009213	1801.05	1.0	573.755	2176.98	-1.38969	-0.468528	1009002,21,21,21		0
17080	1000993	1801.1	0.0	466.655	1980.78	-1.17021	0.39747	-1009002,1		0
17083	1009213	1801.05	1.0	456.484	2244.64	1.73937	1.77172	1009002,21		0
17085	1009313	1801.22	0.0	1502.51	2349.8	0.0930979	0.661843	-1009002,21		0
17086	1093224	1801.55	1.0	1491.75	2358.79	0.203012	-2.42906	1009002,21		0
17089	1009213	1801.05	-1.0	327.379	2025.98	1.70216	0.794491	-1009002,21,21		0
17090	1009213	1801.05	1.0	257.792	1908.72	-1.54543	-2.31555	1009002,21,21		0
17092	1000993	1801.1	0.0	1536.61	2380.78	0.162639	1.73273	-1009002,21,21		0
17094	1009223	1801.05	0.0	1563.82	2471.17	-0.402194	-1.44752	1009002,21,21		0
17095	1009333	1801.4	0.0	169.273	2235.98	2.74639	0.30835	-1009002,21		0
17096	1009213	1801.05	1.0	160.594	1921.75	2.10736	3.09459	-1009002,21,21,21		0
17097	1009213	1801.05	-1.0	733.768	1949.41	0.181831	-1.94162	1009002,21,21		0
17101	1009323	1801.22	-1.0	729.72	2150.78	1.05548	1.18002	-1009002,21		0
17102	1000993	1801.1	0.0	644.602	2084.21	-1.06833	1.04574	-1009002,21,21		0
17103	1009213	1801.05	-1.0	658.051	1929.85	-0.325411	-2.0921	1009002,21,21		0
17106	1092224	1801.38	-2.0	835.609	2002.26	-0.302457	-3.1293	-1009002,21,21		0
17108	1000993	1801.1	0.0	844.678	2089.78	-0.699371	0.000382676	-1009002,21		0
17110	1009113	1801.05	0.0	728.329	2099.12	0.944671	-1.16823	1009002,21,21		0
17111	1009113	1801.05	0.0	770.552	2031.21	-0.650046	1.9761	1009002,21,21,21		0
17113	1009223	1801.05	0.0	597.663	1905.06	0.277828	0.635695	1009002,21		0
17115	1009213	1801.05	1.0	128.735	2504.52	3.29587	3.09933	1009002,21,21		0
17118	1000993	1801.1	0.0	924.923	2125.83	0.653031	-2.11004	1009002,21		0
17119	1000993	1801.1	0.0	829.316	2135.56	-0.850101	1.02731	-1009002,21,21,21		0
17120	1092114	1801.38	0.0	913.334	2171.65	-0.789274	2.53575	-1009002,1		0
17127	1009113	1801.05	0.0	498.313	2161.74	1.52171	-0.420942	1009002,21,21		0
17128	1009213	1801.05	1.0	1095.74	3039.47	1.44283	1.70962	-1009002,21,21		0
17129	1009113	1801.05	0.0	1051.24	2423.95	-1.00009	-1.30917	1009002,21,21		0
17135	1009213	1801.05	-1.0	889.26	2009.39	0.0624707	2.72836	1009002,2101		0
17136	1009113	1801.05	0.0	718.279	2032.33	0.769416	-0.676215	-1009002,21		0
17137	1009213	1801.05	1.0	481.536	1911.88	-0.794018	-2.48692	1009002,21		0
17138	1009213	1801.05	1.0	539.043	2025.93	1.13836	0.680581	1009002,21,21		0
17139	1000993	1801.1	0.0	843.92	2064.11	-0.614383	-1.71607	-1009002,21		0
17141	1009213	1801.05	-1.0	985.134	2435.45	-1.09671	1.57055	1009002,21,21		0
17142	1009213	1801.05	-1.0	600.179	1940.37	-0.626801	3.02634	-1009002,21,21		0
17143	1009213	1801.05	-1.0	560.713	2525.81	-1.8171	-0.161625	-1009002,21,21		0
17144	1009223	1801.05	0.0	1884.76	2617.41	0.123817	-0.960369	-1009002,1		0
17145	1009113	1801.05	0.0	1904.91	3643.99	1.09583	2.39856	-1009002,21		0
17146	1000993	1801.1	0.0	1444.8	4022.7	1.56224	-0.488973	1009002,21,21		0
17147	1009213	1801.05	-1.0	1306.55	3633.68	-1.52914	2.71257	-1009002,21		0
17148	1009313	1801.22	0.0	1560.44	2400.4	0.183104	-1.18338	-1009002,21		0
17149	1000993	1801.1	0.0	1555.75	3192.7	-1.1192	1.97664	-1009002,21,21		0
17150	1000993	1801.1	0.0	688.213	3214.92	2.02914	-0.133699	-1009002,21,21		0
17151	1092214	1801.38	1.0	709.67	2083.62	0.940228	2.96721	1009002,21		0
17156	1009223	1801.05	0.0	769.202	2534.87	1.48416	-0.710068	1009002,21,-3		0
17159	1009223	1801.05	0.0	758.044	2010.75	0.590415	2.44046	-1009002,21,21		0
17161	1009113	1801.05	0.0	1134.59	2130.41	-0.0766536	0.628234	1009002,21,21		0
17165	1009213	1801.05	-1.0	1253.79	3147.47	1.35023	-2.46564	-1009002,21,21		0
17166	1009113	1801.05	0.0	1278.59	2214.04	-0.119385	1.68673	1009002,21		0
17169	1092214	1801.38	1.0	1273.62	2246.66	0.327621	-1.46854	1009002,21		0
17170	1092214	1801.38	-1.0	488.661	2091.68	-1.41284	-0.944024	-1009002,2		0
17175	1000993	1801.1	0.0	332.817	1892.15	-1.15348	2.44302	1009002,21,21		0
17178	1092214	1801.38	1.0	336.22	1833.74	0.200833	1.04538	1009002,21		0
17180	1009213	1801.05	1.0	342.3	1835.33	-0.250016	-2.08864	-1009002,21		0
17181	1009223	1801.05	0.0	326.409	2118.91	1.90062	-1.88018	-1009002,21		0
17182	1009323	1801.22	1.0	354.779	1940.4	-1.33639	1.19553	1009002,21		0
17184	1009213	1801.05	-1.0	1014.49	2532.61	1.16236	2.41841	-1009002,21		0
17185	1009213	1801.05	1.0	912.389	3126.45	1.6896	-0.790789	1009002,21		0
17186	1093114	1801.55	1.0	1782.47	2755.55	0.574737	-2.67424	-1009002,21		0
17187	1009313	1801.22	0.0	1849.25	2589.98	0.113033	0.477296	1009002,-5		0
17188	1009213	1801.05	1.0	729.013	2406.23	1.41969	-0.486173	-1009002,21,21		0
17189	1092114	1801.38	0.0	710.885	2102.45	-0.9845	2.72658	-1009002,21		0
17193	1009113	1801.05	0.0	1276.74	2254.39	0.350383	2.88667	-1009002,21,21		0
17194	1009213	1801.05	-1.0	1035.59	2229.9	0.718735	-0.583055	1009002,21,21		0
17195	1000993	1801.1	0.0	663.429	2012.89	-0.819194	0.267641	-1009002,21		0
17197	1009213	1801.05	-1.0	694.906	3125.22	-1.97577	-2.8054	1009002,21		0
17198	1009323	1801.22	1.0	902.186	3332.47	-1.80008	-0.569017	1009002,21		0
17199	1092114	1801.38	0.0	909.925	2045.9	0.361196	2.70832	-1009002,21		0
17200	1092114	1801.38	0.0	128.934	2047.03	2.70909	2.73436	-1009002,21,21		0
17202	1009113	1801.05	0.0	205.596	2170.65	2.45964	-0.132768	1009002,21		0
17203	1009113	1801.05	0.0	612.348	2405.2	1.61081	-3.0634	-1009002,21		0
17205	1092214	1801.38	1.0	762.564	2411.27	-1.37393	0.64306	1009002,21,21		0
17208	1009113	1801.05	0.0	983.763	2054.61	-0.100727	-2.35284	-1009002,21,21,21		0
17209	1009313	1801.22	0.0	865.952	2127.93	-0.766453	0.802995	1009002,21,21		0
17210	1000993	1801.1	0.0	712.003	2107.12	0.993926	-2.46337	-1009002,21,21		0
17211	1009213	1801.05	-1.0	602.888	1915.42	0.4008	0.867485	1009002,21		0
17212	1009213	1801.05	-1.0	1116.82	2644.65	-1.14761	-1.57025	-1009002,21,21		0
17213	1092214	1801.38	1.0	942.174	2141.13	-0.663628	2.07748	-1009002,21,21		0
17214	1009213	1801.05	-1.0	731.192	2032.52	-0.742206	-1.79002	-1009002,21		0
17216	1009113	1801.05	0.0	836.914	2098.4	-0.740131	1.46185	1009002,21,21		0
17217	1000993	1801.1	0.0	300.113	2921.62	-2.72555	-2.42981	-1009002,21,21,21		0
17218	1092114	1801.38	0.0	220.928	1841.8	-1.14973	0.313931	1009002,21,21		0
17219	1009213	1801.05	-1.0	35.3044	1809.95	-2.30842	-1.33778	-1009002,21		0
17220	1009213	1801.05	-1.0	51.5912	1818.25	-2.2584	2.14104	1009002,21,21		0
17222	1009213	1801.05	1.0	905.283	2074.48	-0.517845	-1.95222	1009002,21		0
17224	1093224	1801.55	-1.0	813.239	1991.04	-0.290245	1.33525	-1009002,21,21		0
17225	1009113	1801.05	0.0	301.614	2256.2	2.1859	-0.542863	-1009002,21		0
17226	1009113	1801.05	0.0	291.414	2888.61	-2.73662	2.58071	1009002,21,21,21		0
17227	1009113	1801.05	0.0	774.774	2063.19	0.755287	-0.32777	-1009002,21,21		0
17228	1009333	1801.4	0.0	831.941	1997.76	-0.27548	2.7722	1009002,21		0
17229	1009223	1801.05	0.0	1149.05	2366.12	0.797791	0.980135	-1009002,21,21		0
17232	1009223	1801.05	0.0	1217.38	2336.58	-0.655661	-2.21546	1009002,21,21		0
17234	1009213	1801.05	-1.0	562.11	1886.79	0.026199	1.20682	-1009002,21		0
17235	1009223	1801.05	0.0	583.839	2068.5	-1.15353	-1.94131	1009002,21		0
