event	pdgid	mass	charge	pt	energy	eta	phi	mothers	daughters	longLived
4676	1092214	1801.38	1.0	384.244	2148.49	-1.77933	2.96411	1009002,21		0
4678	1092114	1801.38	0.0	427.718	2015.54	-1.38031	1.34664	1009002,21		0
4681	1000993	1801.1	0.0	739.296	2157.91	1.05307	-2.02062	1009002,21		0
4682	1009213	1801.05	-1.0	500.601	1902.21	0.655546	-1.3755	-1009002,21		0
4684	1000993	1801.1	0.0	494.439	2047.43	1.29901	1.77525	1009002,21,21		0
4691	1009223	1801.05	0.0	1574.97	2575.93	-0.574008	0.195624	-1009002,21		0
4693	1009213	1801.05	1.0	1811.19	2943.32	-0.738505	-2.63595	1009002,21,21,21		0
4694	1009223	1801.05	0.0	414.122	2641.79	2.22197	0.292974	-1009002,21		0
4697	1009113	1801.05	0.0	412.238	2009.38	1.40545	-2.85389	-1009002,21		0
4699	1009323	1801.22	-1.0	535.965	1883.72	-0.239182	0.295334	1009002,2103		0
4700	1092224	1801.38	-2.0	550.128	1888.24	0.240502	-2.79482	1009002,2203		0
4702	1009213	1801.05	1.0	552.495	1892.9	0.327998	-2.98057	-1009002,21,21		0
4703	1009213	1801.05	-1.0	580.971	2245.26	1.47873	0.146794	1009002,-1		0
4704	1009213	1801.05	-1.0	1089.17	2163.22	0.443838	-1.95401	-1009002,2		0
4705	1000993	1801.1	0.0	1125.85	2547.7	1.04735	1.18381	1009002,21,21		0
4706	1009223	1801.05	0.0	653.069	4399.65	2.50235	-1.27842	-1009002,21		0
4707	1009223	1801.66	0.0	737.724	1951.53	0.182172	1.63933	1009002,-2		0
4708	1009313	1801.22	0.0	1170.57	2317.48	-0.687392	-2.054	1009002,21		0
4713	1009213	1801.05	1.0	1195.71	2162.74	-0.0525813	1.48563	-1009002,21,21,21		0
4714	1092214	1801.38	1.0	783.337	2015.47	0.548103	-1.44033	1009002,21		0
4717	1009213	1801.05	-1.0	357.156	1872.65	-0.902773	1.39544	1009002,21		0
4718	1009223	1801.05	0.0	1206.36	2177.38	0.168903	2.94189	-1009002,21		0
4719	1009213	1801.05	1.0	1125.75	2129.12	-0.131603	-0.134078	1009002,21		0
4720	1009223	1801.05	0.0	1041.41	2279.39	0.804595	1.25538	1009002,21,21,21,21,21		0
4723	1009323	1801.22	-1.0	1023.38	2073.8	-0.0922078	-1.8281	-1009002,21		0
4725	1009213	1801.05	-1.0	1016.89	2125.53	0.464845	-2.8308	1009002,21		0
4726	1009313	1801.22	0.0	1065.49	2265.86	0.744478	0.270916	1009002,21		0
4727	1009323	1801.22	1.0	168.273	2644.32	3.13403	-1.44018	-1009002,21		0
4729	1009323	1801.22	-1.0	161.472	2897.48	3.33489	1.70049	1009002,21,21		0
4731	1009323	1801.22	-1.0	910.084	2192.07	-0.83862	1.40688	-1009002,21		0
4732	1092224	1801.38	2.0	873.325	2017.93	0.286614	-1.78992	1009002,21		0
4734	1009213	1801.05	1.0	429.079	2348.05	1.92812	-2.45102	-1009002,3		0
4736	1092114	1801.38	0.0	395.048	2482.35	2.14354	0.665263	1009002,-1		0
4737	1092214	1801.38	1.0	616.314	2609	1.7845	0.712091	1009002,21,21,21		0
4738	1000993	1801.1	0.0	563.483	1967.88	-0.874147	-2.25719	-1009002,21		0
4740	1009113	1801.05	0.0	727.765	1988.7	-0.556264	1.40656	-1009002,21		0
4741	1009113	1801.05	0.0	686.156	2100.89	1.02782	-1.72551	1009002,21		0
4743	1009113	1801.05	0.0	1592.97	2558.82	0.525045	-2.85348	-1009002,21		0
4744	1009223	1801.05	0.0	1421.82	2294.92	0.0252144	0.256252	-1009002,21		0
4745	1009223	1801.05	0.0	493.184	1888.39	-0.542813	-0.609259	-1009002,21		0
4746	1009223	1801.05	0.0	477.432	1865.22	-0.17847	2.43968	1009002,21,-3		0
4749	1000993	1801.1	0.0	857.268	2184.56	-0.908721	-1.0949	-1009002,21		0
4750	1009223	1801.05	0.0	877.705	2135.07	-0.764089	2.01251	1009002,21,21		0
4751	1009313	1801.22	0.0	827.331	2209.28	1.00269	-0.69512	1009002,21,21		0
4753	1009213	1801.05	1.0	793.907	2093.69	0.808155	2.39228	1009002,-1		0
4754	1009213	1801.05	-1.0	555.274	1887.21	0.174265	2.11607	1009002,21		0
4755	1009223	1801.05	0.0	539.036	2567.64	-1.89302	-1.33556	-1009002,21,21		0
4757	1093214	1801.55	0.0	1688.74	2955.5	0.854027	-2.08835	-1009002,21		0
4758	1009223	1801.05	0.0	2253.54	3536.62	0.814678	1.29208	-1009002,21,21		0
4759	1092114	1801.38	0.0	297.913	2550.83	-2.48836	-0.346488	-1009002,21,21,21		0
4762	1009213	1801.05	-1.0	293.407	2224.01	-2.17249	2.79512	1009002,21		0
4763	1009213	1801.05	-1.0	474.403	2357.72	-1.83333	-1.87607	1009002,21,21		0
4764	1092114	1801.38	0.0	429.471	2101.01	-1.57455	1.29121	-1009002,21,21		0
4765	1009313	1801.22	0.0	591.854	2832.07	1.98061	0.791629	-1009002,21		0
4766	1009313	1801.22	0.0	607.526	2032.68	-1.00634	-2.36276	-1009002,21		0
4768	1009113	1801.05	0.0	1216.56	2224.74	0.381167	0.532242	-1009002,21,21		0
4772	1009213	1801.05	-1.0	1204.84	2547.87	-0.958649	-2.62064	1009002,21,21		0
4777	1000993	1801.1	0.0	619.92	2209.97	-1.35413	2.34316	1009002,21,21		0
4778	1009113	1801.05	0.0	626.189	1906.98	-0.0416202	-0.798232	-1009002,1		0
4779	1093214	1801.55	0.0	1473.86	3555.33	1.36176	-2.23781	-1009002,21		0
4780	1092114	1801.38	0.0	1462.61	2392.38	-0.388409	0.936634	1009002,21		0
4781	1009323	1801.22	-1.0	317.627	1875.59	1.08321	1.91937	-1009002,21		0
4782	1009213	1801.05	1.0	490.298	2426.5	1.86851	-1.04936	1009002,-2		0
4783	1000993	1801.1	0.0	331.077	1923.61	1.33994	-0.245521	-1009002,21		0
4785	1009223	1801.05	0.0	521.917	3023.42	2.21889	2.59766	1009002,21		0
4792	1009223	1801.05	0.0	154.067	2230.78	-2.83488	1.46948	1009002,21		0
4793	1092224	1801.38	2.0	267.74	1914.5	-1.53192	-1.18587	1009002,21		0
4794	1009223	1801.05	0.0	1170.05	4436.65	-1.91446	0.194653	-1009002,21,21		0
4797	1093214	1801.55	0.0	1146.2	2217.19	-0.499898	-2.91316	1009002,21		0
4798	1000993	1801.1	0.0	674.178	2020.71	-0.823735	2.79258	1009002,21		0
4800	1092224	1801.38	2.0	551.495	1916.92	0.604815	-0.34792	1009002,21,21		0
4801	1009313	1801.22	0.0	215.561	1819.81	0.62735	1.62595	-1009002,21,21		0
4802	1009213	1801.05	-1.0	215	1938.29	-1.8734	-1.54922	1009002,21		0
4803	1009113	1801.05	0.0	570.03	1951.72	0.779102	-0.03082	-1009002,4		0
4805	1000993	1801.1	0.0	626.558	1917.53	-0.315523	-2.92086	1009002,21,21,21		0
4806	1009323	1801.22	1.0	679.205	2089.08	-1.01262	-0.320922	-1009002,21		0
4809	1009323	1801.22	-1.0	668.242	1959.1	-0.546383	2.55087	1009002,-3		0
4810	1009213	1801.05	1.0	487.209	1869.43	-0.2373	-0.270202	-1009002,21,21		0
4811	1009213	1801.05	-1.0	246.047	1906.64	-1.58539	-2.98016	1009002,21		0
4812	1009213	1801.05	1.0	543.183	2492.19	1.82143	-3.08614	-1009002,21,21		0
4815	1000993	1801.1	0.0	569.874	2148.08	1.34766	0.1727	1009002,21,21		0
4816	1009213	1801.05	1.0	370.627	2026.2	1.56881	1.91575	-1009002,21,21		0
4817	1092114	1801.38	0.0	275.143	2004.64	1.82986	-0.911532	1009002,21		0
4819	1009113	1801.05	0.0	1607.43	2843.07	0.83414	-2.82856	1009002,21,21		0
4821	1009213	1801.05	1.0	558.592	2233.87	-1.50626	1.02027	1009002,21		0
4823	1000993	1801.1	0.0	866.286	1999.46	-0.0674952	-2.64392	-1009002,21,21		0
4824	1009213	1801.05	1.0	234.844	1828.54	0.808427	-0.593544	1009002,21		0
4825	1009333	1801.4	0.0	933.092	2028.91	0.029515	0.186489	1009002,21,21		0
4826	1009313	1801.22	0.0	978.447	2881.88	1.47465	-2.92379	-1009002,21		0
4827	1000993	1801.1	0.0	755.836	2143.1	0.994478	-1.92581	-1009002,21		0
4830	1009313	1801.22	0.0	751.085	1957.25	0.197552	1.10289	1009002,21,21		0
4831	1093214	1801.55	0.0	1099.98	2131.71	0.267471	-0.403549	-1009002,21		0
4832	1009323	1801.22	-1.0	1104.85	2476.57	-0.996005	2.74561	1009002,21		0
4833	1009223	1801.05	0.0	853.523	2246.38	-1.02501	0.834286	-1009002,21		0
4834	1009213	1801.05	1.0	822.265	2082.8	0.722033	-2.41298	1009002,21		0
4835	1009213	1801.05	-1.0	719.632	2874.4	-1.80186	-0.0360825	-1009002,21		0
4839	1009213	1801.05	1.0	733.418	1991.87	-0.558329	3.07511	1009002,21		0
4841	1009213	1801.05	1.0	481.707	2031.63	-1.28852	0.901587	1009002,21		0
4844	1009223	1801.05	0.0	410.684	2517	-2.13348	-1.48937	1009002,-2		0
4845	1009113	1801.05	0.0	1324.57	2314.53	-0.438055	2.8506	-1009002,21,21		0
4847	1009213	1801.05	-1.0	1316.84	2473.3	-0.740919	-0.299198	-1009002,21,21		0
4850	1009223	1801.05	0.0	1092.01	2127.71	0.272689	2.89107	-1009002,21,1		0
4851	1009213	1801.05	1.0	1130.23	2312.21	-0.735556	-0.0392436	-1009002,21		0
4854	1009223	1801.05	0.0	808.013	4460.62	-2.30268	0.506299	-1009002,2		0
4856	1009223	1801.05	0.0	806.152	2261.94	1.1214	-2.64037	1009002,-2		0
4857	1000993	1801.1	0.0	286.271	2466.52	2.45853	-0.111719	-1009002,21,21		0
4858	1009213	1801.05	1.0	525.519	1909.25	0.630822	2.80962	-1009002,21,21		0
4864	1009213	1801.05	1.0	326.801	1977.42	-1.5659	2.89021	-1009002,21		0
4865	1000993	1801.1	0.0	539.731	1932.58	0.754158	0.456707	1009002,21		0
4869	1009113	1801.05	0.0	566.385	1890.07	0.155166	-0.673863	-1009002,3		0
4873	1009213	1801.05	-1.0	620.968	1939.5	-0.556495	2.47856	1009002,21		0
4874	1009223	1801.05	0.0	771.231	2281.56	1.20358	-2.78412	1009002,21,21		0
4876	1009223	1801.05	0.0	756.455	1954.89	0.0987025	0.376191	-1009002,2		0
4878	1000993	1801.1	0.0	583.726	2511.41	-1.76216	-1.60477	1009002,-2		0
4879	1009223	1801.05	0.0	602.647	2188.77	1.35304	1.40005	-1009002,21		0
4880	1009223	1801.05	0.0	236.138	1883.84	-1.49367	-3.00877	-1009002,21,21		0
4882	1092214	1801.38	1.0	216.814	1855.46	-1.34602	-0.377036	1009002,2203		0
4883	1091114	1801.38	-1.0	425.038	2066.37	-1.51374	0.366343	1009002,21		0
4884	1091114	1801.38	-1.0	505.202	1904.53	0.657251	-2.72857	1009002,2101		0
4886	1009113	1801.05	0.0	931.423	3088.99	-1.64794	-0.986754	-1009002,21,21		0
4888	1009113	1801.05	0.0	923.167	2879.24	-1.53724	2.17175	1009002,21		0
4889	1093214	1801.55	0.0	372.979	2021.54	-1.54865	-1.27858	1009002,21,21		0
4891	1009223	1801.05	0.0	684.418	2010.47	0.762859	1.79632	1009002,21		0
4893	1009313	1801.22	0.0	1111.26	2121.05	-0.125449	-0.22504	1009002,21		0
4894	1000993	1801.1	0.0	1110.13	2292.65	0.729151	2.91537	-1009002,21,21,21,21		0
4895	1009213	1801.05	1.0	659.249	1962.44	-0.594847	-1.93708	-1009002,21,21		0
4899	1092114	1801.38	0.0	582.962	2184.26	-1.38312	1.1529	1009002,2203		0
4900	1000993	1801.1	0.0	689.42	2107.14	1.03595	-1.84771	1009002,21		0
4902	1092114	1801.38	0.0	743.991	2087.43	0.884785	1.23024	-1009002,21,21		0
4905	1009213	1801.05	-1.0	525.213	2411.56	-1.78145	-0.105575	-1009002,21,21		0
4906	1009223	1801.05	0.0	560.929	2208.3	1.46437	3.03691	1009002,21		0
4907	1000993	1801.1	0.0	433.671	1952.49	-1.15057	-0.757128	-1009002,21		0
4909	1009313	1801.22	0.0	382.348	1938.49	-1.24089	2.25671	1009002,21,21,21		0
4910	1009223	1801.05	0.0	594.614	1896.83	0.0422327	-0.222981	1009002,21,21		0
4917	1009223	1801.05	0.0	427.701	1884.38	-0.751263	2.08366	-1009002,21,21		0
4918	1009113	1801.05	0.0	221.787	2604.12	2.82742	-1.14717	1009002,21,21		0
4919	1009313	1801.22	0.0	235.793	2886.36	2.94852	1.96591	-1009002,21,21		0
4921	1009323	1801.22	1.0	674.274	2227.99	-1.28446	0.604592	-1009002,21		0
4922	1093214	1801.55	0.0	720.994	2280.77	1.28156	-2.54056	1009002,2203		0
4923	1009223	1801.05	0.0	1802.48	2836.6	0.64569	0.76674	1009002,21		0
4924	1009113	1801.05	0.0	1785.77	3486.37	-1.10232	-2.33143	-1009002,21,21		0
4927	1009223	1801.05	0.0	1351.92	2253.53	-0.0614915	-3.01017	1009002,21,21		0
4928	1009113	1801.05	0.0	1356.33	2405.6	0.584534	0.129775	-1009002,21,21		0
4929	1000993	1801.1	0.0	608.864	1924.16	-0.469076	-1.09094	-1009002,21,21		0
4932	1009213	1801.05	-1.0	636.766	2568.9	-1.71812	1.9959	1009002,21		0
4935	1009323	1801.22	1.0	385.11	1910.51	1.08889	-2.97847	-1009002,3		0
4936	1009313	1801.22	0.0	389.973	1867.38	-0.710542	0.126601	1009002,21,21		0
4937	1000993	1801.1	0.0	272.633	1870.44	-1.22612	1.2636	-1009002,21		0
4942	1009223	1801.05	0.0	272.949	1998.65	1.82255	-1.85371	-1009002,21		0
4944	1009223	1801.05	0.0	494.877	2382.77	-1.81516	-0.797272	-1009002,21,21		0
4945	1009213	1801.05	1.0	468.611	2453.55	1.94127	2.33992	1009002,21		0
4946	1009313	1801.22	0.0	868.632	2021.3	0.332863	0.114437	1009002,21		0
4947	1009113	1801.05	0.0	1061.99	2100.2	-0.185434	-2.94219	-1009002,21		0
4950	1009223	1801.05	0.0	130.952	1952.71	-2.43677	-0.574714	-1009002,21,21		0
4951	1009223	1801.05	0.0	97.2934	1967.97	-2.78769	1.99878	1009002,21		0
4952	1092214	1801.38	1.0	1079.94	2179.05	0.51457	2.43568	-1009002,21		0
4957	1000993	1801.1	0.0	1080.77	2181.81	-0.521992	-1.47993	-1009002,21,21		0
4959	1009223	1801.05	0.0	1115.37	2533.67	-1.04514	0.935928	-1009002,21,21		0
4960	1009213	1801.05	-1.0	1151.44	2145.17	0.155126	-2.20365	1009002,-2		0
4961	1009213	1801.05	-1.0	859.271	1996.23	0.0616892	2.86796	1009002,21		0
4962	1009323	1801.22	1.0	911.751	2332.26	-1.0667	-0.133837	1009002,-1		0
4964	1009223	1801.05	0.0	1155.92	2919.08	-1.30963	-0.757424	-1009002,21,21		0
4965	1009213	1801.05	-1.0	1148.95	2329.54	-0.739284	2.41413	1009002,21		0
4966	1009323	1801.22	1.0	935.14	2671.54	-1.37818	-2.31656	1009002,21		0
4969	1000993	1801.1	0.0	957.904	2040.87	-0.062839	0.845126	-1009002,21		0
4970	1009213	1801.05	-1.0	1192.66	3502.95	-1.57512	-0.864027	-1009002,21		0
4972	1009323	1801.22	1.0	1150.8	2205.61	-0.456714	2.27036	1009002,21,21		0
4974	1009313	1801.22	0.0	1339.5	2739.23	0.997947	0.785354	-1009002,21,21		0
4975	1009213	1801.05	1.0	1375.35	2349.21	-0.436258	-2.2672	-1009002,21		0
4977	1009323	1801.22	1.0	275.669	1972.87	1.73392	-0.272872	-1009002,21,21		0
4979	1009313	1801.22	0.0	723.343	1950.33	-0.259949	1.49782	1009002,-2		0
4980	1009213	1801.05	-1.0	1070.08	2113.23	-0.256294	2.89801	1009002,21		0
4982	1092214	1801.38	1.0	1418.21	2367.68	0.405714	0.0782742	1009002,21		0
4984	1009223	1801.05	0.0	802.093	1989.89	-0.329779	3.12117	-1009002,21		0
4986	1009223	1801.05	0.0	615.294	2746.83	-1.88549	-0.0820525	1009002,21,21,21		0
4987	1009213	1801.05	-1.0	591.743	2721.42	-1.90914	-0.964136	1009002,21		0
4989	1009213	1801.05	-1.0	691.52	2320.79	1.38179	2.17279	-1009002,21,21		0
4990	1009213	1801.05	-1.0	689.96	2012.12	-0.756745	-0.304482	-1009002,21,21		0
4991	1009223	1801.05	0.0	697.657	1974.4	0.5577	2.84816	1009002,21		0
4992	1009113	1801.05	0.0	300.952	1827.43	-0.235985	1.82455	-1009002,21,21		0
4993	1009113	1801.05	0.0	284.319	1823.38	0.0339144	-1.20601	1009002,-2		0
4999	1009223	1801.05	0.0	453.789	2080.59	1.47287	-2.23257	-1009002,21		0
5001	1009213	1801.05	1.0	517.462	2709.36	2.04032	0.983329	1009002,-4		0
5002	1009113	1801.05	0.0	1465.43	2322.13	-0.0218015	-1.65739	1009002,21,21		0
5003	1009313	1801.22	0.0	1439.83	2386.54	0.415017	1.42994	-1009002,21		0
5005	1000993	1801.1	0.0	715.521	1953.22	-0.333618	2.10231	-1009002,21		0
5006	1009113	1801.05	0.0	598.78	2023.61	0.998088	-1.03628	1009002,21		0
5007	1009323	1801.22	1.0	920.192	2045.1	0.322693	-1.44145	-1009002,21,21		0
5010	1009313	1801.22	0.0	971.645	2088.99	0.418662	1.62936	1009002,21		0
5011	1009213	1801.05	1.0	573.037	2408.87	-1.68599	-2.46613	1009002,21		0
5013	1009213	1801.05	1.0	618.887	2054.94	-1.04596	0.283466	1009002,21		0
5014	1009313	1801.22	0.0	454.626	1965.15	-1.1436	-2.1444	1009002,21,-2		0
5015	1009113	1801.05	0.0	428.024	3084.1	-2.45205	0.96612	1009002,21,-3		0
5016	1009113	1801.05	0.0	569.927	2707.56	-1.93882	-0.139324	-1009002,21,21		0
5017	1009113	1801.05	0.0	412.596	1943.8	-1.17403	2.92201	1009002,21,21		0
5018	1009213	1801.05	-1.0	793.972	2219.18	-1.07292	1.76708	1009002,21		0
5019	1009213	1801.05	-1.0	757.823	1995.52	-0.511789	-1.50598	-1009002,21,21		0
5022	1009213	1801.05	1.0	705.113	2023.82	-0.767318	-0.630593	1009002,21,21		0
5024	1000993	1801.1	0.0	714.686	1958.86	0.391516	2.54225	-1009002,21		0
5026	1092114	1801.38	0.0	961.031	2364.85	-1.0424	-0.374726	1009002,21,21		0
5027	1009113	1801.05	0.0	942.133	3280.21	1.73035	2.62026	1009002,21		0
5028	1009213	1801.05	-1.0	476.055	2041.98	1.32915	-1.33772	-1009002,21,21		0
5029	1009213	1802.04	1.0	599.771	1903.02	-0.198742	1.25286	1009002,-1		0
5030	1009213	1801.05	-1.0	607.172	1900.69	-0.021918	2.59361	1009002,21		0
5033	1009113	1801.05	0.0	263.306	1967.27	-1.76477	-1.20628	1009002,21		0
5034	1092224	1801.38	-2.0	486.765	1866.24	0.0641002	0.991269	1009002,21,21		0
5036	1009213	1801.05	1.0	482.365	2824.5	2.18707	-2.0605	-1009002,21,21		0
5037	1092114	1801.38	0.0	285.379	1894.79	-1.35037	1.19678	1009002,21		0
5038	1009333	1801.4	0.0	348.161	1900.86	1.15387	-1.71569	-1009002,21,21		0
5039	1000993	1801.1	0.0	349.912	3129.01	2.678	0.874142	1009002,21		0
5040	1009113	1801.05	0.0	266.512	2148.55	2.16059	-2.23159	-1009002,21		0
5043	1000993	1801.1	0.0	347.318	1840.18	0.412004	1.89325	-1009002,21,2		0
5044	1009323	1801.22	-1.0	308.863	2030.61	-1.77518	-1.13246	1009002,21		0
5049	1000993	1801.1	0.0	836.139	2071.56	0.657414	-2.77261	-1009002,21		0
5050	1009223	1801.05	0.0	895.683	2323.33	1.0773	0.426295	1009002,21		0
5051	1009323	1801.22	-1.0	511.166	1927.54	0.805799	-0.147689	1009002,-2		0
5052	1092224	1801.38	2.0	282.316	1883.01	1.28316	2.62538	-1009002,21,1		0
5053	1009223	1801.05	0.0	562.436	1901.73	-0.410805	1.69466	-1009002,21		0
5055	1000993	1801.1	0.0	548.857	1998.97	1.0307	-1.4551	1009002,21,21		0
5057	1009213	1801.05	1.0	473.653	2121.42	-1.5067	-1.98539	1009002,21		0
5059	1009223	1801.05	0.0	564.551	1929.88	0.663108	1.37694	-1009002,21		0
5060	1009313	1801.22	0.0	717.934	1951.63	0.303698	0.883828	1009002,21		0
5062	1009113	1801.05	0.0	399.368	1969.39	-1.31399	-3.00883	1009002,21,21		0
5064	1009113	1801.05	0.0	943.886	2035.57	-0.0994143	-1.20116	1009002,21,21		0
5065	1009323	1801.22	1.0	1004.45	2124.21	-0.487132	1.93453	-1009002,21,21		0
5066	1092114	1801.38	0.0	629.011	1908.58	0.0720194	-0.890158	-1009002,21		0
5069	1009223	1801.05	0.0	640.289	2101.9	1.11767	2.96592	1009002,21		0
5070	1009223	1800.9	0.0	299.235	1919.36	1.43481	3.13338	-1009002,2		0
5071	1009323	1801.22	-1.0	737.225	1957.26	-0.2775	-1.03184	-1009002,21		0
5072	1009223	1801.05	0.0	1171.08	2154.03	0.133609	0.638929	-1009002,21		0
5073	1009213	1801.05	1.0	1232.48	2450.76	0.812401	-2.47049	1009002,-4		0
5074	1009213	1801.05	1.0	1221.29	2236.28	0.410387	1.75017	1009002,21		0
5076	1009213	1801.05	1.0	1243.82	2376.69	0.688833	-1.41513	1009002,21		0
5080	1009223	1801.05	0.0	439.477	2094.79	-1.5376	-2.9703	-1009002,2		0
5081	1009113	1801.05	0.0	542.983	2091.19	1.29184	0.229964	1009002,21,21		0
5082	1009213	1801.05	-1.0	274.407	1904.05	-1.4512	0.948164	1009002,21,21		0
5083	1000993	1801.1	0.0	274.942	1845.52	-0.929341	-2.07214	-1009002,21		0
5084	1009223	1801.05	0.0	143.916	1863.94	1.87463	-2.1724	1009002,21		0
5086	1009313	1801.22	0.0	131.219	1806.1	-0.148343	2.17282	-1009002,21,21,21		0
5087	1009213	1801.05	1.0	2012.81	3001.7	0.611747	0.518096	-1009002,21,21		0
5089	1000993	1801.1	0.0	1941.45	2807.32	0.463106	-2.65563	1009002,21,21		0
5090	1009213	1801.05	1.0	1262.17	2200.9	-0.0666373	-0.588176	-1009002,21		0
5091	1009113	1801.05	0.0	1256.59	2200.33	-0.108467	2.3029	1009002,21		0
5092	1009223	1801.05	0.0	723.749	1992.83	-0.589066	0.852579	-1009002,21		0
5093	1009213	1801.05	1.0	82.6218	2370.03	3.61804	-0.960855	1009002,21		0
5094	1009213	1801.05	-1.0	317.431	2444	-2.33332	3.02092	-1009002,21,21		0
5095	1009213	1801.05	-1.0	309.401	2031.95	1.77699	-0.0761456	-1009002,21,21,21		0
5096	1009213	1801.05	-1.0	546.892	2066.09	1.22643	0.886327	-1009002,21,21,21		0
5098	1009323	1801.22	1.0	606.474	2184.21	1.33812	-2.2581	1009002,21		0
5101	1009323	1801.22	1.0	55.6772	1872.44	2.9079	-0.647126	-1009002,21,21		0
5103	1093214	1801.55	0.0	48.0554	2534.49	4.3065	2.69176	1009002,21,21		0
5104	1000993	1801.1	0.0	493.64	2105.4	-1.42984	2.2558	-1009002,21,21		0
5105	1009113	1801.05	0.0	475.672	1878.07	-0.483367	-0.878806	1009002,21		0
5106	1009213	1801.05	-1.0	628.889	2181.45	1.29186	-1.18994	1009002,21,21		0
5107	1009213	1801.05	1.0	485.553	1957.33	1.02947	1.94998	-1009002,21		0
5108	1009313	1801.22	0.0	1215.73	2176.81	0.104141	0.491642	1009002,21,21		0
5110	1009213	1801.05	1.0	1147.79	2135.79	0.01738	-2.19838	-1009002,21,21		0
5111	1092114	1801.38	0.0	472.186	1990.71	-1.18922	-2.86675	1009002,21		0
5113	1009213	1801.05	1.0	617.809	2237.77	-1.39937	0.639187	-1009002,21		0
5114	1009113	1801.05	0.0	826.504	1982.31	-0.0624549	-0.293134	-1009002,21		0
5116	1092114	1801.38	0.0	975.033	2220.39	0.793162	2.77304	1009002,21,21		0
5118	1009113	1801.05	0.0	39.8708	1873.16	-3.24962	1.13764	-1009002,21,21		0
5119	1009213	1801.05	-1.0	256.737	2209.68	2.28966	2.88183	1009002,21		0
5121	1009113	1801.05	0.0	239.491	1887.95	1.50552	2.73595	1009002,21		0
5122	1009113	1801.05	0.0	142.416	1822.42	1.28981	-0.26009	1009002,21,21		0
5124	1091114	1801.38	1.0	62.698	1812.86	1.8471	2.80549	1009002,21		0
5129	1009213	1801.05	-1.0	155.965	1888.57	1.96668	0.581325	-1009002,21,21		0
5131	1009213	1801.05	1.0	537.794	2480.16	1.82121	2.34861	-1009002,1		0
5132	1009113	1801.05	0.0	470.22	1869.37	0.358568	-1.22998	1009002,21,21		0
5133	1009323	1801.22	1.0	178.575	1954.29	2.12489	2.75921	-1009002,21,21		0
5134	1009313	1801.22	0.0	219.651	2034.74	2.14008	-0.425987	1009002,-2		0
5135	1009213	1801.05	1.0	1477.26	2370.76	0.29421	-2.69609	-1009002,21		0
5138	1009213	1801.05	-1.0	1474.26	3084.82	-1.12235	0.437013	1009002,21		0
5139	1000993	1801.1	0.0	428.976	2032.61	1.42345	-0.164694	-1009002,21,21		0
5140	1009223	1801.05	0.0	410.417	1849.43	-0.218249	2.90533	1009002,21		0
5141	1000993	1801.1	0.0	523.618	1897.77	0.526793	3.08326	-1009002,1		0
5142	1009223	1801.05	0.0	523.609	1880.56	-0.257211	-0.103667	1009002,21		0
5143	1009223	1801.05	0.0	600.09	2061.68	1.10263	-0.498937	1009002,21		0
5146	1092224	1801.38	2.0	536.826	2165.41	1.44485	2.80533	1009002,21		0
5147	1009113	1801.05	0.0	2309.07	3339.82	0.648943	0.881567	-1009002,21,21		0
5151	1009113	1801.05	0.0	2315.94	3283.2	0.599757	-2.26183	1009002,21,21		0
5153	1009213	1801.05	-1.0	261.259	1997.07	-1.86411	-0.553026	-1009002,21,21		0
5154	1092214	1801.38	1.0	241.303	1817.66	-0.111398	2.54313	1009002,2203		0
5155	1009113	1801.05	0.0	660.582	2017.11	0.840979	1.9299	1009002,21,21		0
5156	1009313	1801.22	0.0	676.943	1948.17	-0.435829	-1.17695	-1009002,21,21		0
5158	1009223	1801.05	0.0	190.356	1854.1	1.48144	2.56299	-1009002,21,21		0
5159	1000993	1801.1	0.0	1614.25	2461.61	0.280059	-0.315521	1009002,21,21		0
5160	1009213	1801.05	1.0	199.89	2331.01	2.69045	-0.0195587	1009002,21,21		0
5161	1009213	1801.05	-1.0	211.045	1902.51	-1.72837	3.13849	-1009002,21		0
5162	1009213	1801.05	-1.0	893.674	2011.12	-0.0522653	-0.312544	-1009002,21		0
5163	1009223	1801.05	0.0	974.525	2965.69	-1.53018	2.37421	1009002,21,21		0
5164	1009113	1801.05	0.0	671.903	1931.72	0.279894	-0.702795	-1009002,21,21		0
5165	1009213	1801.05	-1.0	661.049	2538.29	1.65247	2.44227	1009002,21,21		0
5166	1009213	1801.05	-1.0	439.96	1970.26	1.20335	1.56903	-1009002,21,21		0
5168	1009213	1801.05	1.0	441.363	2412.71	1.96496	-1.57363	1009002,-4		0
5170	1009213	1801.05	1.0	1963.58	3408.95	0.938802	2.37124	-1009002,2		0
5171	1009213	1801.05	-1.0	2076.52	2803.14	0.261601	-0.665306	1009002,21,21		0
5172	1009113	1801.05	0.0	934.552	2029.41	0.0390366	3.14146	-1009002,21		0
5173	1009213	1801.05	-1.0	943.429	2220.87	0.84348	0.00569591	1009002,21,21		0
5174	1009223	1801.05	0.0	398.4	2012.38	1.45222	1.31451	-1009002,21		0
5176	1009213	1801.05	1.0	369.456	2448.28	-2.18208	-2.2131	1009002,21,21		0
5177	1009223	1801.05	0.0	974.299	2841.03	1.45313	-1.09752	-1009002,21		0
5179	1009113	1801.05	0.0	882.171	2057.89	-0.501709	2.14098	1009002,21		0
5180	1092114	1801.38	0.0	491.969	1875.78	-0.353668	-1.26388	1009002,21,21,21,21		0
