event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
4571	1009213	1801.05	1.0	1870.2	2619.27	0.183546	-0.777343	-1009002,21,21		0
4572	1093114	1801.55	1.0	1791.31	3496.29	1.10316	2.34192	-1009002,21,21		0
4573	1009213	1801.05	-1.0	432.93	1979.44	-1.25527	-0.885106	1009002,21,21		0
4574	1009113	1801.05	0.0	215.906	1931.41	-1.841	2.6773	-1009002,21,21		0
4575	1093214	1801.55	0.0	190.734	1836.57	-1.23935	1.03572	-1009002,21,21		0
4576	1009113	1801.05	0.0	811.314	2355.03	1.23858	-0.102238	1009002,21		0
4579	1009223	1801.05	0.0	783.197	2254.48	1.14579	-2.20126	1009002,21,21		0
4580	1009223	1801.05	0.0	814.163	1997.32	-0.346176	1.01838	-1009002,21,21		0
4581	1000993	1801.1	0.0	341.796	1952.15	1.4269	-0.290601	-1009002,21		0
4585	1009213	1801.05	-1.0	498.047	3048.64	2.27986	2.62144	1009002,21		0
4586	1009213	1801.05	-1.0	1166.32	2735.32	1.16927	-0.88566	1009002,21		0
4590	1009313	1801.22	0.0	1164.62	2837.3	1.2462	2.25662	-1009002,1		0
4592	1009213	1801.05	-1.0	931.454	2274.08	0.953943	1.73852	-1009002,21,21		0
4593	1009213	1801.05	-1.0	450.13	1858.99	0.21446	1.26043	1009002,-1		0
4594	1000993	1801.1	0.0	243.149	1974.26	-1.87129	0.435793	-1009002,21,21		0
4596	1093214	1801.55	0.0	229.315	2045.22	-2.11912	-3.0022	-1009002,21		0
4597	1093214	1801.55	0.0	805.134	2074.65	0.729237	-2.45804	1009002,21		0
4599	1009213	1801.05	1.0	802.613	1972.35	0.0581409	0.706145	1009002,21		0
4600	1009223	1801.05	0.0	329.029	1843.25	0.610026	-0.811995	-1009002,21,21		0
4602	1009223	1801.05	0.0	618.215	1969.69	-0.744141	2.17891	1009002,21		0
4604	1009113	1801.05	0.0	579.111	1922.08	0.556978	-2.2907	1009002,-1		0
4606	1009113	1801.05	0.0	514.5	1949.71	0.917566	0.808816	-1009002,21,21		0
4609	1009213	1801.05	1.0	2142.91	3295.42	-0.741611	2.73914	-1009002,21,21		0
4611	1009313	1801.22	0.0	2251.69	3233.07	-0.61073	-0.408358	1009002,21		0
4615	1009213	1801.05	-1.0	758.555	1957.27	0.142245	-1.2413	-1009002,1		0
4616	1009323	1801.22	1.0	760.363	4468.39	-2.36671	1.92083	1009002,21,21		0
4618	1009113	1801.05	0.0	406.809	2543.66	2.16517	1.31006	-1009002,21,21		0
4620	1000993	1801.1	0.0	412.186	2064.84	1.54459	-1.83923	1009002,21		0
4623	1000993	1801.1	0.0	412.834	1858.63	0.467892	-1.23512	-1009002,2		0
4624	1009113	1801.05	0.0	281.68	2475.62	2.48293	1.82267	1009002,21,21		0
4625	1009223	1801.05	0.0	128.683	1823.24	1.4273	-0.955325	-1009002,21,21		0
4626	1009223	1801.05	0.0	137.121	2020.68	-2.58683	2.23611	1009002,21,21,21		0
4627	1009113	1801.05	0.0	1010.37	2606.12	-1.23481	1.52578	1009002,21		0
4628	1009223	1801.05	0.0	1028.12	2094.21	0.279727	-1.29947	-1009002,21		0
4630	1009113	1801.05	0.0	419.657	1871.33	0.638077	-0.551087	1009002,21,-5		0
4639	1009213	1801.05	1.0	495.421	3161.07	2.34094	2.9362	-1009002,21		0
4642	1009213	1801.05	-1.0	159.173	2916.44	3.35995	1.18303	-1009002,21		0
4644	1093114	1801.55	-1.0	191.321	2157.56	-2.512	-1.88798	-1009002,21		0
4647	1092224	1801.38	2.0	1189.83	5232.87	-2.09624	2.00735	1009002,21,-1		0
4648	1000993	1801.1	0.0	1183.59	2218.41	0.430821	-1.13728	1009002,21		0
4649	1000993	1801.1	0.0	733.605	2009.76	-0.645325	2.28262	-1009002,21,21		0
4651	1009213	1801.05	-1.0	711.971	1952.05	-0.337061	-0.703084	1009002,21,21		0
4653	1009113	1801.05	0.0	205.343	2579.92	-2.88679	-0.273402	-1009002,21,21,21		0
4654	1009113	1801.05	0.0	231.5	1945.65	-1.82416	2.8725	1009002,21,21,21		0
4655	1009113	1801.05	0.0	557.03	1907.05	-0.495948	-0.50591	-1009002,21,21		0
4658	1092214	1801.38	-1.0	643.278	2606.5	-1.73713	2.65626	1009002,21		0
4659	1009213	1801.05	-1.0	165.294	2206.33	-2.73143	0.13204	-1009002,21		0
4660	1009213	1801.05	1.0	240.784	1817.15	-0.0687569	2.33735	1009002,21		0
4661	1009113	1801.05	0.0	746.553	2097.89	-0.9077	0.384108	-1009002,21		0
4665	1009213	1801.05	-1.0	772.598	2255.07	-1.16329	-2.6379	1009002,21		0
4668	1000993	1801.1	0.0	1173.15	2153.49	0.11189	1.14692	-1009002,21,21		0
4670	1009223	1801.05	0.0	1470.1	2466.96	0.535363	-2.17289	1009002,21,-3		0
4676	1009213	1801.05	-1.0	1021.47	2080.9	0.201577	2.44441	1009002,21,-2		0
4679	1009213	1801.05	1.0	1038.78	2090.39	-0.206997	-0.660299	-1009002,3		0
4680	1009223	1801.05	0.0	649.384	3465.71	-2.19815	2.06719	-1009002,21,21		0
4681	1092114	1801.38	0.0	724.995	2738.42	1.70624	-1.05329	1009002,21		0
4683	1009313	1801.22	0.0	351.005	1836.19	0.178422	-2.29063	-1009002,4		0
4685	1009113	1801.05	0.0	204.219	1830.6	1.05024	2.66377	1009002,21,21		0
4686	1009323	1801.22	-1.0	259.032	2259.16	2.34493	0.0101818	-1009002,21		0
4688	1009213	1801.05	1.0	320.046	2436.63	-2.31819	-0.594726	1009002,21,21		0
4689	1009113	1801.05	0.0	713.453	2210.94	1.19118	0.948092	-1009002,21		0
4690	1009213	1801.05	1.0	617.078	2143.26	1.24644	-1.98777	1009002,21		0
4693	1009113	1801.05	0.0	317.821	2127.36	-1.94328	1.92037	1009002,21,21		0
4694	1009113	1801.05	0.0	489.046	2257.28	1.68247	-1.29764	-1009002,3		0
4695	1000993	1801.1	0.0	541.448	1893.95	-0.401708	-0.637135	-1009002,21,21		0
4700	1009223	1801.05	0.0	509.206	2030.14	-1.21911	2.62699	1009002,21,21		0
4701	1009113	1801.05	0.0	788.731	2477.81	1.40347	1.71125	-1009002,21,21		0
4702	1000993	1801.1	0.0	270.823	1974.48	-1.75832	0.290941	1009002,21,21		0
4703	1009213	1801.05	1.0	939.766	2053.73	0.315533	-2.1137	-1009002,21		0
4704	1009113	1801.05	0.0	1016.17	2352.45	0.952765	1.02772	1009002,21		0
4705	1000993	1801.1	0.0	851.289	2271.61	1.06759	-0.643079	-1009002,21		0
4712	1009213	1801.05	1.0	864.241	2037.96	-0.451131	2.39682	-1009002,21,21		0
4713	1009213	1801.05	1.0	665.952	1933.99	-0.339289	1.49571	1009002,21,21		0
4714	1092214	1801.38	1.0	704.724	2235.8	-1.24423	-1.63025	-1009002,21,21		0
4719	1009323	1801.22	-1.0	487.775	2461.24	1.90638	2.55221	1009002,21		0
4720	1092114	1801.38	0.0	134.828	1900.57	-2.18339	-0.30253	1009002,21,21		0
4722	1000993	1801.1	0.0	1233.35	2631.43	-1.01049	3.06707	1009002,21		0
4723	1092114	1801.38	0.0	1319.46	2268.89	-0.300415	-0.101709	-1009002,21,21		0
4724	1000993	1801.1	0.0	858.345	2866.51	1.60861	-1.52445	-1009002,21,21		0
4725	1009223	1801.05	0.0	1341.34	2252.16	0.127132	1.55051	1009002,21		0
4727	1009213	1801.05	-1.0	1221.41	2299.19	-0.57527	1.08769	1009002,21		0
4728	1009323	1801.22	-1.0	1229.28	3851.58	-1.67748	-2.04775	-1009002,21,21		0
4729	1092214	1801.38	1.0	793.849	2180.9	-1.0047	2.97164	-1009002,21		0
4730	1009113	1801.05	0.0	552.966	2428.38	1.74335	-0.121041	-1009002,21,21		0
4731	1009223	1801.05	0.0	492.946	1899.69	0.659738	-1.38183	-1009002,21,21		0
4733	1009213	1801.05	1.0	501.68	2050.5	1.28986	1.77937	1009002,-3		0
4734	1009223	1801.05	0.0	693.843	2211.98	-1.22618	1.68604	-1009002,21,21,21		0
4735	1000993	1801.1	0.0	859.212	2000.58	0.1643	-1.12937	1009002,21,21		0
4736	1000993	1801.1	0.0	513.762	1916.68	0.726785	0.953104	-1009002,21,21		0
4738	1009313	1801.22	0.0	601.499	1905.03	-0.249234	-2.15221	1009002,21,21,21		0
4739	1009113	1801.05	0.0	557.753	1885.98	-0.0809806	0.296113	-1009002,21,21		0
4740	1009113	1801.05	0.0	581.257	2001.65	0.964736	-2.80945	1009002,21		0
4741	1009213	1801.05	-1.0	1715.04	2599.99	-0.428804	-2.34186	-1009002,21		0
4742	1009213	1801.05	1.0	1716.44	2838.41	-0.729517	0.784331	1009002,21,21,21		0
4744	1009213	1801.05	1.0	759.2	2269.6	1.20556	-1.86804	-1009002,21,21		0
4745	1009213	1801.05	-1.0	751.696	2134.79	-0.984178	1.32822	1009002,21		0
4747	1009223	1801.05	0.0	158.11	2897.29	3.35594	1.67167	1009002,21,21		0
4748	1009223	1801.05	0.0	175.502	2643.6	3.09138	-1.42137	-1009002,21,21		0
4749	1009313	1801.22	0.0	431.162	2344.62	1.91921	-2.55689	-1009002,21,21		0
4753	1000993	1801.1	0.0	397.174	2463.72	2.1217	0.768125	1009002,21		0
4754	1009213	1801.05	-1.0	852.936	2685.97	1.49237	-1.9513	-1009002,21,21		0
4757	1009213	1801.05	-1.0	857.288	2596.5	-1.416	1.22547	1009002,21,21		0
4758	1000993	1801.1	0.0	954.367	2043.64	-0.153748	-0.268056	-1009002,21		0
4760	1009213	1801.05	1.0	912.247	2633.33	-1.37605	2.86297	1009002,21,21		0
4762	1009113	1801.05	0.0	104.52	1834.72	-1.87826	1.50566	1009002,21		0
4763	1009323	1801.22	1.0	101.417	1807.77	-0.976292	-1.65677	-1009002,21,21,21		0
4764	1009313	1801.22	0.0	408.115	2099.14	1.62649	-1.97804	-1009002,21		0
4765	1009313	1801.22	0.0	399.341	3565.28	-2.73075	2.6118	1009002,21		0
4766	1009113	1801.05	0.0	415.662	1850.85	-0.227371	0.83185	-1009002,21		0
4768	1009113	1801.05	0.0	637.592	2189.31	1.28891	-3.06148	1009002,21,21		0
4770	1009223	1801.05	0.0	1410.04	2333.51	0.321915	1.29675	1009002,21,-1		0
4771	1009223	1801.05	0.0	1377.02	2348.84	-0.432357	-1.86354	-1009002,21,21		0
4774	1000993	1801.1	0.0	932.171	2070.7	0.434805	-2.56279	-1009002,21,21		0
4775	1009213	1801.05	1.0	1272.12	2539.38	0.874344	0.0344435	1009002,21,21		0
4777	1000993	1801.1	0.0	783.334	2843.15	-1.69243	0.649965	-1009002,1		0
4778	1009213	1801.05	1.0	412.228	2024.11	-1.446	-2.26325	1009002,21,21		0
4784	1009213	1801.05	-1.0	803.591	1972.68	0.0548299	1.32557	1009002,21		0
4786	1009113	1801.05	0.0	650.735	1918.25	0.170641	-1.73519	-1009002,21,21		0
4787	1000993	1801.1	0.0	941.408	2519.57	1.2394	-2.86609	-1009002,21		0
4788	1009223	1801.05	0.0	995.849	2182.14	0.675808	0.24901	1009002,21,21,21		0
4790	1009113	1801.05	0.0	292.906	1893.48	1.31412	1.92643	-1009002,21,21		0
4791	1009113	1801.05	0.0	463.776	2441.59	1.94097	-1.04737	1009002,21		0
4795	1009213	1801.05	1.0	817.871	2040.95	-0.581434	-0.359957	-1009002,21		0
4796	1009213	1801.05	1.0	2341.68	2985.93	-0.184376	2.93131	-1009002,21		0
4799	1009323	1801.22	-1.0	500.763	1925.84	0.825936	-1.46069	-1009002,21,21		0
4800	1009213	1801.05	1.0	379.45	2169.68	-1.82712	1.50257	1009002,-3		0
4802	1009323	1801.22	1.0	1481.12	2895.78	0.989542	0.290329	-1009002,21		0
4803	1093224	1801.55	1.0	1301.01	2284	-0.395226	-2.83052	1009002,21		0
4804	1009213	1801.05	-1.0	736.892	1962.21	-0.335523	-0.362644	-1009002,21,21		0
4806	1009213	1801.05	1.0	451.859	2180.65	1.65845	-3.09484	1009002,21		0
4807	1009113	1801.05	0.0	43.3601	2817.97	4.60474	-1.44072	-1009002,21,21		0
4809	1009113	1801.05	0.0	325.175	2231.86	2.07717	2.74214	1009002,21		0
4810	1091114	1801.38	1.0	465.255	2305.88	1.79541	1.06407	1009002,21		0
4812	1000993	1801.1	0.0	532.184	3098.8	-2.23749	-2.09181	1009002,21		0
4818	1009313	1801.22	0.0	964.5	2061.69	0.281913	-2.45926	-1009002,21		0
4819	1009333	1801.4	0.0	946.02	2096.06	0.509798	0.597786	1009002,21,21		0
4820	1000993	1801.1	0.0	1075.1	2699.56	1.23868	-2.75736	-1009002,21		0
4822	1009213	1801.05	1.0	886.26	2489.72	-1.28136	0.6006	1009002,21,21,-3		0
4823	1009213	1801.05	1.0	564.591	2508.93	1.79532	-3.02482	-1009002,21		0
4824	1009113	1801.05	0.0	540.11	2134.06	1.38333	0.0979406	1009002,21		0
4825	1009213	1801.05	1.0	551.565	3167.82	2.23457	2.15286	-1009002,21		0
4826	1009213	1801.05	-1.0	483.658	2015.31	1.23819	-1.08513	1009002,-3		0
4827	1009213	1801.05	1.0	617.05	1904.53	0.0843489	-2.47651	-1009002,21		0
4829	1009113	1801.05	0.0	669.698	2085.88	1.02351	0.67949	1009002,21,21,21,21,21,21,21,21		0
4831	1009313	1801.22	0.0	1141.86	2147.6	0.219655	-0.402737	-1009002,21		0
4832	1009313	1801.22	0.0	1117.07	2462.21	-0.964914	2.72306	1009002,21		0
4833	1000993	1801.1	0.0	616.555	1963.85	0.718727	1.47646	-1009002,21		0
4836	1009213	1801.05	1.0	690.78	2034.47	0.835422	-1.16061	-1009002,21		0
4837	1009323	1801.22	1.0	824.266	2063.16	0.652558	-2.34122	-1009002,21		0
4838	1009213	1801.05	-1.0	808.22	2033.14	0.570454	0.861708	1009002,21		0
4841	1000993	1801.1	0.0	657.464	2438	-1.56645	-0.492545	1009002,21		0
4842	1000993	1801.1	0.0	653.962	2580.17	1.69878	2.58353	-1009002,21		0
4843	1009113	1801.05	0.0	1024.45	2208.53	0.690075	-1.49556	1009002,21		0
4844	1092114	1801.38	0.0	928.679	2039.53	-0.243805	1.57463	-1009002,21		0
4845	1009213	1801.05	1.0	594.019	1995.22	0.911826	-1.23879	-1009002,21,21		0
4846	1009213	1801.05	1.0	639.969	1912.14	-0.0843511	1.91676	1009002,21,21		0
4851	1009113	1801.05	0.0	572.599	1901.42	-0.357676	2.36304	-1009002,21,21		0
4852	1009113	1801.05	0.0	783.063	1969.94	0.195322	-0.0191878	1009002,21,21		0
4853	1000993	1801.1	0.0	389.153	1844.55	-0.212566	1.17465	-1009002,21,21,21,21		0
4854	1009223	1801.05	0.0	404.249	2104.1	-1.64663	-1.89809	1009002,21,21,21		0
4855	1009213	1801.05	1.0	101.47	2344.35	3.38595	-0.185952	1009002,21,21		0
4856	1009223	1801.05	0.0	102.033	1988.82	-2.80183	2.83902	-1009002,21,21		0
4859	1009223	1801.05	0.0	314.768	2799.16	2.60573	2.49939	1009002,21,21		0
4860	1000993	1801.1	0.0	333.198	2113.17	1.86869	-0.634887	-1009002,21,21,21		0
4861	1000993	1801.1	0.0	639.53	1941.31	-0.509613	-1.8348	1009002,21,21		0
4863	1009113	1801.05	0.0	678.788	2130.81	1.10669	1.24079	1009002,21		0
4864	1009213	1801.05	1.0	504.917	1873.29	0.201338	-1.78149	-1009002,2		0
4867	1009113	1801.05	0.0	588.083	2542.78	-1.78104	1.14485	1009002,21,21		0
4868	1009223	1801.05	0.0	905.282	2272.93	-0.990152	-0.599004	1009002,21		0
4870	1009113	1801.05	0.0	740.904	2004.86	-0.605099	2.54373	1009002,21,21,21		0
4871	1092214	1801.38	1.0	718.976	2063.82	0.867878	-0.48188	1009002,21,21		0
4872	1092214	1801.38	-1.0	630.085	2115.51	-1.16606	2.48204	-1009002,21		0
4874	1000993	1801.1	0.0	231.969	1862.84	-1.34558	-0.698314	-1009002,21		0
4875	1009223	1801.05	0.0	306.03	1956.26	-1.56476	2.39364	1009002,21,21,21		0
4878	1009113	1801.05	0.0	915.855	2212.5	-0.870195	-1.21235	-1009002,21		0
4879	1000993	1801.1	0.0	171.825	1842.81	-1.45993	2.99071	-1009002,21,21		0
4880	1009213	1801.05	-1.0	397.057	1845.57	-0.171623	2.63952	-1009002,3		0
4882	1009323	1801.22	1.0	260.473	1923.64	1.60627	-0.233868	1009002,21,21,21		0
4884	1092114	1801.38	0.0	884.476	2006.83	0.0120375	1.87636	-1009002,21,21		0
4885	1009213	1801.05	-1.0	896.411	2059.63	-0.474319	-1.24357	1009002,21,21		0
4886	1009113	1801.05	0.0	879.008	3270.4	-1.79934	-0.531095	-1009002,21		0
4887	1009313	1801.22	0.0	1082.66	2265.22	-0.717629	2.71689	1009002,21		0
4889	1009223	1801.05	0.0	925.565	2886.4	-1.53886	2.16931	1009002,21,21		0
4892	1000993	1801.1	0.0	925.676	3081.89	-1.65083	-0.984542	-1009002,21,21		0
4893	1009213	1801.05	-1.0	1203.47	2166.16	0.00950576	-2.86667	1009002,21		0
4894	1009113	1801.05	0.0	999.599	2297.06	0.893357	0.472478	1009002,21		0
4895	1009213	1801.05	-1.0	403.663	1945.59	-1.20818	-0.782614	-1009002,21,21		0
4898	1009323	1801.22	1.0	405.067	1947.49	-1.21145	2.29173	1009002,21,21		0
4899	1009213	1801.05	-1.0	625.782	1923.47	-0.394978	-1.11984	-1009002,21		0
4900	1009223	1801.05	0.0	633.809	2531.91	-1.69218	2.04421	1009002,21,21		0
4901	1009213	1801.05	-1.0	527.096	1895.94	-0.492376	1.81338	-1009002,21		0
4902	1009113	1801.05	0.0	746.638	2044.87	-0.75276	-1.61263	1009002,21		0
4903	1009213	1801.05	1.0	752.749	1976.57	-0.401612	0.274402	1009002,21		0
4904	1009213	1801.05	-1.0	779.747	1999.16	-0.470574	-2.90907	-1009002,21		0
4905	1009213	1801.05	-1.0	692.878	2456.04	1.52665	2.17918	-1009002,21		0
4906	1009223	1801.05	0.0	829.944	2022.62	-0.462865	-0.961982	1009002,21		0
4907	1009213	1801.05	-1.0	277.622	2037.4	1.90402	0.40822	-1009002,21		0
4908	1009223	1801.05	0.0	286.379	1848.01	0.911941	-2.72854	1009002,21,21		0
4909	1009113	1801.05	0.0	1127.66	2715.09	1.19407	-1.89301	-1009002,21		0
4910	1009213	1801.05	1.0	960.511	2077.7	-0.393629	1.02645	1009002,21		0
4911	1009213	1801.05	1.0	994.934	2526.62	-1.18014	-1.03645	-1009002,21,21		0
4912	1000993	1801.1	0.0	1214.89	2274.2	0.528495	2.19467	-1009002,21		0
4913	1009313	1801.22	0.0	437.42	2404.12	-1.96576	-0.80281	-1009002,21,21		0
4914	1009213	1801.05	1.0	515.052	2467.85	1.85552	2.30269	1009002,21,21		0
4918	1092114	1801.38	0.0	384.884	1994.42	1.43762	-2.0145	1009002,21,21		0
4920	1009213	1801.05	-1.0	314.406	1874.5	-1.08802	0.78801	-1009002,21		0
4921	1092114	1801.38	0.0	851.04	2276.76	-1.07533	2.84243	1009002,21,21		0
4926	1009213	1801.05	-1.0	988.879	2232.13	-0.795432	-0.606501	1009002,21		0
4928	1009213	1801.05	1.0	393.734	2632.78	2.26706	0.286619	1009002,21,21		0
4929	1009223	1801.05	0.0	425.389	2012.19	1.37791	-2.94237	1009002,-2		0
4931	1009213	1801.05	-1.0	747.125	2031.51	-0.703582	1.55957	-1009002,21		0
4932	1009223	1801.05	0.0	762.269	3110.32	1.87171	-1.59098	1009002,21,21		0
4935	1009323	1801.22	-1.0	629.182	3161.99	2.09655	-1.19393	-1009002,21,21,21		0
4936	1009223	1801.05	0.0	405.544	2380.2	2.02045	1.93007	1009002,21		0
4938	1009313	1801.22	0.0	1283.38	2375.79	0.632984	-1.41155	1009002,21,21		0
4939	1009223	1801.05	0.0	1054.02	2165.29	0.523815	1.42186	-1009002,21,21		0
4946	1009113	1801.05	0.0	400.509	2171.88	1.77351	-2.11881	1009002,21,21		0
4948	1009213	1801.05	1.0	395.481	1851.72	-0.416132	1.03274	-1009002,21		0
4950	1009323	1801.22	1.0	295.497	1825.45	0.078112	-1.22552	1009002,21		0
4951	1009323	1801.22	-1.0	299.256	1826.53	-0.157219	1.82607	1009002,-2		0
4953	1009223	1801.05	0.0	460.775	1887.41	0.658694	-1.86633	-1009002,21,21,21		0
4954	1092224	1801.38	2.0	461.378	1867.28	-0.360728	1.27283	1009002,21,21,-4		0
4955	1000993	1801.1	0.0	1265.87	2369.1	0.645702	0.143568	-1009002,21,21		0
4956	1009223	1801.05	0.0	1194.38	2349.4	-0.71035	3.00335	-1009002,21,21		0
4959	1009213	1801.05	-1.0	2224.78	3253.7	-0.648845	-1.72159	1009002,-1		0
4964	1009223	1801.05	0.0	2225.68	3568.51	-0.85064	1.41588	-1009002,21,21,21,21		0
4965	1009223	1801.05	0.0	454.412	1962.05	-1.13258	-2.14746	-1009002,21,21		0
4966	1009213	1801.05	1.0	439.176	3063.09	-2.41536	0.987046	1009002,21		0
4972	1009113	1801.05	0.0	866.79	2019.02	0.323389	-1.84064	1009002,21		0
4973	1092214	1801.38	1.0	982.183	2198.74	-0.736403	1.39974	-1009002,21		0
4975	1000993	1801.1	0.0	941.952	2233.16	-0.868643	0.894774	-1009002,21		0
4976	1009213	1801.05	1.0	1044.29	2293.3	-0.824338	-2.26308	1009002,21		0
4978	1009213	1801.05	-1.0	889.799	2655.85	1.42215	1.49104	-1009002,21,21		0
4983	1000993	1801.1	0.0	886.452	2753.62	1.49872	-1.49573	-1009002,21		0
4990	1009213	1801.05	1.0	308.938	2213.02	2.10451	-2.46754	-1009002,21,21		0
4991	1009213	1801.05	-1.0	334.412	3233.76	2.7726	1.0339	1009002,21,21		0
4995	1009213	1801.05	1.0	548.934	2050.88	-1.18422	-0.73044	-1009002,1		0
4997	1009223	1801.05	0.0	482.662	1870.04	-0.291008	2.34362	1009002,-1		0
4998	1009223	1801.05	0.0	319.398	1833.34	0.378549	2.02854	-1009002,21		0
4999	1009223	1801.05	0.0	330.861	2048.62	-1.74514	-1.28772	1009002,21		0
5005	1009113	1801.05	0.0	1312.51	2255.23	-0.260502	-2.91705	1009002,21,21		0
5007	1092214	1801.38	1.0	1176.01	2206.08	-0.404459	-0.0219249	1009002,21		0
5008	1009213	1801.05	1.0	74.8981	1806.24	-1.21084	2.19014	-1009002,21		0
5009	1009313	1801.22	0.0	106.027	1895.82	-2.40374	-0.978465	-1009002,21		0
5010	1009113	1801.05	0.0	536.245	1899.79	-0.499379	1.68057	-1009002,21,21		0
5012	1009113	1801.05	0.0	569.161	1992.78	0.961066	-1.46229	1009002,21		0
5015	1009113	1801.05	0.0	1251.35	2880.64	1.19064	0.563348	1009002,21,21		0
5016	1009113	1801.05	0.0	1250.24	2403.64	0.723264	-2.5569	-1009002,21,21,1		0
5019	1009213	1801.05	-1.0	1941.96	2690.13	0.240211	0.673717	-1009002,21,21		0
5020	1009213	1801.05	1.0	631.718	1993.6	0.817415	2.57932	1009002,21		0
5023	1009313	1801.22	0.0	269.561	1890.48	-1.38865	1.717	-1009002,21,21		0
5025	1009313	1801.22	0.0	270.486	2069.3	-2.00101	-1.41573	1009002,21		0
5026	1092214	1801.38	-1.0	886.422	2589.36	1.37199	2.42373	-1009002,21		0
5027	1009223	1801.05	0.0	883.332	2006.03	-0.0102091	-0.800767	1009002,21,21		0
5033	1009213	1801.05	1.0	1266.1	2391.99	0.684125	2.29948	-1009002,21,21		0
5034	1009313	1801.22	0.0	1277.37	2630.18	0.962823	-0.827492	1009002,21		0
5035	1009323	1801.22	1.0	249.047	1821.46	0.414233	0.459792	-1009002,21,21		0
5036	1000993	1801.1	0.0	84.7691	2499.3	3.7101	-1.55367	1009002,21		0
5037	1009213	1801.05	1.0	665.895	2344.12	1.45214	-0.0315784	-1009002,21		0
5038	1009213	1801.05	-1.0	760.058	2101.89	0.892726	3.07374	1009002,21		0
5039	1093214	1801.55	0.0	580.402	1923.11	0.557265	-2.71474	-1009002,21,21		0
5040	1009113	1801.05	0.0	584.203	2082.05	-1.18488	0.432869	1009002,21,21		0
5041	1009313	1801.22	0.0	1249.83	2278.09	-0.476996	-1.47115	1009002,21		0
5042	1009213	1801.05	-1.0	1212.03	2351.53	0.689705	1.66533	-1009002,21		0
5045	1092214	1801.38	1.0	1981.55	2816.89	0.427759	-2.64236	-1009002,3		0
5046	1000993	1801.1	0.0	1982.46	2980.82	0.619465	0.498152	-1009002,21		0
5047	1000993	1801.1	0.0	665.018	1945.54	-0.456911	-2.71757	-1009002,21		0
5048	1009213	1801.05	1.0	1298.02	2227.94	0.143796	1.78419	1009002,21,21		0
5050	1009213	1801.05	-1.0	270.356	1825.35	-0.439431	1.28546	-1009002,21,21		0
5054	1009213	1801.05	1.0	360.095	3943.42	-2.96696	2.98713	1009002,21,-4		0
5055	1009113	1801.05	0.0	744.345	2069.57	0.835302	-2.39451	1009002,-2		0
5062	1000993	1801.1	0.0	754.782	2085.45	-0.859624	0.782448	-1009002,21		0
5063	1009213	1801.05	-1.0	319.376	2446.24	-2.32913	3.11772	-1009002,21		0
5064	1000993	1801.1	0.0	282.819	2031.29	1.86994	-0.242227	1009002,21		0
5068	1009213	1801.05	-1.0	747.402	1958.11	0.236391	1.14646	-1009002,21		0
5069	1009113	1801.05	0.0	777.081	2149.43	0.971041	-1.96175	-1009002,21		0
5073	1009223	1801.05	0.0	578.116	2092.47	1.22085	0.8764	-1009002,21,21		0
5074	1009223	1801.05	0.0	576.919	2185.42	1.39723	-2.25174	1009002,-3		0
5075	1009223	1801.05	0.0	1181.98	2718.86	-1.13992	1.74482	-1009002,21,21		0
5076	1009313	1801.22	0.0	1212.75	2236.84	0.429408	-1.40855	1009002,21,-3		0
5077	1009213	1801.05	-1.0	774.886	1961.13	0.0548642	0.889385	-1009002,21,21		0
5080	1009213	1801.05	-1.0	740.926	2411.72	1.40726	-2.16594	-1009002,21,21		0
5082	1000993	1801.1	0.0	480.221	2102.78	-1.45545	2.26245	-1009002,21		0
5083	1000993	1801.1	0.0	491.105	1882.2	-0.470806	-0.893183	1009002,21,21		0
5084	1009213	1801.05	1.0	1410.34	2289.31	0.0638046	-0.848431	-1009002,21,21		0
5087	1092214	1801.38	-1.0	1450.47	2317.41	-0.101021	2.67462	-1009002,4		0
5088	1009313	1801.22	0.0	566.861	1888.56	0.0531402	-1.27765	-1009002,21		0
5093	1009313	1801.22	0.0	584.238	1894.47	-0.0979583	1.88852	1009002,21,21		0
5094	1000993	1801.1	0.0	779.846	1963.6	-0.0770624	1.54534	-1009002,21,21		0
5096	1009113	1801.05	0.0	793.235	2018.97	0.541466	-1.51095	1009002,21,21		0
5097	1009213	1801.05	-1.0	884.414	2835.66	1.55649	-1.06369	1009002,21,21		0
5098	1009213	1801.05	-1.0	1113.78	2143.5	0.293953	2.1046	-1009002,21		0
5099	1009113	1801.05	0.0	1021.14	2087.38	0.257451	-0.377464	-1009002,21,21		0
5102	1009213	1801.05	-1.0	1066.69	2107.71	0.229195	2.71426	1009002,21		0
5105	1009313	1801.22	0.0	456.425	1920.46	0.925303	-0.0989232	-1009002,4		0
5106	1009113	1801.05	0.0	479.069	1863.77	-0.0399415	2.99125	1009002,21		0
5108	1009213	1801.05	-1.0	203.035	2180.39	2.48679	-2.06917	-1009002,21		0
5111	1009113	1801.05	0.0	297.878	1893.83	1.29687	1.10623	-1009002,21		0
5117	1009223	1801.05	0.0	420.027	2043.81	1.47512	-0.196065	-1009002,21,21		0
5120	1009213	1801.05	-1.0	427.604	1852	-0.133779	2.95661	1009002,21,21		0
5123	1009213	1801.05	-1.0	525.534	1899.87	0.542429	3.04713	-1009002,21		0
5124	1009213	1801.05	1.0	520.576	1879.4	-0.250393	-0.0604677	1009002,21,21,-1		0
