event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
12062	1009213	1801.05	-1.0	1086.7	2111.99	0.173235	-1.63527	1009002,21,21		0
12063	1009213	1801.05	-1.0	696.411	2619.5	-1.66259	-1.54326	1009002,21,21		0
12065	1009113	1801.05	0.0	681.242	1949.17	0.430383	1.60613	-1009002,21,21		0
12071	1009213	1801.05	1.0	1071.46	3449.36	1.66821	1.55282	-1009002,21		0
12073	1009213	1801.05	-1.0	1103.7	2112.66	0.0337217	-2.06605	1009002,21		0
12076	1000993	1801.1	0.0	418.519	1978.56	1.29168	0.756133	1009002,21		0
12079	1009213	1801.05	1.0	465.82	3568.12	2.57633	-2.36163	-1009002,21		0
12080	1009223	1801.05	0.0	419.68	2004.17	1.37007	-2.49441	1009002,21		0
12082	1009223	1801.05	0.0	565.377	1887.8	0.0339007	0.832262	-1009002,21		0
12088	1092114	1801.38	0.0	1261.82	2494.43	0.832963	-0.799874	-1009002,21		0
12090	1000993	1801.1	0.0	1310.64	2652.93	0.949947	2.34522	1009002,21,-1		0
12092	1092114	1801.38	0.0	588.595	3397.5	-2.27057	-0.841052	1009002,21,21		0
12093	1093114	1801.55	1.0	591.406	2677.19	-1.87859	2.28528	-1009002,21		0
12094	1009223	1801.05	0.0	312.182	1833.47	-0.442662	0.0353664	-1009002,3		0
12095	1009213	1801.05	1.0	527.177	2507.19	-1.866	-2.90889	1009002,-3		0
12098	1009213	1801.05	1.0	844.999	1989.84	-0.0480928	-1.29244	-1009002,21,21		0
12099	1009213	1801.05	-1.0	858.94	2061.55	-0.571573	1.86141	1009002,21		0
12100	1009213	1801.05	1.0	895.044	2245.67	-0.961225	2.23119	-1009002,21,21		0
12101	1009113	1801.05	0.0	824.615	2006.85	0.3812	-0.915449	1009002,21,21		0
12102	1009213	1801.05	1.0	499.448	1869.07	-0.0282139	-2.22733	-1009002,21,21		0
12106	1009213	1801.05	-1.0	516.759	2414.98	1.80199	0.909716	1009002,21,21		0
12107	1000993	1801.1	0.0	664.797	2349.68	1.46037	0.603397	-1009002,21		0
12109	1009213	1801.05	-1.0	634.735	2689.52	1.8133	-2.46782	1009002,21,21		0
12110	1009213	1801.05	-1.0	442.146	2044.02	1.41827	-2.58902	-1009002,21,21		0
12112	1009113	1801.05	0.0	403.967	2103.06	1.6454	-0.120242	-1009002,21,21,21		0
12113	1009213	1801.05	1.0	787.035	1995.89	-0.427671	-1.32639	1009002,21,21,21		0
12116	1009213	1801.05	-1.0	296.031	1876.81	1.18152	1.94822	-1009002,21		0
12118	1009223	1801.05	0.0	482.161	2140.07	-1.52085	-2.13505	-1009002,21		0
12119	1009213	1801.05	1.0	625.842	2210.2	-1.34367	1.20078	1009002,21		0
12120	1009113	1801.05	0.0	517.898	1887.04	0.415105	1.66705	-1009002,21,21		0
12121	1009223	1801.05	0.0	610.456	1913.57	-0.341955	-1.49435	1009002,21		0
12122	1000993	1801.1	0.0	637.985	1928.13	-0.394528	-1.40009	-1009002,21,21		0
12124	1009213	1801.05	-1.0	669.633	2527.71	1.62946	1.77324	1009002,21,21,21		0
12125	1009213	1801.05	-1.0	450.983	2168.52	1.6414	-2.89145	-1009002,21		0
12126	1009213	1801.05	1.0	480.751	2359.41	1.82114	0.278985	1009002,-3		0
12127	1009223	1801.05	0.0	1377.13	3502.94	1.41602	-1.00186	1009002,21,21		0
12131	1000993	1801.1	0.0	1358.03	2256.88	-0.0535786	2.1367	-1009002,21,21,21		0
12133	1009113	1801.05	0.0	1096.64	2380.68	0.886813	0.915381	-1009002,21,21		0
12137	1009223	1801.05	0.0	1052.32	2781.05	-1.32484	-2.20004	1009002,21		0
12140	1009213	1801.05	-1.0	608.825	2922.38	2.00492	-2.37042	1009002,21		0
12142	1009113	1801.05	0.0	614.227	1945.78	0.620696	0.787159	-1009002,21		0
12144	1009213	1801.05	-1.0	689.645	1936.26	0.247435	-1.00003	-1009002,21		0
12147	1009213	1801.05	1.0	748.522	2174.95	-1.06977	2.19288	1009002,-3		0
12148	1009313	1801.22	0.0	1856.01	2808.34	-0.559905	-1.46149	-1009002,21,21		0
12149	1092214	1801.38	-1.0	1845.08	3168.53	-0.879914	1.6834	1009002,21,21		0
12153	1009113	1801.05	0.0	577.606	1925.11	-0.58669	0.518293	-1009002,21,21		0
12154	1009213	1801.05	-1.0	570.646	2552.21	-1.82065	-2.63061	1009002,21		0
12155	1009223	1801.05	0.0	923.916	2026.76	0.10984	-2.15647	-1009002,21,21		0
12157	1009223	1801.05	0.0	898.897	2238.71	0.943609	1.01943	1009002,21		0
12159	1009313	1801.22	0.0	681.066	1991.79	-0.690899	-1.72459	1009002,21,21		0
12160	1009213	1801.05	-1.0	683.593	1927.84	0.108	1.41961	-1009002,21		0
12162	1009213	1801.05	1.0	1036.12	2077.94	-0.0213969	-2.82886	1009002,21		0
12163	1009223	1801.05	0.0	955.985	2090.06	-0.463356	0.409823	-1009002,21,21		0
12165	1092214	1801.38	1.0	256.893	1897.32	-1.48415	-1.47869	1009002,21		0
12166	1009223	1801.05	0.0	252.997	2057.22	-2.04508	1.68135	-1009002,21,1		0
12168	1009113	1801.05	0.0	731.974	1987.82	-0.539784	2.39401	1009002,21,21		0
12171	1009213	1801.05	-1.0	698.927	1973.05	-0.545937	-0.584777	-1009002,21,21		0
12173	1009213	1801.05	1.0	465.828	1884.79	0.611151	0.358657	-1009002,21		0
12176	1009223	1801.05	0.0	451.952	2086.31	1.48941	-2.73661	1009002,21,21		0
12177	1009213	1801.05	-1.0	1050.25	2103.34	-0.26159	-0.603288	-1009002,21		0
12183	1009313	1801.22	0.0	634.684	1997.13	0.824007	1.78442	1009002,21,21		0
12185	1009113	1801.05	0.0	457.693	2927.09	2.30084	1.713	-1009002,21		0
12187	1009113	1801.05	0.0	475.552	1938.58	0.969609	-1.44888	1009002,21,21		0
12188	1000993	1801.1	0.0	822.31	2061.06	-0.649606	1.2669	-1009002,2		0
12189	1009223	1801.05	0.0	827.625	2263.57	-1.09109	-1.8817	1009002,21		0
12190	1092114	1801.38	0.0	592.048	1898.2	-0.147705	-0.738688	-1009002,21		0
12191	1009213	1801.05	1.0	540.971	1889.02	0.324784	2.65388	-1009002,21,21		0
12193	1009213	1801.05	1.0	726.654	1942.67	-0.0641874	-1.3701	-1009002,1		0
12194	1009113	1801.05	0.0	1205.23	2660	1.06609	1.46054	1009002,21,21		0
12195	1009323	1801.22	1.0	1117.46	2308.84	-0.747437	3.11947	-1009002,21,21		0
12197	1009313	1801.22	0.0	1084.68	2675.11	-1.20841	-0.00538682	1009002,21,21		0
12201	1009213	1801.05	-1.0	2258.9	4111.07	1.07527	1.16261	-1009002,21		0
12203	1092114	1801.38	0.0	2273.08	2905.39	-0.0754254	-1.92555	1009002,21,21		0
12204	1009323	1801.22	1.0	531.899	1889.03	0.372455	-3.12119	-1009002,21		0
12205	1009313	1801.22	0.0	658.852	2413.95	-1.53988	-0.154759	1009002,21		0
12206	1009313	1801.22	0.0	609.501	2007.53	0.920427	-1.90759	-1009002,21,21,21		0
12209	1009213	1801.05	-1.0	493.031	2067.53	1.35057	1.40108	1009002,21,21,21		0
12212	1009223	1801.05	0.0	814.766	2499.75	1.38768	-0.273273	-1009002,21		0
12213	1009223	1801.05	0.0	674.051	1925.22	-0.135158	2.90608	-1009002,21		0
12214	1009213	1801.05	1.0	517.27	1881.11	-0.313762	0.194888	-1009002,21,21		0
12218	1009213	1801.05	-1.0	466.532	1889.63	0.659654	-2.94446	1009002,21		0
12219	1009223	1801.05	0.0	91.4474	2088.84	3.13969	3.12874	-1009002,21		0
12220	1092214	1801.38	1.0	116.887	2940.16	3.68222	-0.73971	1009002,21,-3		0
12222	1009213	1801.05	1.0	568.196	1938.87	-0.710939	-0.143234	-1009002,21,21		0
12223	1009113	1801.05	0.0	724.819	3263.47	-1.99793	-2.98297	1009002,-3		0
12225	1000993	1801.1	0.0	400.962	1921.83	1.10263	0.556715	1009002,21		0
12227	1009213	1801.05	1.0	405.51	1883.82	-0.826971	-2.59841	-1009002,1		0
12228	1009113	1801.05	0.0	428.541	1906.07	-0.921956	-0.266745	-1009002,21,21		0
12229	1009113	1801.05	0.0	404.252	2056.5	1.54721	2.65702	1009002,21		0
12230	1009213	1801.05	1.0	381.512	1977.1	-1.39305	-0.93441	-1009002,4		0
12231	1009113	1801.05	0.0	294.049	2644.51	-2.57217	1.66858	1009002,21		0
12233	1000993	1801.1	0.0	216.383	1963.05	1.95659	-0.285632	-1009002,21,21		0
12239	1000993	1801.1	0.0	221.424	2035.26	2.13327	2.90721	1009002,21		0
12240	1009213	1801.05	-1.0	481.262	1886.04	-0.56377	-2.41217	1009002,21		0
12241	1009223	1801.05	0.0	660.558	1921.06	0.153345	1.74708	1009002,21,21		0
12243	1009213	1801.05	1.0	1026.91	3544.01	-1.75289	-0.210858	-1009002,21,21		0
12244	1009313	1801.22	0.0	1072.34	2617.46	-1.17331	2.9614	1009002,-3		0
12247	1009313	1801.22	0.0	1296.95	2341.62	-0.547528	1.09993	-1009002,21		0
12248	1009113	1801.05	0.0	1119.79	2284.82	0.700468	-1.83019	1009002,21,21,21		0
12249	1000993	1801.1	0.0	464.1	2497.89	-1.99088	-1.157	-1009002,21,21		0
12250	1000993	1801.1	0.0	569.253	1889.01	0.0331856	2.42252	1009002,21		0
12254	1009213	1801.05	-1.0	721.851	1998.42	-0.621848	-2.68659	-1009002,21		0
12257	1009213	1801.05	1.0	760.953	2106.78	-0.903222	0.244092	1009002,21,21,-1		0
12258	1009313	1801.22	0.0	1673.93	2687.84	0.609882	0.41873	-1009002,21		0
12260	1092114	1801.38	0.0	1317.69	2466.49	-0.730147	-3.03799	-1009002,21		0
12261	1009323	1801.22	1.0	650.692	2343.25	-1.47669	-0.614362	-1009002,21,21		0
12262	1009313	1801.22	0.0	602.53	2919.84	-2.01418	2.55563	1009002,21,21		0
12264	1009323	1801.22	1.0	1427.36	2507.25	0.65446	0.0319266	-1009002,2		0
12266	1009323	1801.22	-1.0	1681.87	2510.2	-0.280229	3.06758	1009002,21		0
12267	1009213	1801.05	-1.0	540.614	1896.03	-0.435037	-0.736115	1009002,21,21		0
12268	1009213	1801.05	1.0	490.645	1867.4	0.105358	2.43358	-1009002,2		0
12272	1009213	1801.09	1.0	208.657	2167.2	2.43939	1.88073	-1009002,2		0
12278	1009213	1801.05	-1.0	199.745	1822.21	-0.852966	-1.29818	-1009002,1		0
12279	1000993	1801.1	0.0	323.304	1961.28	1.52264	2.12169	-1009002,21		0
12280	1009213	1801.11	1.0	310.7	2026.44	1.75886	-0.985646	1009002,-1		0
12282	1009213	1801.05	-1.0	1123.18	2530.64	-1.03305	-1.58139	-1009002,3		0
12283	1009223	1801.05	0.0	724.437	1954.23	-0.305219	1.41234	1009002,21		0
12284	1009313	1801.22	0.0	212.337	1988.5	-2.05502	0.241056	-1009002,21		0
12286	1009113	1801.05	0.0	137.895	3742.08	-3.86186	3.11318	1009002,21,21		0
12289	1009213	1801.05	1.0	1088.04	2131.38	-0.307037	-1.11677	-1009002,21		0
12293	1009113	1801.05	0.0	1104.66	2140.44	0.305426	2.04046	1009002,21,21		0
12295	1009223	1801.05	0.0	302.333	1865.29	-1.0511	-0.7449	-1009002,21,21		0
12297	1009223	1801.05	0.0	301.147	1900	1.32242	2.38988	1009002,21		0
12298	1093224	1801.55	1.0	501.332	1880.99	0.394521	-0.0301599	1009002,21,21		0
12302	1009223	1801.05	0.0	463.136	1859.75	0.0427914	3.06055	-1009002,21,21		0
12303	1009223	1801.05	0.0	766.684	3074.39	1.8472	-0.332115	-1009002,21		0
12304	1009223	1801.05	0.0	638.763	2541.63	1.69211	2.99726	1009002,21		0
12305	1009213	1801.05	1.0	1204.69	2182.66	-0.216234	-2.4306	1009002,21,21,-2		0
12306	1009113	1801.05	0.0	1169	2206.85	0.423308	0.639217	-1009002,2		0
12313	1009323	1801.22	1.0	945.47	2122.25	0.60242	0.798656	-1009002,21		0
12315	1009313	1801.22	0.0	899.612	2353.99	1.112	-2.42645	1009002,21,21		0
12318	1009313	1801.22	0.0	310.092	1831.07	-0.349879	0.132504	1009002,-4		0
12323	1009213	1801.05	1.0	294.056	1826.88	0.285806	-2.74938	-1009002,21,21		0
12324	1092214	1801.38	-1.0	736.917	1970.52	-0.406844	-2.97086	-1009002,21,21,21		0
12326	1009213	1801.05	-1.0	883.62	2052.62	-0.473696	0.0764656	1009002,21,21		0
12329	1009213	1801.05	1.0	1368.97	2372.02	0.49988	-0.379585	-1009002,21,21		0
12330	1009213	1801.05	-1.0	1384.3	3022.7	-1.16133	2.74572	1009002,21,21		0
12332	1000993	1801.1	0.0	856.218	2227.25	-0.988998	1.54585	1009002,21		0
12333	1093314	1801.72	-1.0	894.977	2821.31	1.53385	-1.58363	1009002,21,21		0
12334	1009223	1801.05	0.0	835.199	2103.07	0.756612	-0.147152	-1009002,21		0
12335	1009223	1801.05	0.0	777.178	2253.57	-1.15386	2.90274	1009002,21,21		0
12336	1093114	1801.55	1.0	928.324	2115.3	-0.613479	2.17963	1009002,21,21,21		0
12338	1009213	1801.05	1.0	475.898	1927.71	-0.910642	-1.13514	1009002,21		0
12339	1009213	1801.05	-1.0	579.169	2142.07	-1.31822	0.558561	1009002,21,21,21		0
12341	1092114	1801.38	0.0	647.515	1915.67	-0.115007	-2.41757	-1009002,21,21		0
12345	1009213	1801.05	-1.0	612.505	2054.09	1.05693	0.917858	-1009002,21,21		0
12347	1009223	1801.05	0.0	510.714	2023.01	1.19554	-1.76105	1009002,21,-2		0
12348	1009213	1801.05	1.0	666.67	1931	-0.297593	-2.14116	1009002,21,21		0
12349	1000993	1801.1	0.0	603.491	2407.7	1.62908	1.05265	1009002,21		0
12350	1092114	1801.38	0.0	652.509	1937.09	0.424847	2.38909	-1009002,21,21,21		0
12351	1000993	1801.1	0.0	693.742	1979.02	0.59477	-0.747143	1009002,21		0
12352	1009313	1801.22	0.0	92.5741	1808.44	1.15433	-2.87146	-1009002,21,21		0
12353	1009323	1801.22	-1.0	17.4459	2179	-4.94568	-1.22106	1009002,21,21		0
12355	1009213	1801.05	-1.0	924.037	2904.65	-1.55193	-2.53034	1009002,21		0
12357	1009113	1801.05	0.0	835.89	2016.17	0.407254	0.67187	1009002,21,21		0
12358	1009213	1801.05	-1.0	366.255	1851.67	0.581792	2.60001	-1009002,21,21		0
12362	1009213	1801.05	1.0	416.121	2695.37	2.25478	-0.825557	1009002,21,21		0
12363	1009223	1801.05	0.0	518.61	2210.73	1.5545	-1.64324	1009002,21		0
12366	1009213	1801.05	1.0	747.276	1980.15	-0.446295	2.29263	-1009002,21,21		0
12368	1009113	1801.05	0.0	1232.73	2283.49	-0.520859	0.451221	-1009002,21		0
12370	1009213	1801.05	-1.0	1215.6	3001.75	-1.30268	-2.66194	1009002,21,21,21		0
12371	1009323	1801.22	-1.0	208.238	3573.04	3.38789	-2.83855	1009002,21		0
12372	1092214	1801.38	-1.0	253.589	1859.12	-1.20158	0.262818	1009002,21,21		0
12374	1009213	1801.05	-1.0	1370.58	2264.02	0.043364	-3.11508	-1009002,2		0
12377	1009223	1801.05	0.0	1375.45	2612.82	0.842288	0.0284158	1009002,21,21		0
12381	1009223	1801.05	0.0	1004.52	2634.57	-1.26591	0.00708106	-1009002,21,21		0
12383	1092214	1801.38	1.0	890.964	2672.14	1.43315	3.00558	1009002,21,21,21		0
12384	1009313	1801.22	0.0	115.96	1811.67	-1.10494	0.173177	-1009002,3		0
12385	1009323	1801.22	-1.0	105.264	2105.68	-3.02885	3.00269	1009002,21		0
12388	1009223	1801.05	0.0	769.449	2330.42	1.2707	3.08829	-1009002,21		0
12389	1009213	1801.05	1.0	713.105	1985.35	-0.577528	0.185942	1009002,21,21		0
12391	1009223	1801.05	0.0	585.367	3386.33	-2.27157	2.87226	-1009002,21		0
12394	1009323	1801.22	1.0	569.83	2199.41	-1.43301	-0.257306	1009002,21		0
12395	1009313	1801.22	0.0	731.274	2001.37	0.611686	2.99161	-1009002,21,21		0
12397	1000993	1801.1	0.0	642.821	2027.03	0.913167	0.439389	-1009002,21,21		0
12398	1009323	1801.22	1.0	1099.59	2111.67	-0.0682941	-2.08385	-1009002,21		0
12399	1000993	1801.1	0.0	553.226	2493.14	1.80291	1.80106	1009002,21		0
12401	1009213	1801.05	-1.0	845.591	1999.18	-0.228273	1.38579	-1009002,21,21		0
12402	1009313	1801.22	0.0	850.365	2222.47	-0.989646	-1.75365	1009002,21,21		0
12405	1000993	1801.1	0.0	1252.15	2209.2	0.207871	0.239706	-1009002,21,21		0
12406	1009113	1801.05	0.0	1179.54	2883.21	1.26261	-3.00202	1009002,21		0
12410	1009213	1801.05	-1.0	791.381	2402.37	-1.32211	-0.142365	-1009002,21		0
12411	1009213	1801.05	1.0	736.794	2121.01	-0.980449	3.06672	1009002,21		0
12412	1009323	1801.22	1.0	712.456	3308.44	-2.03598	-1.02769	-1009002,2		0
12416	1009313	1801.22	0.0	715.753	2139.92	-1.05824	2.08427	1009002,21,21		0
12417	1009313	1801.22	0.0	729.982	1973.04	0.450362	1.34702	-1009002,21		0
12419	1009323	1801.22	-1.0	858.571	2478.64	1.30721	-1.65861	1009002,21		0
12421	1009323	1801.22	1.0	525.061	2614.94	1.95719	-1.08402	-1009002,21		0
12427	1009213	1801.05	1.0	532.125	2356.22	1.71002	2.09903	1009002,21,21		0
12429	1009213	1801.05	-1.0	1228.83	2414.79	0.767177	-2.11752	1009002,-3		0
12430	1009213	1801.05	-1.0	1232.84	2782.98	1.13829	1.02389	1009002,21		0
12431	1009213	1801.05	1.0	124.097	1824.6	1.50102	-0.696952	-1009002,21		0
12433	1000993	1801.1	0.0	349.791	1863.01	-0.826666	2.31186	1009002,-2		0
12434	1009223	1801.05	0.0	1057.54	2110.04	0.280156	-0.648597	1009002,21		0
12436	1009323	1801.22	-1.0	1070.77	2641.82	-1.19614	2.4739	-1009002,3		0
12438	1093314	1801.72	-1.0	309.488	1832.81	0.411897	0.802257	1009002,21		0
12439	1009213	1801.05	1.0	707.527	2320.52	-1.3554	3.10266	-1009002,21		0
12440	1009213	1801.05	1.0	467.723	1869.1	0.368034	-2.16791	-1009002,21		0
12444	1009113	1801.05	0.0	457.459	1913.77	0.881727	0.907181	1009002,21,21		0
12445	1009113	1801.05	0.0	165.231	1811.3	0.56577	-0.307272	1009002,21		0
12446	1000993	1801.1	0.0	328.91	2112.49	-1.88103	2.32189	1009002,-2		0
12447	1000993	1801.1	0.0	700.166	2011.34	-0.730214	-0.98998	1009002,21,21		0
12448	1092114	1801.38	0.0	617.5	1906.98	0.163813	2.11274	-1009002,21,21		0
12449	1009213	1801.05	-1.0	428.672	1939.3	1.10668	0.751562	-1009002,21		0
12450	1009213	1801.05	1.0	457.551	2536.9	2.03854	-2.4007	1009002,21		0
12451	1009213	1801.05	-1.0	202.19	1901.02	-1.76588	2.63498	1009002,21		0
12457	1009313	1801.22	0.0	253.444	1819.45	-0.164858	-0.668461	-1009002,21		0
12458	1009113	1801.05	0.0	363.635	2013.41	1.55586	-2.26939	-1009002,21,21		0
12459	1009213	1801.05	-1.0	114.898	2978.68	3.72022	-0.902297	1009002,21		0
12460	1009213	1801.05	-1.0	936.088	2250.64	0.908452	-0.364964	1009002,21,21,21		0
12461	1009223	1801.05	0.0	942.163	2194.21	0.791858	2.80258	-1009002,2		0
12462	1009213	1801.05	-1.0	615.039	2207.91	-1.36005	2.62428	-1009002,21,21,2		0
12463	1009113	1801.05	0.0	603.294	2282.17	-1.48621	-0.490144	1009002,21		0
12465	1009223	1801.05	0.0	159.51	2552.79	3.11969	-1.57276	1009002,21		0
12466	1000993	1801.1	0.0	104.953	1860.27	2.16964	0.918435	1009002,21		0
12467	1009213	1801.05	1.0	827.948	4022.75	2.14855	-2.05908	-1009002,21		0
12469	1009323	1801.22	-1.0	942.363	2421.5	1.13579	1.05411	1009002,21,21		0
12472	1000993	1801.1	0.0	756.613	2294.32	1.24374	-1.58861	-1009002,21		0
12474	1009213	1801.05	-1.0	830.255	3049.75	1.75005	1.6241	1009002,21,21		0
12476	1009113	1801.05	0.0	1580.33	2411.56	0.171739	-1.52973	-1009002,3		0
12477	1009113	1801.51	0.0	1552.53	2382.74	0.0945756	1.55341	1009002,-1		0
12478	1009113	1801.05	0.0	667.932	2543	-1.64533	2.75214	-1009002,21,21		0
12480	1000993	1801.1	0.0	685.917	2517.37	-1.59435	-0.384955	1009002,21,21		0
12484	1000993	1801.1	0.0	247.987	1851.7	1.14733	1.60544	-1009002,21,21		0
12486	1009223	1801.05	0.0	283.503	2501.48	2.49852	-1.753	1009002,21		0
12488	1009113	1801.05	0.0	204.182	1905.53	1.77951	1.62256	1009002,21,21		0
12489	1009213	1801.05	1.0	248.715	1891.56	1.48678	-2.54582	-1009002,21,21		0
12490	1009113	1801.05	0.0	413.401	2105.75	1.62564	0.261968	-1009002,21		0
12491	1009213	1801.05	-1.0	450.041	1884.49	0.668988	-2.25467	1009002,21,21		0
12494	1009113	1801.05	0.0	659.801	2146.36	-1.17226	-1.33605	-1009002,21,21		0
12495	1009213	1801.05	1.0	681.415	1929.68	-0.181968	1.74304	-1009002,21,21		0
12496	1091114	1801.38	1.0	555.308	1968.68	-0.897171	1.38663	-1009002,21,21		0
12497	1000993	1801.1	0.0	531.787	1922.76	0.713718	-1.73423	1009002,21,21		0
12498	1009213	1801.05	1.0	138.378	1858.9	1.87131	1.0222	1009002,21		0
12499	1009223	1801.05	0.0	509.999	1934.98	0.85361	2.48223	1009002,21		0
12500	1009213	1801.05	1.0	472.002	2045.13	1.3469	-2.47491	-1009002,21,2		0
12501	1009213	1801.05	-1.0	469.163	2414.48	1.903	0.666782	1009002,-3		0
12503	1009213	1801.05	1.0	615.567	2221.41	1.37957	3.03545	-1009002,21,21		0
12504	1009113	1801.05	0.0	636.271	2242.85	-1.37326	0.172912	1009002,21,21		0
12505	1009213	1801.05	-1.0	904.881	2017.47	-0.0960594	1.78495	-1009002,21		0
12506	1009223	1801.05	0.0	860.236	2788.41	-1.55564	-1.45531	1009002,21,21		0
12508	1009213	1801.05	1.0	1680.42	2497.39	-0.242525	1.37904	-1009002,21,21,5		0
12510	1009213	1801.05	-1.0	1499.07	2362.97	-0.201667	-1.67492	1009002,21,21		0
12513	1009223	1801.05	0.0	896.329	2145.78	-0.758065	2.32679	-1009002,21,21		0
12514	1009223	1801.05	0.0	812.222	2264.17	-1.11543	-0.82953	1009002,21,21		0
12515	1000993	1801.1	0.0	706.296	2703.52	-1.70989	-2.66897	-1009002,21,21		0
12517	1009213	1801.05	1.0	686.81	2214.81	-1.24273	0.444355	1009002,21,21		0
12518	1009113	1801.65	0.0	516.478	1902.55	-0.597203	-1.51627	-1009002,1		0
12519	1009113	1801.05	0.0	548.669	2137.83	-1.37242	1.58333	1009002,21,21		0
12520	1009113	1801.05	0.0	1126.07	2857.13	1.29926	-0.486669	-1009002,21		0
12522	1009213	1801.05	-1.0	1095.07	2483.99	1.01607	2.60563	1009002,21,21		0
12525	1009223	1801.05	0.0	1212.24	2563.77	0.967	1.12715	-1009002,21,21		0
12535	1009213	1801.05	1.0	1204.5	3124.87	1.38366	-2.01027	1009002,21,21		0
12537	1009223	1801.05	0.0	797.368	2187.59	1.01194	2.48821	1009002,21		0
12538	1009213	1801.05	-1.0	789.614	2366.27	-1.28381	-0.656221	-1009002,21		0
12540	1009213	1801.05	-1.0	1058.16	2235.41	-0.694923	3.06584	-1009002,21,21		0
12542	1009213	1801.05	1.0	1034.02	2078.76	-0.0876858	0.0855816	-1009002,21		0
12548	1009213	1801.05	1.0	323.205	2080.99	1.83926	-1.92771	1009002,21,21		0
12553	1009223	1801.05	0.0	376.177	1933.58	-1.23854	1.06755	-1009002,21,21		0
12554	1009223	1801.05	0.0	579.146	1892.97	-0.110891	2.852	-1009002,21,21		0
12555	1009213	1801.05	-1.0	551.512	3079.32	-2.19118	-0.301698	1009002,21,21		0
12557	1009223	1801.05	0.0	801.803	2007.95	-0.458951	0.559631	-1009002,21,21		0
12558	1009223	1801.05	0.0	752.724	2013.06	0.614249	-2.45573	1009002,21,21		0
12559	1009213	1801.05	-1.0	200.746	3109.69	-3.2275	-1.72505	-1009002,21		0
12561	1009213	1801.05	1.0	191.651	2064.97	-2.34617	1.43933	1009002,21		0
12563	1009313	1801.22	0.0	850.54	3026.44	1.71169	0.0169396	-1009002,21,21		0
12565	1009213	1801.05	-1.0	836.607	2672.85	1.50386	-3.12044	1009002,21		0
12567	1000993	1801.1	0.0	1187.2	2294.14	0.617682	-3.06447	-1009002,21,21		0
12568	1009223	1801.05	0.0	1215.6	2626.42	1.02469	0.561656	1009002,21,21		0
12569	1091114	1801.38	-1.0	187.425	1817.14	-0.724856	1.9052	-1009002,21,21		0
12570	1009113	1801.05	0.0	203.74	1826.53	-0.955551	-1.09269	-1009002,21,21,21		0
12571	1009113	1801.05	0.0	541.011	4096.55	-2.60476	3.08948	-1009002,21		0
12572	1009213	1801.79	1.0	703.221	2046.66	0.846763	-0.338807	1009002,-1		0
12574	1009313	1801.22	0.0	416.774	1858.19	0.433708	-0.971723	1009002,21		0
12575	1009113	1801.05	0.0	619.693	1904.69	-0.0101642	2.29234	-1009002,21,21		0
12576	1009213	1801.05	-1.0	825.461	2080.63	-0.708957	2.91134	1009002,21,21		0
12577	1000993	1801.1	0.0	864.603	2146.47	0.814542	-0.309393	-1009002,21,2		0
12579	1009223	1801.05	0.0	1279.29	2769.74	-1.08206	-0.199589	1009002,21,21,21		0
12580	1092114	1801.38	0.0	1433.7	2710.12	-0.879452	2.97169	-1009002,21,21		0
12581	1093224	1801.55	1.0	1234.09	2218.69	0.312877	-1.79052	1009002,21		0
12583	1091114	1801.38	1.0	1262.37	2604.84	0.953865	1.35453	-1009002,2		0
12585	1009213	1801.05	1.0	882.732	2220.96	-0.937138	-1.51266	-1009002,3		0
12588	1009213	1801.05	-1.0	895.221	3090.77	-1.69144	1.62978	1009002,21,21		0
12589	1009323	1801.22	1.0	486.861	1937.39	0.930887	-2.90723	-1009002,21,21		0
12591	1009313	1801.22	0.0	480.997	1975.5	1.11348	0.232106	1009002,-3		0
12593	1093214	1801.55	0.0	228.34	1854.26	1.27094	2.63897	-1009002,21		0
12594	1000993	1801.1	0.0	234.25	2098.4	2.20638	-1.00264	1009002,21		0
12595	1009113	1801.05	0.0	247.356	2249.15	2.37955	2.98154	1009002,21		0
12597	1009213	1801.05	-1.0	205.49	2070.75	-2.28687	-0.641448	1009002,21,21		0
12599	1093214	1801.55	0.0	190.465	1820.6	0.845409	-0.0713606	-1009002,21,21		0
12601	1009313	1801.22	0.0	184.789	2375.37	2.81542	3.0979	1009002,21		0
12602	1009213	1801.05	1.0	1079.93	2682.85	1.22004	1.63716	1009002,21		0
12604	1009213	1801.05	-1.0	1080.63	2191.7	0.551051	-1.46402	-1009002,21		0
12605	1009113	1801.05	0.0	1321.58	2529.49	0.807261	3.09868	1009002,21		0
12606	1009113	1801.5	0.0	1324.04	2472.67	0.730889	-0.0484744	-1009002,1		0
12608	1009213	1801.05	-1.0	676.329	1980.93	0.65104	1.01379	-1009002,3		0
12609	1092214	1801.38	1.0	682.965	2514.36	-1.59619	-2.08743	1009002,2103		0
12611	1009223	1801.05	0.0	1197.29	2164.17	-0.0665014	2.38503	-1009002,3		0
12612	1009223	1801.05	0.0	915.75	2217.99	-0.880747	-0.694451	1009002,21,21		0
12613	1009113	1801.05	0.0	819.734	1980.21	-0.0901652	-1.94638	-1009002,21		0
12614	1009213	1801.05	-1.0	777.633	1968.54	0.208416	0.497718	-1009002,21,21		0
12616	1009213	1801.05	1.0	514.989	1939.36	0.863564	2.21842	-1009002,21		0
