event	bunchCrossing	pdgid	mass	charge	pt	eta	phi	mothers	daughters
3286	-1	1009213	1801.05	-1.0	59.9178	-2.09146	-2.57257	-1009002,21,4	
3290	-1	1009113	1801.05	0.0	78.6712	-3.00955	1.52535	-1009002,21,21	
3290	-1	1009333	1801.4	0.0	120.987	-1.37328	-0.870147	-1009002,21	
3295	-1	1009213	1801.05	-1.0	1021	0.600169	1.94414	-1009002,21,21	
3295	-1	1009223	1801.05	0.0	555.893	-1.58346	-1.17688	1009002,21,21	
3296	-1	1092214	1801.38	-1.0	93.6379	-1.77876	1.96614	-1009002,21	
3296	-1	1000993	1801.1	0.0	231.618	1.40065	-0.515082	1009002,21,21	
3297	-1	1000993	1801.1	0.0	907.801	-0.116293	2.4801	-1009002,21,21	
3297	-1	1009213	1801.24	-1.0	903.857	-1.01416	-0.654362	1009002,-2	
3298	-1	1009213	1801.05	-1.0	910.555	-0.19571	-0.312505	1009002,21,-3	
3298	-1	1009213	1801.05	-1.0	1218.46	0.0389689	3.00842	-1009002,21,21	
3299	-1	1000993	1801.1	0.0	389.208	1.61773	-1.23454	-1009002,21,21	
3299	-1	1009323	1801.22	1.0	334.14	-0.634433	1.48652	1009002,21,21	
3300	-1	1000993	1801.1	0.0	518.618	-2.10922	2.18778	1009002,21,21	
3300	-1	1009313	1801.22	0.0	518.379	0.800751	-0.956612	-1009002,21	
3302	-1	1009213	1801.05	-1.0	325.187	-0.17146	0.685917	-1009002,21	
3302	-1	1009223	1801.05	0.0	566.711	0.110209	-0.639367	1009002,21,21	
3310	-1	1009113	1801.05	0.0	984.299	0.933697	-2.23767	-1009002,21	
3310	-1	1092114	1801.38	0.0	921.519	1.52	0.790173	1009002,21,21	
3312	-1	1009223	1801.05	0.0	629.524	-0.320901	-1.70697	-1009002,4	
3312	-1	1009213	1801.05	1.0	644.093	1.19243	1.4308	1009002,21,21	
3316	-1	1009113	1801.05	0.0	477.646	-1.25956	1.07726	-1009002,21,3	
3316	-1	1009113	1801.05	0.0	516.653	-1.80319	-2.12291	1009002,21	
3318	-1	1009313	1801.22	0.0	857.771	0.894852	2.04262	1009002,21,21	
3318	-1	1009313	1801.22	0.0	865.114	0.410951	-1.06296	-1009002,21,21	
3319	-1	1092114	1801.38	0.0	1585.93	0.574812	0.191937	-1009002,21	
3319	-1	1009213	1801.05	-1.0	1655.18	1.0011	-2.96351	1009002,21	
3320	-1	1009313	1801.22	0.0	756.923	-0.21402	-0.871392	-1009002,21	
3320	-1	1092214	1801.38	1.0	654.027	-0.0519941	1.90106	-1009002,21	
3321	-1	1092214	1801.38	-1.0	1135.79	0.190632	0.222475	1009002,21,21	
3321	-1	1009113	1801.05	0.0	1114.88	-0.951907	-2.91527	-1009002,21	
3323	-1	1009213	1801.05	-1.0	797.796	1.52321	-1.95365	-1009002,21	
3323	-1	1009323	1801.22	1.0	1008.1	0.921961	1.17673	1009002,21,21,-2	
3325	-1	1009213	1801.05	1.0	1000.81	-0.836704	2.41305	-1009002,1	
3325	-1	1000993	1801.1	0.0	992.732	-0.3003	-0.732927	1009002,21,21	
3327	-1	1009323	1801.22	1.0	298.518	-3.05622	-2.81029	-1009002,21	
3327	-1	1093214	1801.55	0.0	1851.43	0.353973	0.119468	1009002,21	
3328	-1	1009323	1801.22	-1.0	695.99	1.11339	-2.17785	1009002,21,21	
3328	-1	1000993	1801.1	0.0	681.23	0.224032	0.968657	-1009002,21,21	
3332	-1	1009113	1801.05	0.0	627.913	0.61941	0.172965	-1009002,21,21	
3332	-1	1000993	1801.1	0.0	593.355	0.682699	-2.97509	1009002,21	
3333	-1	1009223	1801.05	0.0	1139.93	0.79516	-1.11047	-1009002,21,21,21,21	
3333	-1	1009213	1801.05	1.0	1098.93	0.817114	2.07253	1009002,21,21	
3334	-1	1009313	1801.22	0.0	288.275	-1.89624	2.69825	-1009002,21	
3334	-1	1000993	1801.1	0.0	297.162	1.05719	-0.385099	1009002,21	
3335	-1	1009113	1801.05	0.0	172.994	0.948771	-2.45521	-1009002,21	
3335	-1	1000993	1801.1	0.0	164.528	0.536421	0.763349	1009002,21,21	
3337	-1	1009323	1801.22	-1.0	1211.55	0.548641	2.61764	1009002,21	
3337	-1	1000993	1801.1	0.0	1034.94	2.03736	-0.495204	-1009002,1	
3338	-1	1000993	1801.1	0.0	631.387	2.20291	0.835006	1009002,21	
3338	-1	1009213	1801.05	1.0	649.975	-1.21808	-2.3605	1009002,21,21	
3341	-1	1009213	1801.05	-1.0	2145.1	-0.105673	1.4499	-1009002,21	
3341	-1	1009333	1801.4	0.0	2124.96	0.927713	-1.67875	1009002,21	
3342	-1	1009323	1801.22	1.0	1149.16	1.69872	-1.59658	-1009002,21,21	
3342	-1	1009313	1801.22	0.0	1180.67	-0.194317	1.51263	-1009002,3	
3343	-1	1009223	1801.05	0.0	773.345	-1.10251	0.853651	1009002,21	
3343	-1	1000993	1801.1	0.0	759.475	-0.469865	-2.38861	-1009002,21,21,21	
3344	-1	1093114	1801.55	-1.0	832.921	-1.7198	-1.20298	-1009002,21,21	
3344	-1	1009213	1801.05	-1.0	773.103	0.780978	1.88552	-1009002,21,21,21	
3345	-1	1009223	1801.05	0.0	1410.96	0.930617	3.08961	-1009002,21,21	
3345	-1	1009213	1801.05	1.0	1405.33	0.916786	-0.127321	1009002,21	
3346	-1	1009223	1801.05	0.0	527.596	-1.69611	2.92869	-1009002,1	
3346	-1	1009223	1801.05	0.0	527.113	-0.87306	-0.211717	1009002,21,21,21	
3347	-1	1009113	1801.05	0.0	736.629	-1.09471	2.03226	1009002,21,21,-1	
3347	-1	1009113	1801.05	0.0	732.113	-0.382781	-1.12371	-1009002,3	
3348	-1	1009113	1801.05	0.0	1018.98	-0.344948	2.9798	1009002,21,21	
3348	-1	1091114	1801.38	1.0	947.195	0.162958	0.05757	-1009002,21	
3351	-1	1009323	1801.22	1.0	658.08	0.00182653	2.43527	-1009002,21,21	
3351	-1	1093224	1801.55	-1.0	620.472	-1.56787	-0.766233	1009002,21,21	
3353	-1	1009223	1801.05	0.0	898.811	0.826414	-2.50494	1009002,21	
3353	-1	1009213	1801.05	-1.0	872.481	-0.726793	0.621473	1009002,21	
3358	-1	1009113	1801.05	0.0	696.687	-0.731405	1.94502	-1009002,21,21	
3358	-1	1009113	1801.05	0.0	695.729	-0.884547	-1.18983	1009002,21,21	
3364	-1	1009113	1801.05	0.0	999.646	1.28368	1.44421	-1009002,21	
3364	-1	1009213	1801.05	1.0	1015.16	-0.114744	-1.72369	1009002,21	
3365	-1	1009323	1801.22	-1.0	1573.47	0.259787	1.91003	-1009002,21	
3365	-1	1092114	1801.38	0.0	1712.38	0.0353061	-1.56173	1009002,21	
3366	-1	1009213	1801.05	-1.0	455.701	0.459059	0.394449	-1009002,21,21	
3366	-1	1009223	1801.05	0.0	729.86	-0.259183	-2.70088	1009002,21	
3370	-1	1093224	1801.55	-1.0	455.193	1.66266	-0.063524	1009002,21	
3370	-1	1009213	1801.05	1.0	456.973	1.35289	3.08585	1009002,21,21,21	
3371	-1	1009213	1801.05	1.0	1311.93	-1.1596	-0.848915	-1009002,21	
3371	-1	1009213	1801.05	-1.0	1488.09	-0.236686	2.34498	-1009002,21	
3372	-1	1009223	1801.05	0.0	532.036	0.977753	-3.11298	1009002,21	
3372	-1	1009323	1801.22	-1.0	512.284	-1.2438	-0.366306	-1009002,21	
3373	-1	1009223	1801.05	0.0	676.805	0.631587	1.54025	1009002,21,21	
3373	-1	1009223	1801.21	0.0	681.823	-0.180228	-1.58791	1009002,-2	
3374	-1	1009313	1801.22	0.0	820.717	-0.18946	1.95522	-1009002,2	
3374	-1	1009323	1801.22	-1.0	695.062	0.450655	-1.43386	1009002,21,21	
3376	-1	1009223	1801.05	0.0	559.106	1.90634	-2.00236	1009002,21,-1	
3376	-1	1009113	1801.05	0.0	483.954	-1.3326	1.09648	-1009002,21	
3378	-1	1009213	1801.05	1.0	245.092	-2.60706	1.57438	-1009002,21,21	
3378	-1	1000993	1801.1	0.0	237.196	-2.75558	-1.49622	1009002,21	
3379	-1	1000993	1801.1	0.0	1044.78	-0.523853	-1.30934	-1009002,21,21	
3379	-1	1009113	1801.05	0.0	1063.92	-0.953406	1.82215	1009002,21	
3380	-1	1009223	1801.05	0.0	817.701	-1.90246	-1.78813	-1009002,2	
3380	-1	1009323	1801.22	1.0	819.685	-1.06572	1.33567	1009002,21,21	
3381	-1	1009323	1801.22	-1.0	1671.79	-0.301666	-3.04453	1009002,21,21	
3381	-1	1000993	1801.1	0.0	1418.84	-0.199242	0.0344712	-1009002,21	
3382	-1	1009323	1801.22	1.0	1445.72	-1.17639	1.38044	-1009002,21	
3382	-1	1009113	1801.05	0.0	2072.75	0.497422	-1.59404	1009002,21	
3383	-1	1009213	1801.05	-1.0	1231.85	0.201437	-0.802203	-1009002,21,21	
3383	-1	1009113	1801.05	0.0	1398.27	-0.429425	2.28836	-1009002,21,21	
3384	-1	1009213	1801.05	-1.0	139.843	-2.92026	-2.91537	-1009002,21,21	
3384	-1	1092214	1801.38	1.0	139.268	-3.33531	0.221703	1009002,21,21	
3385	-1	1009213	1801.05	1.0	1529.31	0.286828	-2.05179	-1009002,21,21	
3385	-1	1009213	1801.05	1.0	1516.07	0.236385	1.06155	1009002,21,21	
3386	-1	1009223	1801.05	0.0	1568.89	0.697775	1.86688	1009002,21	
3386	-1	1009223	1801.05	0.0	1560.87	-0.542984	-1.27712	-1009002,21,21,21	
3387	-1	1009113	1801.05	0.0	416.165	-0.963116	0.349348	-1009002,21,21,21,21,21	
3387	-1	1009113	1801.05	0.0	393.235	-0.0779688	-2.8358	1009002,21,21	
3388	-1	1009213	1801.05	1.0	296.075	1.21788	1.77477	-1009002,21,21	
3388	-1	1009113	1801.05	0.0	244.114	2.69272	-1.01438	1009002,21,21,21,21,21,21	
3390	-1	1009213	1801.05	-1.0	970.776	0.644038	-0.852444	-1009002,1	
3390	-1	1009213	1801.05	1.0	952.768	0.742768	2.26479	1009002,21	
3393	-1	1009113	1801.05	0.0	1060.51	-1.08392	-0.815105	-1009002,21	
3393	-1	1009313	1801.22	0.0	986.077	0.0476102	2.42621	1009002,21,21	
3394	-1	1009213	1801.05	1.0	495.608	-0.626433	0.510463	-1009002,21	
3394	-1	1000993	1801.1	0.0	495.506	1.1128	-2.67909	1009002,21,21,21	
3395	-1	1009313	1801.22	0.0	1189.37	-1.24947	-2.31405	-1009002,21,21	
3395	-1	1093214	1801.55	0.0	1225.19	-0.67125	0.819921	1009002,21,21	
3396	-1	1000993	1801.1	0.0	792.086	1.68353	1.41108	-1009002,3	
3396	-1	1009223	1801.05	0.0	865.26	-0.153536	-1.9435	1009002,-1	
3397	-1	1092114	1801.38	0.0	1248.5	0.788311	1.81629	-1009002,21	
3397	-1	1009213	1801.05	-1.0	1166.84	-1.0864	-1.40871	-1009002,21,21,21	
3399	-1	1092214	1801.38	1.0	1400.05	0.266865	1.46149	1009002,21,21	
3399	-1	1009223	1801.05	0.0	1469.48	1.4797	-1.43476	-1009002,21	
3401	-1	1093114	1801.55	-1.0	1262.12	1.20062	-1.31354	1009002,21,21,21	
3401	-1	1009313	1801.22	0.0	1256.04	1.16001	1.82493	-1009002,21,21,21	
3403	-1	1009223	1801.05	0.0	688.956	-1.90835	0.912777	-1009002,21,21	
3403	-1	1092214	1801.38	1.0	762.76	-0.570917	-2.22639	1009002,21,21	
3404	-1	1009213	1801.05	-1.0	1315.05	-0.0780099	-2.66311	1009002,21,21	
3404	-1	1000993	1801.1	0.0	949.927	-0.446319	0.852141	-1009002,21	
3405	-1	1009213	1801.05	-1.0	1253.6	1.50103	1.6359	-1009002,21	
3405	-1	1009223	1801.05	0.0	1298.62	0.952639	-1.4703	1009002,21,21	
3408	-1	1009223	1801.05	0.0	479.799	-1.74561	-0.180086	-1009002,21,21,21	
3408	-1	1009113	1801.05	0.0	483.867	-0.984389	3.00328	1009002,21,21	
3412	-1	1009113	1801.05	0.0	1228.86	0.352581	2.29534	-1009002,1	
3412	-1	1009213	1801.05	-1.0	1320.79	-0.308372	-0.873564	1009002,21,-2	
3417	-1	1009223	1801.05	0.0	796.52	1.17263	1.44482	-1009002,21	
3417	-1	1092214	1801.38	1.0	887.899	1.28595	-1.65069	1009002,21	
3419	-1	1009213	1801.05	1.0	259.461	-2.40107	-1.44205	1009002,21,21,21	
3419	-1	1009213	1801.05	-1.0	221.56	-1.80843	1.49573	-1009002,21	
3424	-1	1009113	1801.05	0.0	870.912	-1.10736	2.63097	-1009002,21	
3424	-1	1009213	1801.05	-1.0	851.746	-1.57839	-0.444427	1009002,21	
3427	-1	1009313	1801.22	0.0	976.151	1.42979	0.352056	1009002,-3	
3427	-1	1009113	1801.05	0.0	1058.83	-0.37163	-2.77104	-1009002,21	
3429	-1	1009113	1801.05	0.0	636.528	0.809679	-0.543688	-1009002,21,21	
3429	-1	1000993	1801.1	0.0	682.891	1.38656	2.58402	1009002,21	
3431	-1	1009113	1801.05	0.0	1238.19	-0.160124	-0.0924843	-1009002,21,21	
3431	-1	1009213	1801.05	1.0	1239.93	-0.320283	3.05202	1009002,21	
3433	-1	1092214	1801.38	-1.0	373.519	1.20252	2.32977	-1009002,21,21	
3433	-1	1009223	1801.05	0.0	428.799	2.59359	-0.454168	1009002,-2	
3434	-1	1000993	1801.1	0.0	938.718	0.607406	3.0386	-1009002,2	
3434	-1	1009313	1801.22	0.0	995.4	0.2208	0.00309802	1009002,-3	
3435	-1	1092114	1801.38	0.0	238.811	1.99592	-0.60804	1009002,21	
3435	-1	1009223	1801.05	0.0	229.218	-0.643765	2.50659	-1009002,21,21	
3438	-1	1009213	1801.05	-1.0	961.334	0.0835874	-2.26683	-1009002,21	
3438	-1	1009213	1801.05	1.0	910.615	1.64837	0.884947	1009002,21,21	
3439	-1	1009213	1801.05	1.0	157.654	2.16413	-2.30793	1009002,-4	
3439	-1	1009213	1801.05	1.0	387.439	0.882948	0.311986	-1009002,21	
3440	-1	1009113	1801.05	0.0	539	-0.938412	1.39238	-1009002,21,21	
3440	-1	1009113	1801.05	0.0	564.503	0.121401	-1.84434	1009002,21,21	
3442	-1	1009213	1801.11	1.0	593.148	1.83607	-1.45123	-1009002,2	
3442	-1	1009213	1801.05	-1.0	526.192	0.394438	1.74207	-1009002,21	
3443	-1	1009213	1801.05	1.0	1814.58	-0.715397	2.90333	-1009002,21,21	
3443	-1	1000993	1801.1	0.0	1881.13	0.284356	-0.0508294	1009002,21,21,21	
3445	-1	1009213	1801.05	1.0	404.125	0.869376	1.02523	-1009002,21	
3445	-1	1009113	1801.05	0.0	443.996	0.306035	-2.11348	1009002,21,21	
3446	-1	1009213	1801.05	1.0	928.029	-0.429673	2.59563	-1009002,21	
3446	-1	1009213	1801.05	-1.0	702.628	-0.700949	-0.0192028	-1009002,21	
3448	-1	1009223	1801.05	0.0	50.2695	3.73936	-1.95541	-1009002,21	
3448	-1	1009113	1801.05	0.0	125.548	-3.77394	1.41202	-1009002,21,21	
3449	-1	1000993	1801.1	0.0	689.079	-1.48305	0.618725	1009002,21	
3449	-1	1009113	1801.05	0.0	273.761	1.56067	0.0579512	1009002,21	
3451	-1	1009213	1801.05	-1.0	855.001	-0.0923225	-1.72108	-1009002,21	
3451	-1	1009223	1801.05	0.0	708.346	-0.724918	1.74806	1009002,21,21	
3452	-1	1009223	1801.05	0.0	278.71	1.74767	2.71941	-1009002,21,4	
3452	-1	1009223	1801.05	0.0	377.919	1.1865	-0.516775	1009002,-1	
3453	-1	1009313	1801.22	0.0	1320.83	0.0527883	-2.27339	1009002,21,21	
3453	-1	1009213	1801.05	1.0	1252.45	-1.4537	0.828242	-1009002,21,21	
3454	-1	1009323	1801.21	-1.0	833.209	0.550427	-0.909791	-1009002,3	
3454	-1	1093224	1801.55	1.0	838.497	1.57945	2.22672	1009002,21	
3455	-1	1009213	1801.05	1.0	1581.64	1.27337	-2.55998	-1009002,21	
3455	-1	1000993	1801.1	0.0	1591.26	0.340336	0.55824	1009002,21	
3456	-1	1009313	1801.22	0.0	409.133	-0.509178	-0.722395	-1009002,21,21	
3456	-1	1009213	1801.05	-1.0	408.971	2.21413	2.44942	1009002,21,21,21	
3457	-1	1009113	1801.05	0.0	417.501	1.06563	-2.63958	-1009002,4	
3457	-1	1009213	1801.05	-1.0	453.546	2.28812	0.06295	1009002,21,21	
3458	-1	1009113	1801.05	0.0	871.135	0.270876	2.62241	-1009002,21,21	
3458	-1	1009213	1801.05	-1.0	869.37	-1.07556	-0.476852	1009002,21	
3459	-1	1009323	1801.22	-1.0	1359.29	0.254432	-2.29049	-1009002,21,21	
3459	-1	1009223	1801.05	0.0	1406.08	-0.116313	0.841423	-1009002,21,21	
3460	-1	1000993	1801.1	0.0	1075.66	-0.718656	-0.730196	1009002,21,21	
3460	-1	1009313	1801.22	0.0	1061.46	-1.37885	-3.07785	-1009002,21	
3462	-1	1009113	1801.05	0.0	241.862	-0.39256	1.42807	1009002,21	
3462	-1	1009223	1801.05	0.0	233.819	0.922238	-1.67833	-1009002,21,21	
3464	-1	1009113	1801.05	0.0	724.399	1.32219	-0.637877	1009002,21	
3464	-1	1009223	1801.05	0.0	706.472	0.00813668	2.7235	1009002,21,21	
3469	-1	1009313	1801.22	0.0	696.903	-1.04007	-2.56987	-1009002,21	
3469	-1	1009113	1801.05	0.0	913.677	-0.956452	0.708611	1009002,-3	
3470	-1	1009113	1801.05	0.0	1940.37	0.458464	-1.43746	-1009002,21,21	
3470	-1	1009213	1801.05	-1.0	1924.49	0.580418	1.67929	1009002,21,21,21	
3472	-1	1000993	1801.1	0.0	1645.43	-0.558251	2.37541	-1009002,21	
3472	-1	1009313	1801.22	0.0	1270.55	0.312514	-0.749371	1009002,21,21	
3473	-1	1009213	1801.05	1.0	596.039	-1.40422	1.18825	-1009002,21	
3473	-1	1009213	1801.05	-1.0	807.012	0.449122	-1.82355	1009002,21	
3477	-1	1000993	1801.1	0.0	964.926	-0.319374	0.981154	1009002,21,21	
3477	-1	1009213	1801.05	-1.0	660.931	-1.99232	-2.14134	1009002,21	
3479	-1	1009213	1801.05	-1.0	608.527	-1.45996	0.129045	1009002,-2	
3479	-1	1009213	1801.05	1.0	415.306	-0.31628	-2.86003	1009002,21,21	
3480	-1	1009213	1801.05	-1.0	1483.34	1.0145	1.60225	-1009002,21,21	
3480	-1	1092224	1801.38	2.0	1530.16	0.404044	-1.58338	1009002,21,21	
3483	-1	1009113	1801.05	0.0	839.546	0.191705	0.31106	-1009002,21,21	
3483	-1	1009213	1801.05	-1.0	866.82	1.19546	-2.82685	1009002,21,21	
3484	-1	1009213	1801.05	-1.0	486.205	0.2478	2.58087	1009002,21	
3484	-1	1009113	1801.05	0.0	411.368	-1.88662	-1.10276	-1009002,21	
3487	-1	1009223	1801.05	0.0	1338.17	0.625239	1.20753	-1009002,4	
3487	-1	1000993	1801.1	0.0	1275.88	1.25192	-1.88486	1009002,-1	
3488	-1	1009213	1801.05	-1.0	1701.77	0.677394	1.02272	-1009002,1	
3488	-1	1009323	1801.22	1.0	1663.32	0.406564	-2.1092	1009002,-4	
3490	-1	1009213	1801.05	1.0	552.807	-0.0163202	-2.47928	1009002,21	
3490	-1	1009223	1801.05	0.0	607.481	-0.665253	0.710447	-1009002,3	
3491	-1	1009313	1801.22	0.0	1723.77	0.143744	-1.22509	-1009002,21	
3491	-1	1093114	1801.55	-1.0	1135.47	-1.02019	1.58003	1009002,21	
3493	-1	1092214	1801.38	1.0	594.547	0.0688414	0.0718895	-1009002,21	
3493	-1	1009313	1801.22	0.0	388.289	1.57431	-3.1284	1009002,21,21	
3502	-1	1092214	1801.38	1.0	646.563	1.48473	1.93776	1009002,21,21	
3502	-1	1009333	1801.4	0.0	657.267	-1.32688	-1.20343	-1009002,21	
3505	-1	1009213	1801.05	-1.0	70.6034	-4.3668	2.20853	-1009002,21	
3505	-1	1009223	1801.05	0.0	55.8975	-3.35335	-0.935477	1009002,21,21	
3509	-1	1009323	1801.22	-1.0	607.045	0.159942	1.24022	-1009002,21	
3509	-1	1092214	1801.38	1.0	629.094	1.36481	-1.86391	1009002,21	
3511	-1	1009213	1801.05	-1.0	426.055	-0.986857	0.0831279	1009002,21	
3511	-1	1009323	1801.22	-1.0	391.873	-0.1893	-2.74573	1009002,21,21,21	
3512	-1	1009213	1801.05	1.0	562.538	0.35093	-2.10011	-1009002,21,21	
3512	-1	1009213	1801.05	-1.0	605.785	-0.701491	1.0612	1009002,21	
3513	-1	1009213	1801.05	-1.0	561.353	-2.14165	0.823358	1009002,21	
3513	-1	1093114	1801.55	-1.0	592.605	-0.171049	-2.21225	1009002,21,21	
3518	-1	1009223	1801.05	0.0	814.428	-0.3722	-0.576908	-1009002,21	
3518	-1	1000993	1801.1	0.0	971.336	0.909058	2.55183	1009002,21	
3519	-1	1009223	1801.05	0.0	1194.99	-0.529587	-2.87356	1009002,21,21	
3519	-1	1009223	1801.05	0.0	214.576	-1.34996	0.94376	1009002,-2	
3520	-1	1000993	1801.1	0.0	873.823	0.480404	2.87011	1009002,21	
3520	-1	1092114	1801.38	0.0	822.3	1.06331	-0.330493	-1009002,21,21	
3523	-1	1092214	1801.38	-1.0	330.55	1.47468	2.66739	-1009002,21,21	
3523	-1	1000993	1801.1	0.0	336.733	-1.32587	-0.457854	1009002,21	
3524	-1	1009223	1801.05	0.0	928.154	1.51921	1.83847	-1009002,21	
3524	-1	1009213	1801.05	1.0	974.771	1.38706	-1.32265	1009002,21	
3525	-1	1009113	1801.05	0.0	409.517	-1.69411	-3.09454	-1009002,21,21	
3525	-1	1009313	1801.22	0.0	1372.43	-0.314557	-0.299328	1009002,21	
3526	-1	1009213	1801.05	-1.0	544.42	-0.185982	-1.49963	1009002,21,21	
3526	-1	1009223	1801.05	0.0	544.915	1.22671	1.66344	-1009002,21,21	
3527	-1	1009213	1801.05	1.0	381.617	2.24237	-0.132429	1009002,21,21	
3527	-1	1092114	1801.38	0.0	381.799	0.428487	3.00763	-1009002,21	
3530	-1	1009113	1801.05	0.0	593.135	-0.806225	-2.66036	-1009002,21,21	
3530	-1	1009213	1801.05	-1.0	603.122	0.585663	0.449298	1009002,21,21	
3533	-1	1009223	1801.05	0.0	604.209	2.05258	1.46069	-1009002,21	
3533	-1	1009323	1801.22	1.0	674.909	0.472052	-1.68577	-1009002,21	
3534	-1	1009213	1801.05	1.0	1031.38	-1.30019	0.431406	-1009002,2	
3534	-1	1009113	1801.05	0.0	990.239	-0.138993	-2.89108	1009002,21	
3536	-1	1009223	1801.05	0.0	1411.16	1.32454	-0.248334	-1009002,21	
3536	-1	1092214	1801.38	1.0	1477.28	0.217921	3.12624	1009002,21	
3537	-1	1009313	1801.22	0.0	304.987	1.5173	-0.975285	-1009002,21,21	
3537	-1	1009323	1801.22	-1.0	329.112	-1.52695	2.19409	1009002,21,21	
3540	-1	1000993	1801.1	0.0	401.068	-1.57987	2.63951	-1009002,21,21,21,21	
3540	-1	1000993	1801.1	0.0	445.158	-1.36947	-0.594386	1009002,21	
3541	-1	1009113	1801.05	0.0	883.153	1.71867	-1.90359	-1009002,21,21	
3541	-1	1009213	1801.05	-1.0	760.447	0.293582	1.17478	-1009002,21	
3542	-1	1009213	1801.05	1.0	563.34	-1.22913	0.870244	1009002,21,21	
3542	-1	1000993	1801.1	0.0	549.781	-0.0101407	-2.33272	-1009002,21,21	
3545	-1	1009213	1801.05	-1.0	1436.71	0.0520368	1.45345	-1009002,21	
3545	-1	1000993	1801.1	0.0	1262.31	0.319068	-1.68792	-1009002,21,21	
3546	-1	1009223	1801.05	0.0	251.195	3.01009	0.394978	1009002,21,21,21	
3546	-1	1000993	1801.1	0.0	202.783	3.10212	-2.79323	-1009002,21,21	
3550	-1	1000993	1801.1	0.0	975.312	-1.00656	-1.09974	-1009002,21	
3550	-1	1009113	1801.05	0.0	1060.28	1.44201	2.02624	1009002,21,21	
3553	-1	1009213	1801.05	-1.0	520.723	-2.04874	-2.1505	-1009002,21,21	
3553	-1	1009223	1801.05	0.0	406.909	-1.25917	0.767102	1009002,21	
3557	-1	1092214	1801.38	1.0	232.923	-1.01456	-0.41796	-1009002,21	
3557	-1	1009213	1801.05	1.0	1524.84	0.23745	-1.89034	-1009002,21,21	
3561	-1	1009213	1801.05	1.0	775.355	-0.65646	1.88266	-1009002,21	
3561	-1	1092114	1801.38	0.0	691.764	-0.850376	-1.09753	1009002,21,21	
3565	-1	1009113	1801.05	0.0	791.117	-0.969337	0.631726	-1009002,21	
3565	-1	1009113	1801.05	0.0	857.81	-1.25377	-2.52142	1009002,-3	
3568	-1	1009113	1801.05	0.0	901.703	-0.278628	2.66997	-1009002,21,21,21	
3568	-1	1009313	1801.22	0.0	860.484	-1.83486	-0.460864	-1009002,21,21	
3574	-1	1009313	1801.22	0.0	685.053	-1.23277	-1.53793	-1009002,21	
3574	-1	1000993	1801.1	0.0	493.317	0.469495	1.79015	1009002,21	
3575	-1	1009213	1801.05	-1.0	884.93	-0.845084	1.2458	1009002,21,21	
3575	-1	1009213	1801.05	-1.0	885.234	-0.787738	-1.90483	-1009002,1	
3576	-1	1009213	1801.05	-1.0	929.625	-1.75255	-1.88871	1009002,21,21	
3576	-1	1009313	1801.22	0.0	943.18	-1.51604	1.25186	-1009002,21,21	
3577	-1	1009213	1801.05	1.0	992.792	-0.550485	-0.489481	-1009002,21	
3577	-1	1091114	1801.38	-1.0	999.778	-0.826046	2.65633	1009002,21,21	
3579	-1	1009113	1801.05	0.0	330.372	-2.85915	-0.735723	1009002,21,21	
3579	-1	1009213	1801.05	1.0	675.27	0.369464	2.28041	-1009002,1	
3581	-1	1009213	1801.05	1.0	987.782	0.550681	1.17629	1009002,21,21,21	
3581	-1	1009213	1801.05	-1.0	980.633	1.92204	-2.04268	1009002,21,21	
3584	-1	1009323	1801.22	-1.0	585.511	-0.207413	-2.34282	-1009002,21,21	
3584	-1	1000993	1801.1	0.0	709.419	-0.244047	1.3829	1009002,21	
3585	-1	1009223	1801.05	0.0	873.186	1.31877	-0.633301	-1009002,3	
3585	-1	1009223	1801.84	0.0	852.437	1.77176	2.43704	1009002,-2	
3586	-1	1091114	1801.38	1.0	806.431	-1.65478	2.22626	-1009002,21	
3586	-1	1092114	1801.38	0.0	684.391	-2.05582	-0.796622	-1009002,21,21	
3588	-1	1009213	1801.05	-1.0	432.836	-1.96383	-1.81743	1009002,21	
3588	-1	1009323	1801.22	-1.0	597.365	-1.27726	1.6306	1009002,21	
3589	-1	1092214	1801.38	1.0	102.099	-3.89802	-0.79066	1009002,2101	
3589	-1	1009213	1801.05	-1.0	79.8111	-2.20339	2.50349	-1009002,21,21,21	
3590	-1	1009213	1801.05	-1.0	644.62	1.55796	0.692145	1009002,21	
3590	-1	1000993	1801.1	0.0	700.751	-1.61579	-2.19083	1009002,21,21	
3595	-1	1009213	1801.05	1.0	424.91	-1.45838	1.76828	-1009002,21,21	
3595	-1	1000993	1801.1	0.0	459.476	-2.38236	-1.35139	1009002,21,-2	
3596	-1	1009223	1801.05	0.0	793.745	0.467904	2.99255	-1009002,21	
3596	-1	1009223	1801.05	0.0	996.285	0.151123	-1.00672	-1009002,21	
3600	-1	1092214	1801.38	-1.0	1259.34	-1.38763	-2.17761	1009002,21	
3600	-1	1093214	1801.55	0.0	1189.59	-1.10137	1.00724	1009002,21,21	
3601	-1	1009323	1801.22	1.0	1197.86	-0.425695	-0.277924	-1009002,21	
3601	-1	1009313	1801.22	0.0	780.878	-1.71024	2.74439	1009002,21	
3606	-1	1009213	1801.05	1.0	847.541	-0.790916	-1.73293	-1009002,21,21	
3606	-1	1009213	1801.05	-1.0	858.079	0.805446	1.37669	1009002,-1	
3608	-1	1009113	1801.05	0.0	985.917	0.931233	2.06941	1009002,21	
